Image,Expected,Predicted
am50_5p0_1778cQ4R3.png,109.0,101
am50_5p0_1778cQ4R4.png,109.0,103
am40_2p5_1763cQ3R1.png,107.0,110
am40_2p5_1763cQ3R2.png,107.0,117
am40_2p5_1763cQ3R3.png,107.0,113
am40_2p5_1763cQ3R4.png,107.0,118
am40_2p5_1730cQ4R1.png,107.0,112
am40_2p5_1730cQ4R2.png,107.0,100
am40_2p5_1730cQ4R3.png,107.0,110
am40_2p5_1730cQ4R4.png,107.0,104
am40_5p0_1719cQ3R1.png,107.0,115
am40_5p0_1719cQ3R2.png,107.0,124
am40_5p0_1719cQ3R3.png,107.0,112
am40_5p0_1719cQ3R4.png,107.0,108
am40_2p5_1768cQ3R1.png,107.0,104
am40_2p5_1768cQ3R2.png,107.0,102
am40_2p5_1768cQ3R3.png,107.0,110
am40_2p5_1768cQ3R4.png,107.0,104
am40_5p0_1698cQ1R1.png,107.0,107
am40_5p0_1698cQ1R2.png,107.0,110
am40_5p0_1698cQ1R3.png,107.0,104
am40_5p0_1698cQ1R4.png,107.0,102
am40_2p5_1767cQ1R1.png,107.0,96
am40_2p5_1767cQ1R2.png,107.0,104
am40_2p5_1767cQ1R3.png,107.0,102
am40_2p5_1767cQ1R4.png,107.0,94
am40_2p5_1727cQ2R1.png,107.0,118
am40_2p5_1727cQ2R2.png,107.0,109
am40_2p5_1727cQ2R3.png,107.0,123
am40_2p5_1727cQ2R4.png,107.0,119
am40_2p5_1760cQ1R1.png,107.0,100
am40_2p5_1760cQ1R2.png,107.0,102
am40_2p5_1760cQ1R3.png,107.0,98
am40_2p5_1760cQ1R4.png,107.0,111
am40_2p5_1741cQ3R1.png,107.0,129
am40_2p5_1741cQ3R2.png,107.0,136
am40_2p5_1741cQ3R3.png,107.0,136
am40_2p5_1741cQ3R4.png,107.0,129
am40_2p5_1764cQ3R1.png,107.0,99
am40_2p5_1764cQ3R2.png,107.0,104
am40_2p5_1764cQ3R3.png,107.0,101
am40_2p5_1764cQ3R4.png,107.0,96
am40_2p5_1764cQ4R1.png,107.0,116
am40_2p5_1764cQ4R2.png,107.0,114
am40_2p5_1764cQ4R3.png,107.0,111
am40_2p5_1764cQ4R4.png,107.0,116
am40_5p0_1721cQ1R1.png,107.0,106
am40_5p0_1721cQ1R2.png,107.0,99
am40_5p0_1721cQ1R3.png,107.0,100
am40_5p0_1721cQ1R4.png,107.0,95
am40_2p5_1761cQ4R1.png,107.0,96
am40_2p5_1761cQ4R2.png,107.0,100
am40_2p5_1761cQ4R3.png,107.0,101
am40_2p5_1761cQ4R4.png,107.0,89
am40_2p5_1733cQ2R1.png,107.0,109
am40_2p5_1733cQ2R2.png,107.0,108
am40_2p5_1733cQ2R3.png,107.0,116
am40_2p5_1733cQ2R4.png,107.0,115
am40_2p5_1733cQ4R1.png,107.0,109
am40_2p5_1733cQ4R2.png,107.0,109
am40_2p5_1733cQ4R3.png,107.0,102
am40_2p5_1733cQ4R4.png,107.0,107
am40_2p5_1757cQ4R1.png,107.0,113
am40_2p5_1757cQ4R2.png,107.0,104
am40_2p5_1757cQ4R3.png,107.0,116
am40_2p5_1757cQ4R4.png,107.0,106
am40_2p5_1759cQ1R1.png,107.0,110
am40_2p5_1759cQ1R2.png,107.0,100
am40_2p5_1759cQ1R3.png,107.0,103
am40_2p5_1759cQ1R4.png,107.0,110
am40_2p5_1756cQ3R1.png,107.0,109
am40_2p5_1756cQ3R2.png,107.0,100
am40_2p5_1756cQ3R3.png,107.0,95
am40_2p5_1756cQ3R4.png,107.0,99
am40_2p5_1756cQ4R1.png,107.0,103
am40_2p5_1756cQ4R2.png,107.0,106
am40_2p5_1756cQ4R3.png,107.0,106
am40_2p5_1756cQ4R4.png,107.0,106
am40_2p5_1746cQ1R1.png,107.0,110
am40_2p5_1746cQ1R2.png,107.0,108
am40_2p5_1746cQ1R3.png,107.0,113
am40_2p5_1746cQ1R4.png,107.0,113
am40_2p5_1746cQ4R1.png,107.0,113
am40_2p5_1746cQ4R2.png,107.0,110
am40_2p5_1746cQ4R3.png,107.0,115
am40_2p5_1746cQ4R4.png,107.0,107
am40_5p0_1699cQ3R1.png,107.0,111
am40_5p0_1699cQ3R2.png,107.0,117
am40_5p0_1699cQ3R3.png,107.0,106
am40_5p0_1699cQ3R4.png,107.0,102
am40_2p5_1755cQ3R1.png,107.0,106
am40_2p5_1755cQ3R2.png,107.0,115
am40_2p5_1755cQ3R3.png,107.0,106
am40_2p5_1755cQ3R4.png,107.0,104
am40_5p0_1712cQ4R1.png,107.0,107
am40_5p0_1712cQ4R2.png,107.0,118
am40_5p0_1712cQ4R3.png,107.0,119
am40_5p0_1712cQ4R4.png,107.0,115
am40_5p0_1700cQ3R1.png,107.0,98
am40_5p0_1700cQ3R2.png,107.0,112
am40_5p0_1700cQ3R3.png,107.0,110
am40_5p0_1700cQ3R4.png,107.0,111
am40_5p0_1700cQ4R1.png,107.0,104
am40_5p0_1700cQ4R2.png,107.0,112
am40_5p0_1700cQ4R3.png,107.0,105
am40_5p0_1700cQ4R4.png,107.0,105
am40_5p0_1714cQ4R1.png,107.0,92
am40_5p0_1714cQ4R2.png,107.0,106
am40_5p0_1714cQ4R3.png,107.0,106
am40_5p0_1714cQ4R4.png,107.0,109
am40_2p5_1724cQ4R1.png,107.0,111
am40_2p5_1724cQ4R2.png,107.0,101
am40_2p5_1724cQ4R3.png,107.0,122
am40_2p5_1724cQ4R4.png,107.0,112
am40_5p0_1692cQ2R1.png,107.0,103
am40_5p0_1692cQ2R2.png,107.0,100
am40_5p0_1692cQ2R3.png,107.0,110
am40_5p0_1692cQ2R4.png,107.0,105
am40_2p5_1734cQ4R1.png,107.0,99
am40_2p5_1734cQ4R2.png,107.0,116
am40_2p5_1734cQ4R3.png,107.0,108
am40_2p5_1734cQ4R4.png,107.0,99
am40_2p5_1726cQ1R1.png,107.0,110
am40_2p5_1726cQ1R2.png,107.0,115
am40_2p5_1726cQ1R3.png,107.0,118
am40_2p5_1726cQ1R4.png,107.0,103
am40_2p5_1731cQ3R1.png,107.0,120
am40_2p5_1731cQ3R2.png,107.0,117
am40_2p5_1731cQ3R3.png,107.0,117
am40_2p5_1731cQ3R4.png,107.0,120
am40_2p5_1736cQ1R1.png,107.0,111
am40_2p5_1736cQ1R2.png,107.0,111
am40_2p5_1736cQ1R3.png,107.0,109
am40_2p5_1736cQ1R4.png,107.0,117
am40_2p5_1753cQ1R1.png,107.0,113
am40_2p5_1753cQ1R2.png,107.0,109
am40_2p5_1753cQ1R3.png,107.0,105
am40_2p5_1753cQ1R4.png,107.0,110
am40_2p5_1753cQ3R1.png,107.0,125
am40_2p5_1753cQ3R2.png,107.0,120
am40_2p5_1753cQ3R3.png,107.0,114
am40_2p5_1753cQ3R4.png,107.0,112
am40_2p5_1748cQ4R1.png,107.0,100
am40_2p5_1748cQ4R2.png,107.0,104
am40_2p5_1748cQ4R3.png,107.0,107
am40_2p5_1748cQ4R4.png,107.0,118
am40_2p5_1758cQ3R1.png,107.0,106
am40_2p5_1758cQ3R2.png,107.0,113
am40_2p5_1758cQ3R3.png,107.0,108
am40_2p5_1758cQ3R4.png,107.0,106
am40_2p5_1758cQ4R1.png,107.0,107
am40_2p5_1758cQ4R2.png,107.0,98
am40_2p5_1758cQ4R3.png,107.0,103
am40_2p5_1758cQ4R4.png,107.0,102
am70_5p0_f_e_1577cQ3R1.png,127.0,119
am70_5p0_f_e_1577cQ3R2.png,127.0,130
am70_5p0_f_e_1577cQ3R3.png,127.0,118
am70_5p0_f_e_1577cQ3R4.png,127.0,136
am70_2p5_f_1598cQ4R1.png,127.0,129
am70_2p5_f_1598cQ4R2.png,127.0,133
am70_2p5_f_1598cQ4R3.png,127.0,133
am70_2p5_f_1598cQ4R4.png,127.0,128
am70_2p5_f_1612cQ3R1.png,127.0,122
am70_2p5_f_1612cQ3R2.png,127.0,132
am70_2p5_f_1612cQ3R3.png,127.0,127
am70_2p5_f_1612cQ3R4.png,127.0,133
am70_2p5_f_1612cQ4R1.png,127.0,114
am70_2p5_f_1612cQ4R2.png,127.0,128
am70_2p5_f_1612cQ4R3.png,127.0,136
am70_2p5_f_1612cQ4R4.png,127.0,126
am70_2p5_f_1602cQ3R1.png,127.0,123
am70_2p5_f_1602cQ3R2.png,127.0,113
am70_2p5_f_1602cQ3R3.png,127.0,119
am70_2p5_f_1602cQ3R4.png,127.0,120
am70_2p5_f_1596cQ4R1.png,127.0,128
am70_2p5_f_1596cQ4R2.png,127.0,124
am70_2p5_f_1596cQ4R3.png,127.0,123
am70_2p5_f_1596cQ4R4.png,127.0,122
am70_5p0_f_e_1568cQ1R1.png,127.0,116
am70_5p0_f_e_1568cQ1R2.png,127.0,118
am70_5p0_f_e_1568cQ1R3.png,127.0,131
am70_5p0_f_e_1568cQ1R4.png,127.0,123
am70_5p0_f_e_1568cQ2R1.png,127.0,121
am70_5p0_f_e_1568cQ2R2.png,127.0,138
am70_5p0_f_e_1568cQ2R3.png,127.0,119
am70_5p0_f_e_1568cQ2R4.png,127.0,127
am70_5p0_f_e_1568cQ4R1.png,127.0,116
am70_5p0_f_e_1568cQ4R2.png,127.0,119
am70_5p0_f_e_1568cQ4R3.png,127.0,126
am70_5p0_f_e_1568cQ4R4.png,127.0,119
am70_5p0_f_e_1579cQ3R1.png,127.0,123
am70_5p0_f_e_1579cQ3R2.png,127.0,122
am70_5p0_f_e_1579cQ3R3.png,127.0,120
am70_5p0_f_e_1579cQ3R4.png,127.0,122
am70_2p5_f_1617cQ3R1.png,127.0,125
am70_2p5_f_1617cQ3R2.png,127.0,114
am70_2p5_f_1617cQ3R3.png,127.0,116
am70_2p5_f_1617cQ3R4.png,127.0,130
am70_5p0_f_e_1564cQ3R1.png,127.0,135
am70_5p0_f_e_1564cQ3R2.png,127.0,127
am70_5p0_f_e_1564cQ3R3.png,127.0,129
am70_5p0_f_e_1564cQ3R4.png,127.0,138
am70_5p0_f_e_1571cQ4R1.png,127.0,123
am70_5p0_f_e_1571cQ4R2.png,127.0,123
am70_5p0_f_e_1571cQ4R3.png,127.0,129
am70_5p0_f_e_1571cQ4R4.png,127.0,125
am70_5p0_f_e_1561cQ1R1.png,127.0,129
am70_5p0_f_e_1561cQ1R2.png,127.0,119
am70_5p0_f_e_1561cQ1R3.png,127.0,131
am70_5p0_f_e_1561cQ1R4.png,127.0,119
am70_5p0_f_e_1573cQ1R1.png,127.0,122
am70_5p0_f_e_1573cQ1R2.png,127.0,121
am70_5p0_f_e_1573cQ1R3.png,127.0,137
am70_5p0_f_e_1573cQ1R4.png,127.0,114
am70_2p5_f_1619cQ3R1.png,127.0,116
am70_2p5_f_1619cQ3R2.png,127.0,120
am70_2p5_f_1619cQ3R3.png,127.0,135
am70_2p5_f_1619cQ3R4.png,127.0,121
am70_2p5_f_1611cQ2R1.png,127.0,121
am70_2p5_f_1611cQ2R2.png,127.0,127
am70_2p5_f_1611cQ2R3.png,127.0,125
am70_2p5_f_1611cQ2R4.png,127.0,120
am70_2p5_f_1611cQ3R1.png,127.0,111
am70_2p5_f_1611cQ3R2.png,127.0,126
am70_2p5_f_1611cQ3R3.png,127.0,116
am70_2p5_f_1611cQ3R4.png,127.0,122
am70_2p5_f_1611cQ4R1.png,127.0,121
am70_2p5_f_1611cQ4R2.png,127.0,116
am70_2p5_f_1611cQ4R3.png,127.0,121
am70_2p5_f_1611cQ4R4.png,127.0,125
am70_2p5_f_1614cQ3R1.png,127.0,121
am70_2p5_f_1614cQ3R2.png,127.0,129
am70_2p5_f_1614cQ3R3.png,127.0,126
am70_2p5_f_1614cQ3R4.png,127.0,112
am70_5p0_f_e_1567cQ1R1.png,127.0,115
am70_5p0_f_e_1567cQ1R2.png,127.0,115
am70_5p0_f_e_1567cQ1R3.png,127.0,117
am70_5p0_f_e_1567cQ1R4.png,127.0,120
am70_2p5_f_1603cQ1R1.png,127.0,124
am70_2p5_f_1603cQ1R2.png,127.0,118
am70_2p5_f_1603cQ1R3.png,127.0,111
am70_2p5_f_1603cQ1R4.png,127.0,123
am70_2p5_f_1593cQ4R1.png,127.0,124
am70_2p5_f_1593cQ4R2.png,127.0,115
am70_2p5_f_1593cQ4R3.png,127.0,133
am70_2p5_f_1593cQ4R4.png,127.0,133
am70_5p0_f_e_1586cQ1R1.png,127.0,116
am70_5p0_f_e_1586cQ1R2.png,127.0,117
am70_5p0_f_e_1586cQ1R3.png,127.0,115
am70_5p0_f_e_1586cQ1R4.png,127.0,112
am70_5p0_f_e_1586cQ2R1.png,127.0,129
am70_5p0_f_e_1586cQ2R2.png,127.0,137
am70_5p0_f_e_1586cQ2R3.png,127.0,127
am70_5p0_f_e_1586cQ2R4.png,127.0,115
am70_2p5_f_1600cQ1R1.png,127.0,133
am70_2p5_f_1600cQ1R2.png,127.0,132
am70_2p5_f_1600cQ1R3.png,127.0,124
am70_2p5_f_1600cQ1R4.png,127.0,127
am70_2p5_f_1600cQ2R1.png,127.0,119
am70_2p5_f_1600cQ2R2.png,127.0,125
am70_2p5_f_1600cQ2R3.png,127.0,127
am70_2p5_f_1600cQ2R4.png,127.0,121
am70_5p0_f_e_1581cQ2R1.png,127.0,110
am70_5p0_f_e_1581cQ2R2.png,127.0,126
am70_5p0_f_e_1581cQ2R3.png,127.0,126
am70_5p0_f_e_1581cQ2R4.png,127.0,112
am70_2p5_f_1613cQ4R1.png,127.0,124
am70_2p5_f_1613cQ4R2.png,127.0,111
am70_2p5_f_1613cQ4R3.png,127.0,113
am70_2p5_f_1613cQ4R4.png,127.0,114
am70_5p0_f_e_1588cQ1R1.png,127.0,123
am70_5p0_f_e_1588cQ1R2.png,127.0,109
am70_5p0_f_e_1588cQ1R3.png,127.0,120
am70_5p0_f_e_1588cQ1R4.png,127.0,118
am70_5p0_f_e_1588cQ4R1.png,127.0,124
am70_5p0_f_e_1588cQ4R2.png,127.0,128
am70_5p0_f_e_1588cQ4R3.png,127.0,129
am70_5p0_f_e_1588cQ4R4.png,127.0,117
am70_2p5_f_1597cQ1R1.png,127.0,127
am70_2p5_f_1597cQ1R2.png,127.0,129
am70_2p5_f_1597cQ1R3.png,127.0,111
am70_2p5_f_1597cQ1R4.png,127.0,126
am70_2p5_f_1591cQ3R1.png,127.0,130
am70_2p5_f_1591cQ3R2.png,127.0,126
am70_2p5_f_1591cQ3R3.png,127.0,127
am70_2p5_f_1591cQ3R4.png,127.0,103
am70_5p0_f_e_1583cQ2R1.png,127.0,126
am70_5p0_f_e_1583cQ2R2.png,127.0,119
am70_5p0_f_e_1583cQ2R3.png,127.0,122
am70_5p0_f_e_1583cQ2R4.png,127.0,139
am70_5p0_f_e_1584cQ1R1.png,127.0,120
am70_5p0_f_e_1584cQ1R2.png,127.0,124
am70_5p0_f_e_1584cQ1R3.png,127.0,133
am70_5p0_f_e_1584cQ1R4.png,127.0,125
am70_2p5_f_1606cQ2R1.png,127.0,120
am70_2p5_f_1606cQ2R2.png,127.0,115
am70_2p5_f_1606cQ2R3.png,127.0,124
am70_2p5_f_1606cQ2R4.png,127.0,117
am70_2p5_f_1606cQ3R1.png,127.0,117
am70_2p5_f_1606cQ3R2.png,127.0,131
am70_2p5_f_1606cQ3R3.png,127.0,107
am70_2p5_f_1606cQ3R4.png,127.0,118
am70_2p5_f_1606cQ4R1.png,127.0,130
am70_2p5_f_1606cQ4R2.png,127.0,124
am70_2p5_f_1606cQ4R3.png,127.0,116
am70_2p5_f_1606cQ4R4.png,127.0,133
am70_2p5_f_1609cQ3R1.png,127.0,131
am70_2p5_f_1609cQ3R2.png,127.0,128
am70_2p5_f_1609cQ3R3.png,127.0,126
am70_2p5_f_1609cQ3R4.png,127.0,135
am70_5p0_f_e_1565cQ3R1.png,127.0,111
am70_5p0_f_e_1565cQ3R2.png,127.0,125
am70_5p0_f_e_1565cQ3R3.png,127.0,134
am70_5p0_f_e_1565cQ3R4.png,127.0,116
am70_5p0_f_1558cQ1R1.png,127.0,121
am70_5p0_f_1558cQ1R2.png,127.0,135
am70_5p0_f_1558cQ1R3.png,127.0,121
am70_5p0_f_1558cQ1R4.png,127.0,114
am70_2p5_f_1607cQ2R1.png,127.0,124
am70_2p5_f_1607cQ2R2.png,127.0,143
am70_2p5_f_1607cQ2R3.png,127.0,126
am70_2p5_f_1607cQ2R4.png,127.0,120
am70_2p5_f_1607cQ3R1.png,127.0,119
am70_2p5_f_1607cQ3R2.png,127.0,121
am70_2p5_f_1607cQ3R3.png,127.0,137
am70_2p5_f_1607cQ3R4.png,127.0,121
am70_5p0_f_e_1574cQ2R1.png,127.0,126
am70_5p0_f_e_1574cQ2R2.png,127.0,118
am70_5p0_f_e_1574cQ2R3.png,127.0,123
am70_5p0_f_e_1574cQ2R4.png,127.0,116
am70_5p0_f_e_1574cQ3R1.png,127.0,129
am70_5p0_f_e_1574cQ3R2.png,127.0,123
am70_5p0_f_e_1574cQ3R3.png,127.0,120
am70_5p0_f_e_1574cQ3R4.png,127.0,117
am70_5p0_f_e_1576cQ4R1.png,127.0,125
am70_5p0_f_e_1576cQ4R2.png,127.0,115
am70_5p0_f_e_1576cQ4R3.png,127.0,144
am70_5p0_f_e_1576cQ4R4.png,127.0,126
am70_5p0_f_1555cQ2R1.png,127.0,143
am70_5p0_f_1555cQ2R2.png,127.0,133
am70_5p0_f_1555cQ2R3.png,127.0,132
am70_5p0_f_1555cQ2R4.png,127.0,133
am70_2p5_f_1594cQ2R1.png,127.0,121
am70_2p5_f_1594cQ2R2.png,127.0,141
am70_2p5_f_1594cQ2R3.png,127.0,121
am70_2p5_f_1594cQ2R4.png,127.0,115
am70_2p5_f_1594cQ3R1.png,127.0,116
am70_2p5_f_1594cQ3R2.png,127.0,129
am70_2p5_f_1594cQ3R3.png,127.0,128
am70_2p5_f_1594cQ3R4.png,127.0,126
am70_2p5_f_1594cQ4R1.png,127.0,136
am70_2p5_f_1594cQ4R2.png,127.0,122
am70_2p5_f_1594cQ4R3.png,127.0,126
am70_2p5_f_1594cQ4R4.png,127.0,116
am70_2p5_f_1590cQ4R1.png,127.0,121
am70_2p5_f_1590cQ4R2.png,127.0,136
am70_2p5_f_1590cQ4R3.png,127.0,125
am70_2p5_f_1590cQ4R4.png,127.0,122
am70_5p0_f_e_1578cQ3R1.png,127.0,114
am70_5p0_f_e_1578cQ3R2.png,127.0,110
am70_5p0_f_e_1578cQ3R3.png,127.0,112
am70_5p0_f_e_1578cQ3R4.png,127.0,118
am70_5p0_f_1553cQ3R1.png,127.0,146
am70_5p0_f_1553cQ3R2.png,127.0,127
am70_5p0_f_1553cQ3R3.png,127.0,135
am70_5p0_f_1553cQ3R4.png,127.0,135
am70_2p5_f_1599cQ4R1.png,127.0,135
am70_2p5_f_1599cQ4R2.png,127.0,153
am70_2p5_f_1599cQ4R3.png,127.0,140
am70_2p5_f_1599cQ4R4.png,127.0,121
am70_5p0_f_e_1585cQ2R1.png,127.0,125
am70_5p0_f_e_1585cQ2R2.png,127.0,112
am70_5p0_f_e_1585cQ2R3.png,127.0,124
am70_5p0_f_e_1585cQ2R4.png,127.0,115
am70_2p5_f_1604cQ1R1.png,127.0,127
am70_2p5_f_1604cQ1R2.png,127.0,126
am70_2p5_f_1604cQ1R3.png,127.0,130
am70_2p5_f_1604cQ1R4.png,127.0,121
am70_5p0_f_e_1575cQ3R1.png,127.0,127
am70_5p0_f_e_1575cQ3R2.png,127.0,103
am70_5p0_f_e_1575cQ3R3.png,127.0,141
am70_5p0_f_e_1575cQ3R4.png,127.0,126
am70_2p5_f_1610cQ1R1.png,127.0,120
am70_2p5_f_1610cQ1R2.png,127.0,127
am70_2p5_f_1610cQ1R3.png,127.0,132
am70_2p5_f_1610cQ1R4.png,127.0,124
am60_5p0_1638cQ2R1.png,120.0,110
am60_5p0_1638cQ2R2.png,120.0,116
am60_5p0_1638cQ2R3.png,120.0,105
am60_5p0_1638cQ2R4.png,120.0,109
am60_5p0_1638cQ4R1.png,120.0,104
am60_5p0_1638cQ4R2.png,120.0,134
am60_5p0_1638cQ4R3.png,120.0,112
