Image,Expected,Predicted,Run No.,Source
am50_5p0_1793cQ4R1.png,109,95,0,Magnesium Dataset
am50_5p0_1793cQ4R2.png,109,74,0,Magnesium Dataset
am50_5p0_1793cQ4R3.png,109,89,0,Magnesium Dataset
am50_5p0_1793cQ4R4.png,109,97,0,Magnesium Dataset
am50_5p0_1800cQ1R1.png,109,102,0,Magnesium Dataset
am50_5p0_1800cQ1R2.png,109,96,0,Magnesium Dataset
am50_5p0_1800cQ1R3.png,109,107,0,Magnesium Dataset
am50_5p0_1800cQ1R4.png,109,103,0,Magnesium Dataset
am50_5p0_1800cQ3R1.png,109,106,0,Magnesium Dataset
am50_5p0_1800cQ3R2.png,109,93,0,Magnesium Dataset
am50_5p0_1800cQ3R3.png,109,93,0,Magnesium Dataset
am50_5p0_1800cQ3R4.png,109,91,0,Magnesium Dataset
am50_2p5_1806cQ1R1.png,109,110,0,Magnesium Dataset
am50_2p5_1806cQ1R2.png,109,99,0,Magnesium Dataset
am50_2p5_1806cQ1R3.png,109,100,0,Magnesium Dataset
am50_2p5_1806cQ1R4.png,109,127,0,Magnesium Dataset
am50_2p5_1818cQ3R1.png,109,107,0,Magnesium Dataset
am50_2p5_1818cQ3R2.png,109,124,0,Magnesium Dataset
am50_2p5_1818cQ3R3.png,109,111,0,Magnesium Dataset
am50_2p5_1818cQ3R4.png,109,126,0,Magnesium Dataset
am50_2p5_1810cQ4R1.png,109,106,0,Magnesium Dataset
am50_2p5_1810cQ4R2.png,109,103,0,Magnesium Dataset
am50_2p5_1810cQ4R3.png,109,105,0,Magnesium Dataset
am50_2p5_1810cQ4R4.png,109,102,0,Magnesium Dataset
am50_2p5_1830cQ2R1.png,109,109,0,Magnesium Dataset
am50_2p5_1830cQ2R2.png,109,109,0,Magnesium Dataset
am50_2p5_1830cQ2R3.png,109,107,0,Magnesium Dataset
am50_2p5_1830cQ2R4.png,109,99,0,Magnesium Dataset
am50_2p5_1803cQ2R1.png,109,96,0,Magnesium Dataset
am50_2p5_1803cQ2R2.png,109,111,0,Magnesium Dataset
am50_2p5_1803cQ2R3.png,109,106,0,Magnesium Dataset
am50_2p5_1803cQ2R4.png,109,111,0,Magnesium Dataset
am50_2p5_1803cQ3R1.png,109,96,0,Magnesium Dataset
am50_2p5_1803cQ3R2.png,109,98,0,Magnesium Dataset
am50_2p5_1803cQ3R3.png,109,100,0,Magnesium Dataset
am50_2p5_1803cQ3R4.png,109,99,0,Magnesium Dataset
am50_2p5_1803cQ4R1.png,109,96,0,Magnesium Dataset
am50_2p5_1803cQ4R2.png,109,100,0,Magnesium Dataset
am50_2p5_1803cQ4R3.png,109,104,0,Magnesium Dataset
am50_2p5_1803cQ4R4.png,109,104,0,Magnesium Dataset
am50_5p0_1779cQ4R1.png,109,106,0,Magnesium Dataset
am50_5p0_1779cQ4R2.png,109,100,0,Magnesium Dataset
am50_5p0_1779cQ4R3.png,109,106,0,Magnesium Dataset
am50_5p0_1779cQ4R4.png,109,100,0,Magnesium Dataset
am50_2p5_1811cQ3R1.png,109,117,0,Magnesium Dataset
am50_2p5_1811cQ3R2.png,109,121,0,Magnesium Dataset
am50_2p5_1811cQ3R3.png,109,119,0,Magnesium Dataset
am50_2p5_1811cQ3R4.png,109,146,0,Magnesium Dataset
am50_2p5_1811cQ4R1.png,109,108,0,Magnesium Dataset
am50_2p5_1811cQ4R2.png,109,107,0,Magnesium Dataset
am50_2p5_1811cQ4R3.png,109,100,0,Magnesium Dataset
am50_2p5_1811cQ4R4.png,109,107,0,Magnesium Dataset
am50_2p5_1812cQ3R1.png,109,121,0,Magnesium Dataset
am50_2p5_1812cQ3R2.png,109,129,0,Magnesium Dataset
am50_2p5_1812cQ3R3.png,109,126,0,Magnesium Dataset
am50_2p5_1812cQ3R4.png,109,110,0,Magnesium Dataset
am50_5p0_1780cQ1R1.png,109,94,0,Magnesium Dataset
am50_5p0_1780cQ1R2.png,109,97,0,Magnesium Dataset
am50_5p0_1780cQ1R3.png,109,104,0,Magnesium Dataset
am50_5p0_1780cQ1R4.png,109,99,0,Magnesium Dataset
am50_5p0_1784cQ3R1.png,109,102,0,Magnesium Dataset
am50_5p0_1784cQ3R2.png,109,93,0,Magnesium Dataset
am50_5p0_1784cQ3R3.png,109,96,0,Magnesium Dataset
am50_5p0_1784cQ3R4.png,109,92,0,Magnesium Dataset
am50_5p0_1777cQ1R1.png,109,97,0,Magnesium Dataset
am50_5p0_1777cQ1R2.png,109,99,0,Magnesium Dataset
am50_5p0_1777cQ1R3.png,109,101,0,Magnesium Dataset
am50_5p0_1777cQ1R4.png,109,93,0,Magnesium Dataset
am50_5p0_1777cQ3R1.png,109,106,0,Magnesium Dataset
am50_5p0_1777cQ3R2.png,109,105,0,Magnesium Dataset
am50_5p0_1777cQ3R3.png,109,112,0,Magnesium Dataset
am50_5p0_1777cQ3R4.png,109,114,0,Magnesium Dataset
am50_5p0_1769cQ3R1.png,109,103,0,Magnesium Dataset
am50_5p0_1769cQ3R2.png,109,109,0,Magnesium Dataset
am50_5p0_1769cQ3R3.png,109,100,0,Magnesium Dataset
am50_5p0_1769cQ3R4.png,109,101,0,Magnesium Dataset
am50_5p0_1790cQ4R1.png,109,100,0,Magnesium Dataset
am50_5p0_1790cQ4R2.png,109,111,0,Magnesium Dataset
am50_5p0_1790cQ4R3.png,109,111,0,Magnesium Dataset
am50_5p0_1790cQ4R4.png,109,107,0,Magnesium Dataset
am50_5p0_1788cQ1R1.png,109,114,0,Magnesium Dataset
am50_5p0_1788cQ1R2.png,109,123,0,Magnesium Dataset
am50_5p0_1788cQ1R3.png,109,112,0,Magnesium Dataset
am50_5p0_1788cQ1R4.png,109,120,0,Magnesium Dataset
am50_2p5_1815cQ1R1.png,109,106,0,Magnesium Dataset
am50_2p5_1815cQ1R2.png,109,96,0,Magnesium Dataset
am50_2p5_1815cQ1R3.png,109,101,0,Magnesium Dataset
am50_2p5_1815cQ1R4.png,109,102,0,Magnesium Dataset
am50_2p5_1815cQ2R1.png,109,109,0,Magnesium Dataset
am50_2p5_1815cQ2R2.png,109,110,0,Magnesium Dataset
am50_2p5_1815cQ2R3.png,109,117,0,Magnesium Dataset
am50_2p5_1815cQ2R4.png,109,100,0,Magnesium Dataset
am50_2p5_1808cQ3R1.png,109,103,0,Magnesium Dataset
am50_2p5_1808cQ3R2.png,109,100,0,Magnesium Dataset
am50_2p5_1808cQ3R3.png,109,93,0,Magnesium Dataset
am50_2p5_1808cQ3R4.png,109,100,0,Magnesium Dataset
am50_2p5_1808cQ4R1.png,109,108,0,Magnesium Dataset
am50_2p5_1808cQ4R2.png,109,121,0,Magnesium Dataset
am50_2p5_1808cQ4R3.png,109,118,0,Magnesium Dataset
am50_2p5_1808cQ4R4.png,109,109,0,Magnesium Dataset
am50_5p0_1785cQ2R1.png,109,115,0,Magnesium Dataset
am50_5p0_1785cQ2R2.png,109,117,0,Magnesium Dataset
am50_5p0_1785cQ2R3.png,109,108,0,Magnesium Dataset
am50_5p0_1785cQ2R4.png,109,102,0,Magnesium Dataset
am50_2p5_1807cQ2R1.png,109,112,0,Magnesium Dataset
am50_2p5_1807cQ2R2.png,109,121,0,Magnesium Dataset
am50_2p5_1807cQ2R3.png,109,131,0,Magnesium Dataset
am50_2p5_1807cQ2R4.png,109,120,0,Magnesium Dataset
am50_5p0_1794cQ2R1.png,109,122,0,Magnesium Dataset
am50_5p0_1794cQ2R2.png,109,113,0,Magnesium Dataset
am50_5p0_1794cQ2R3.png,109,123,0,Magnesium Dataset
am50_5p0_1794cQ2R4.png,109,109,0,Magnesium Dataset
am50_5p0_1789cQ1R1.png,109,109,0,Magnesium Dataset
am50_5p0_1789cQ1R2.png,109,106,0,Magnesium Dataset
am50_5p0_1789cQ1R3.png,109,97,0,Magnesium Dataset
am50_5p0_1789cQ1R4.png,109,107,0,Magnesium Dataset
am50_5p0_1781cQ2R1.png,109,99,0,Magnesium Dataset
am50_5p0_1781cQ2R2.png,109,100,0,Magnesium Dataset
am50_5p0_1781cQ2R3.png,109,100,0,Magnesium Dataset
am50_5p0_1781cQ2R4.png,109,95,0,Magnesium Dataset
am50_2p5_1813cQ3R1.png,109,115,0,Magnesium Dataset
am50_2p5_1813cQ3R2.png,109,116,0,Magnesium Dataset
am50_2p5_1813cQ3R3.png,109,114,0,Magnesium Dataset
am50_2p5_1813cQ3R4.png,109,116,0,Magnesium Dataset
am50_5p0_1776cQ3R1.png,109,106,0,Magnesium Dataset
am50_5p0_1776cQ3R2.png,109,97,0,Magnesium Dataset
am50_5p0_1776cQ3R3.png,109,106,0,Magnesium Dataset
am50_5p0_1776cQ3R4.png,109,103,0,Magnesium Dataset
am50_2p5_1828cQ4R1.png,109,113,0,Magnesium Dataset
am50_2p5_1828cQ4R2.png,109,113,0,Magnesium Dataset
am50_2p5_1828cQ4R3.png,109,103,0,Magnesium Dataset
am50_2p5_1828cQ4R4.png,109,105,0,Magnesium Dataset
am40_2p5_1750cQ1R1.png,107,103,0,Magnesium Dataset
am40_2p5_1750cQ1R2.png,107,112,0,Magnesium Dataset
am40_2p5_1750cQ1R3.png,107,159,0,Magnesium Dataset
am40_2p5_1750cQ1R4.png,107,99,0,Magnesium Dataset
am40_5p0_1719cQ4R1.png,107,109,0,Magnesium Dataset
am40_5p0_1719cQ4R2.png,107,134,0,Magnesium Dataset
am40_5p0_1719cQ4R3.png,107,126,0,Magnesium Dataset
am40_5p0_1719cQ4R4.png,107,122,0,Magnesium Dataset
am40_2p5_1768cQ2R1.png,107,102,0,Magnesium Dataset
am40_2p5_1768cQ2R2.png,107,104,0,Magnesium Dataset
am40_2p5_1768cQ2R3.png,107,102,0,Magnesium Dataset
am40_2p5_1768cQ2R4.png,107,92,0,Magnesium Dataset
am40_5p0_1716cQ3R1.png,107,92,0,Magnesium Dataset
am40_5p0_1716cQ3R2.png,107,102,0,Magnesium Dataset
am40_5p0_1716cQ3R3.png,107,92,0,Magnesium Dataset
am40_5p0_1716cQ3R4.png,107,90,0,Magnesium Dataset
am40_5p0_1698cQ2R1.png,107,119,0,Magnesium Dataset
am40_5p0_1698cQ2R2.png,107,134,0,Magnesium Dataset
am40_5p0_1698cQ2R3.png,107,117,0,Magnesium Dataset
am40_5p0_1698cQ2R4.png,107,116,0,Magnesium Dataset
am40_2p5_1738cQ3R1.png,107,117,0,Magnesium Dataset
am40_2p5_1738cQ3R2.png,107,115,0,Magnesium Dataset
am40_2p5_1738cQ3R3.png,107,120,0,Magnesium Dataset
am40_2p5_1738cQ3R4.png,107,114,0,Magnesium Dataset
am40_2p5_1725cQ1R1.png,107,120,0,Magnesium Dataset
am40_2p5_1725cQ1R2.png,107,106,0,Magnesium Dataset
am40_2p5_1725cQ1R3.png,107,108,0,Magnesium Dataset
am40_2p5_1725cQ1R4.png,107,113,0,Magnesium Dataset
am40_2p5_1725cQ3R1.png,107,93,0,Magnesium Dataset
am40_2p5_1725cQ3R2.png,107,98,0,Magnesium Dataset
am40_2p5_1725cQ3R3.png,107,105,0,Magnesium Dataset
am40_2p5_1725cQ3R4.png,107,97,0,Magnesium Dataset
am40_2p5_1723cQ4R1.png,107,104,0,Magnesium Dataset
am40_2p5_1723cQ4R2.png,107,93,0,Magnesium Dataset
am40_2p5_1723cQ4R3.png,107,98,0,Magnesium Dataset
am40_2p5_1723cQ4R4.png,107,96,0,Magnesium Dataset
am40_2p5_1729cQ4R1.png,107,115,0,Magnesium Dataset
am40_2p5_1729cQ4R2.png,107,130,0,Magnesium Dataset
am40_2p5_1729cQ4R3.png,107,113,0,Magnesium Dataset
am40_2p5_1729cQ4R4.png,107,126,0,Magnesium Dataset
am40_5p0_1713cQ1R1.png,107,93,0,Magnesium Dataset
am40_5p0_1713cQ1R2.png,107,122,0,Magnesium Dataset
am40_5p0_1713cQ1R3.png,107,106,0,Magnesium Dataset
am40_5p0_1713cQ1R4.png,107,111,0,Magnesium Dataset
am40_5p0_1696cQ1R1.png,107,138,0,Magnesium Dataset
am40_5p0_1696cQ1R2.png,107,126,0,Magnesium Dataset
am40_5p0_1696cQ1R3.png,107,101,0,Magnesium Dataset
am40_5p0_1696cQ1R4.png,107,112,0,Magnesium Dataset
am40_5p0_1691cQ4R1.png,107,97,0,Magnesium Dataset
am40_5p0_1691cQ4R2.png,107,113,0,Magnesium Dataset
am40_5p0_1691cQ4R3.png,107,96,0,Magnesium Dataset
am40_5p0_1691cQ4R4.png,107,114,0,Magnesium Dataset
am40_5p0_1693cQ2R1.png,107,109,0,Magnesium Dataset
am40_5p0_1693cQ2R2.png,107,99,0,Magnesium Dataset
am40_5p0_1693cQ2R3.png,107,110,0,Magnesium Dataset
am40_5p0_1693cQ2R4.png,107,106,0,Magnesium Dataset
am40_2p5_1760cQ4R1.png,107,120,0,Magnesium Dataset
am40_2p5_1760cQ4R2.png,107,106,0,Magnesium Dataset
am40_2p5_1760cQ4R3.png,107,111,0,Magnesium Dataset
am40_2p5_1760cQ4R4.png,107,108,0,Magnesium Dataset
am40_2p5_1742cQ3R1.png,107,113,0,Magnesium Dataset
am40_2p5_1742cQ3R2.png,107,101,0,Magnesium Dataset
am40_2p5_1742cQ3R3.png,107,97,0,Magnesium Dataset
am40_2p5_1742cQ3R4.png,107,111,0,Magnesium Dataset
am40_2p5_1742cQ4R1.png,107,117,0,Magnesium Dataset
am40_2p5_1742cQ4R2.png,107,116,0,Magnesium Dataset
am40_2p5_1742cQ4R3.png,107,120,0,Magnesium Dataset
am40_2p5_1742cQ4R4.png,107,107,0,Magnesium Dataset
am40_2p5_1740cQ1R1.png,107,113,0,Magnesium Dataset
am40_2p5_1740cQ1R2.png,107,113,0,Magnesium Dataset
am40_2p5_1740cQ1R3.png,107,110,0,Magnesium Dataset
am40_2p5_1740cQ1R4.png,107,122,0,Magnesium Dataset
am40_5p0_1721cQ2R1.png,107,92,0,Magnesium Dataset
am40_5p0_1721cQ2R2.png,107,91,0,Magnesium Dataset
am40_5p0_1721cQ2R3.png,107,99,0,Magnesium Dataset
am40_5p0_1721cQ2R4.png,107,94,0,Magnesium Dataset
am40_2p5_1733cQ4R1.png,107,122,0,Magnesium Dataset
am40_2p5_1733cQ4R2.png,107,107,0,Magnesium Dataset
am40_2p5_1733cQ4R3.png,107,99,0,Magnesium Dataset
am40_2p5_1733cQ4R4.png,107,107,0,Magnesium Dataset
am40_2p5_1752cQ2R1.png,107,108,0,Magnesium Dataset
am40_2p5_1752cQ2R2.png,107,118,0,Magnesium Dataset
am40_2p5_1752cQ2R3.png,107,115,0,Magnesium Dataset
am40_2p5_1752cQ2R4.png,107,114,0,Magnesium Dataset
am40_2p5_1757cQ2R1.png,107,102,0,Magnesium Dataset
am40_2p5_1757cQ2R2.png,107,97,0,Magnesium Dataset
am40_2p5_1757cQ2R3.png,107,103,0,Magnesium Dataset
am40_2p5_1757cQ2R4.png,107,98,0,Magnesium Dataset
am40_2p5_1759cQ3R1.png,107,115,0,Magnesium Dataset
am40_2p5_1759cQ3R2.png,107,126,0,Magnesium Dataset
am40_2p5_1759cQ3R3.png,107,123,0,Magnesium Dataset
am40_2p5_1759cQ3R4.png,107,127,0,Magnesium Dataset
am40_2p5_1756cQ4R1.png,107,104,0,Magnesium Dataset
am40_2p5_1756cQ4R2.png,107,107,0,Magnesium Dataset
am40_2p5_1756cQ4R3.png,107,97,0,Magnesium Dataset
am40_2p5_1756cQ4R4.png,107,105,0,Magnesium Dataset
am40_2p5_1746cQ1R1.png,107,106,0,Magnesium Dataset
am40_2p5_1746cQ1R2.png,107,119,0,Magnesium Dataset
am40_2p5_1746cQ1R3.png,107,119,0,Magnesium Dataset
am40_2p5_1746cQ1R4.png,107,111,0,Magnesium Dataset
am40_5p0_1697cQ1R1.png,107,102,0,Magnesium Dataset
am40_5p0_1697cQ1R2.png,107,97,0,Magnesium Dataset
am40_5p0_1697cQ1R3.png,107,100,0,Magnesium Dataset
am40_5p0_1697cQ1R4.png,107,95,0,Magnesium Dataset
am40_2p5_1732cQ1R1.png,107,112,0,Magnesium Dataset
am40_2p5_1732cQ1R2.png,107,122,0,Magnesium Dataset
am40_2p5_1732cQ1R3.png,107,113,0,Magnesium Dataset
am40_2p5_1732cQ1R4.png,107,116,0,Magnesium Dataset
am40_2p5_1754cQ4R1.png,107,104,0,Magnesium Dataset
am40_2p5_1754cQ4R2.png,107,105,0,Magnesium Dataset
am40_2p5_1754cQ4R3.png,107,102,0,Magnesium Dataset
am40_2p5_1754cQ4R4.png,107,110,0,Magnesium Dataset
am40_5p0_1712cQ1R1.png,107,116,0,Magnesium Dataset
am40_5p0_1712cQ1R2.png,107,110,0,Magnesium Dataset
am40_5p0_1712cQ1R3.png,107,115,0,Magnesium Dataset
am40_5p0_1712cQ1R4.png,107,104,0,Magnesium Dataset
am40_5p0_1712cQ2R1.png,107,114,0,Magnesium Dataset
am40_5p0_1712cQ2R2.png,107,124,0,Magnesium Dataset
am40_5p0_1712cQ2R3.png,107,103,0,Magnesium Dataset
am40_5p0_1712cQ2R4.png,107,106,0,Magnesium Dataset
am40_5p0_1700cQ1R1.png,107,87,0,Magnesium Dataset
am40_5p0_1700cQ1R2.png,107,82,0,Magnesium Dataset
am40_5p0_1700cQ1R3.png,107,83,0,Magnesium Dataset
am40_5p0_1700cQ1R4.png,107,101,0,Magnesium Dataset
am40_5p0_1700cQ2R1.png,107,129,0,Magnesium Dataset
am40_5p0_1700cQ2R2.png,107,84,0,Magnesium Dataset
am40_5p0_1700cQ2R3.png,107,97,0,Magnesium Dataset
am40_5p0_1700cQ2R4.png,107,91,0,Magnesium Dataset
am40_5p0_1700cQ3R1.png,107,87,0,Magnesium Dataset
am40_5p0_1700cQ3R2.png,107,110,0,Magnesium Dataset
am40_5p0_1700cQ3R3.png,107,101,0,Magnesium Dataset
am40_5p0_1700cQ3R4.png,107,110,0,Magnesium Dataset
am40_5p0_1700cQ4R1.png,107,100,0,Magnesium Dataset
am40_5p0_1700cQ4R2.png,107,112,0,Magnesium Dataset
am40_5p0_1700cQ4R3.png,107,93,0,Magnesium Dataset
am40_5p0_1700cQ4R4.png,107,93,0,Magnesium Dataset
am40_5p0_1714cQ1R1.png,107,87,0,Magnesium Dataset
am40_5p0_1714cQ1R2.png,107,94,0,Magnesium Dataset
am40_5p0_1714cQ1R3.png,107,112,0,Magnesium Dataset
am40_5p0_1714cQ1R4.png,107,104,0,Magnesium Dataset
am40_2p5_1724cQ1R1.png,107,114,0,Magnesium Dataset
am40_2p5_1724cQ1R2.png,107,104,0,Magnesium Dataset
am40_2p5_1724cQ1R3.png,107,116,0,Magnesium Dataset
am40_2p5_1724cQ1R4.png,107,114,0,Magnesium Dataset
am40_2p5_1724cQ2R1.png,107,102,0,Magnesium Dataset
am40_2p5_1724cQ2R2.png,107,103,0,Magnesium Dataset
am40_2p5_1724cQ2R3.png,107,104,0,Magnesium Dataset
am40_2p5_1724cQ2R4.png,107,105,0,Magnesium Dataset
am40_2p5_1724cQ3R1.png,107,87,0,Magnesium Dataset
am40_2p5_1724cQ3R2.png,107,88,0,Magnesium Dataset
am40_2p5_1724cQ3R3.png,107,88,0,Magnesium Dataset
am40_2p5_1724cQ3R4.png,107,93,0,Magnesium Dataset
am40_5p0_1692cQ1R1.png,107,105,0,Magnesium Dataset
am40_5p0_1692cQ1R2.png,107,105,0,Magnesium Dataset
am40_5p0_1692cQ1R3.png,107,104,0,Magnesium Dataset
am40_5p0_1692cQ1R4.png,107,96,0,Magnesium Dataset
am40_5p0_1692cQ2R1.png,107,105,0,Magnesium Dataset
am40_5p0_1692cQ2R2.png,107,108,0,Magnesium Dataset
am40_5p0_1692cQ2R3.png,107,100,0,Magnesium Dataset
am40_5p0_1692cQ2R4.png,107,89,0,Magnesium Dataset
am40_2p5_1731cQ3R1.png,107,112,0,Magnesium Dataset
am40_2p5_1731cQ3R2.png,107,117,0,Magnesium Dataset
am40_2p5_1731cQ3R3.png,107,122,0,Magnesium Dataset
am40_2p5_1731cQ3R4.png,107,118,0,Magnesium Dataset
am40_2p5_1736cQ1R1.png,107,124,0,Magnesium Dataset
am40_2p5_1736cQ1R2.png,107,121,0,Magnesium Dataset
am40_2p5_1736cQ1R3.png,107,120,0,Magnesium Dataset
am40_2p5_1736cQ1R4.png,107,126,0,Magnesium Dataset
am40_2p5_1736cQ2R1.png,107,133,0,Magnesium Dataset
am40_2p5_1736cQ2R2.png,107,139,0,Magnesium Dataset
am40_2p5_1736cQ2R3.png,107,104,0,Magnesium Dataset
am40_2p5_1736cQ2R4.png,107,114,0,Magnesium Dataset
am40_2p5_1766cQ3R1.png,107,104,0,Magnesium Dataset
am40_2p5_1766cQ3R2.png,107,107,0,Magnesium Dataset
am40_2p5_1766cQ3R3.png,107,107,0,Magnesium Dataset
am40_2p5_1766cQ3R4.png,107,108,0,Magnesium Dataset
am40_5p0_1695cQ3R1.png,107,106,0,Magnesium Dataset
am40_5p0_1695cQ3R2.png,107,97,0,Magnesium Dataset
am40_5p0_1695cQ3R3.png,107,103,0,Magnesium Dataset
am40_5p0_1695cQ3R4.png,107,96,0,Magnesium Dataset
am40_2p5_1748cQ4R1.png,107,106,0,Magnesium Dataset
am40_2p5_1748cQ4R2.png,107,110,0,Magnesium Dataset
am40_2p5_1748cQ4R3.png,107,111,0,Magnesium Dataset
am40_2p5_1748cQ4R4.png,107,109,0,Magnesium Dataset
am40_2p5_1745cQ1R1.png,107,103,0,Magnesium Dataset
am40_2p5_1745cQ1R2.png,107,109,0,Magnesium Dataset
am40_2p5_1745cQ1R3.png,107,105,0,Magnesium Dataset
am40_2p5_1745cQ1R4.png,107,123,0,Magnesium Dataset
am40_2p5_1745cQ3R1.png,107,103,0,Magnesium Dataset
am40_2p5_1745cQ3R2.png,107,97,0,Magnesium Dataset
am40_2p5_1745cQ3R3.png,107,110,0,Magnesium Dataset
am40_2p5_1745cQ3R4.png,107,113,0,Magnesium Dataset
am40_5p0_1717cQ4R1.png,107,139,0,Magnesium Dataset
am40_5p0_1717cQ4R2.png,107,118,0,Magnesium Dataset
am40_5p0_1717cQ4R3.png,107,120,0,Magnesium Dataset
am40_5p0_1717cQ4R4.png,107,130,0,Magnesium Dataset
am40_2p5_1744cQ1R1.png,107,109,0,Magnesium Dataset
am40_2p5_1744cQ1R2.png,107,105,0,Magnesium Dataset
am40_2p5_1744cQ1R3.png,107,110,0,Magnesium Dataset
am40_2p5_1744cQ1R4.png,107,104,0,Magnesium Dataset
am40_2p5_1744cQ4R1.png,107,93,0,Magnesium Dataset
am40_2p5_1744cQ4R2.png,107,106,0,Magnesium Dataset
am40_2p5_1744cQ4R3.png,107,112,0,Magnesium Dataset
am40_2p5_1744cQ4R4.png,107,99,0,Magnesium Dataset
am40_2p5_1758cQ3R1.png,107,103,0,Magnesium Dataset
am40_2p5_1758cQ3R2.png,107,106,0,Magnesium Dataset
am40_2p5_1758cQ3R3.png,107,110,0,Magnesium Dataset
am40_2p5_1758cQ3R4.png,107,108,0,Magnesium Dataset
am70_5p0_f_e_1572cQ4R1.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1572cQ4R2.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1572cQ4R3.png,127,197,0,Magnesium Dataset
am70_5p0_f_e_1572cQ4R4.png,127,119,0,Magnesium Dataset
am70_2p5_f_1612cQ3R1.png,127,105,0,Magnesium Dataset
am70_2p5_f_1612cQ3R2.png,127,116,0,Magnesium Dataset
am70_2p5_f_1612cQ3R3.png,127,107,0,Magnesium Dataset
am70_2p5_f_1612cQ3R4.png,127,112,0,Magnesium Dataset
am70_2p5_f_1605cQ3R1.png,127,127,0,Magnesium Dataset
