Image,Expected,Predicted,Run No.,Source
am50_2p5_1809cQ2R4.png,109,111,0,Magnesium Dataset
am50_5p0_1779cQ2R1.png,109,106,0,Magnesium Dataset
am50_5p0_1779cQ2R2.png,109,108,0,Magnesium Dataset
am50_5p0_1779cQ2R3.png,109,96,0,Magnesium Dataset
am50_5p0_1779cQ2R4.png,109,101,0,Magnesium Dataset
am50_2p5_1827cQ3R1.png,109,113,0,Magnesium Dataset
am50_2p5_1827cQ3R2.png,109,103,0,Magnesium Dataset
am50_2p5_1827cQ3R3.png,109,101,0,Magnesium Dataset
am50_2p5_1827cQ3R4.png,109,113,0,Magnesium Dataset
am50_5p0_1777cQ2R1.png,109,124,0,Magnesium Dataset
am50_5p0_1777cQ2R2.png,109,130,0,Magnesium Dataset
am50_5p0_1777cQ2R3.png,109,121,0,Magnesium Dataset
am50_5p0_1777cQ2R4.png,109,122,0,Magnesium Dataset
am50_2p5_1808cQ2R1.png,109,103,0,Magnesium Dataset
am50_2p5_1808cQ2R2.png,109,109,0,Magnesium Dataset
am50_2p5_1808cQ2R3.png,109,100,0,Magnesium Dataset
am50_2p5_1808cQ2R4.png,109,101,0,Magnesium Dataset
am50_2p5_1814cQ1R1.png,109,100,0,Magnesium Dataset
am50_2p5_1814cQ1R2.png,109,108,0,Magnesium Dataset
am50_2p5_1814cQ1R3.png,109,110,0,Magnesium Dataset
am50_2p5_1814cQ1R4.png,109,105,0,Magnesium Dataset
am50_2p5_1814cQ2R1.png,109,104,0,Magnesium Dataset
am50_2p5_1814cQ2R2.png,109,99,0,Magnesium Dataset
am50_2p5_1814cQ2R3.png,109,107,0,Magnesium Dataset
am50_2p5_1814cQ2R4.png,109,101,0,Magnesium Dataset
am50_2p5_1807cQ2R1.png,109,101,0,Magnesium Dataset
am50_2p5_1807cQ2R2.png,109,121,0,Magnesium Dataset
am50_2p5_1807cQ2R3.png,109,122,0,Magnesium Dataset
am50_2p5_1807cQ2R4.png,109,120,0,Magnesium Dataset
am50_2p5_1813cQ3R1.png,109,124,0,Magnesium Dataset
am50_2p5_1813cQ3R2.png,109,115,0,Magnesium Dataset
am50_2p5_1813cQ3R3.png,109,111,0,Magnesium Dataset
am50_2p5_1813cQ3R4.png,109,109,0,Magnesium Dataset
am40_2p5_1763cQ1R1.png,107,103,0,Magnesium Dataset
am40_2p5_1763cQ1R2.png,107,100,0,Magnesium Dataset
am40_2p5_1763cQ1R3.png,107,102,0,Magnesium Dataset
am40_2p5_1763cQ1R4.png,107,104,0,Magnesium Dataset
am40_2p5_1730cQ1R1.png,107,110,0,Magnesium Dataset
am40_2p5_1730cQ1R2.png,107,104,0,Magnesium Dataset
am40_2p5_1730cQ1R3.png,107,120,0,Magnesium Dataset
am40_2p5_1730cQ1R4.png,107,119,0,Magnesium Dataset
am40_2p5_1730cQ3R1.png,107,98,0,Magnesium Dataset
am40_2p5_1730cQ3R2.png,107,99,0,Magnesium Dataset
am40_2p5_1730cQ3R3.png,107,122,0,Magnesium Dataset
am40_2p5_1730cQ3R4.png,107,103,0,Magnesium Dataset
am40_2p5_1728cQ2R1.png,107,136,0,Magnesium Dataset
am40_2p5_1728cQ2R2.png,107,131,0,Magnesium Dataset
am40_2p5_1728cQ2R3.png,107,122,0,Magnesium Dataset
am40_2p5_1728cQ2R4.png,107,127,0,Magnesium Dataset
am40_2p5_1768cQ3R1.png,107,120,0,Magnesium Dataset
am40_2p5_1768cQ3R2.png,107,107,0,Magnesium Dataset
am40_2p5_1768cQ3R3.png,107,122,0,Magnesium Dataset
am40_2p5_1768cQ3R4.png,107,104,0,Magnesium Dataset
am40_5p0_1698cQ4R1.png,107,112,0,Magnesium Dataset
am40_5p0_1698cQ4R2.png,107,108,0,Magnesium Dataset
am40_5p0_1698cQ4R3.png,107,110,0,Magnesium Dataset
am40_5p0_1698cQ4R4.png,107,98,0,Magnesium Dataset
am40_2p5_1738cQ2R1.png,107,96,0,Magnesium Dataset
am40_2p5_1738cQ2R2.png,107,109,0,Magnesium Dataset
am40_2p5_1738cQ2R3.png,107,116,0,Magnesium Dataset
am40_2p5_1738cQ2R4.png,107,123,0,Magnesium Dataset
am40_2p5_1725cQ1R1.png,107,109,0,Magnesium Dataset
am40_2p5_1725cQ1R2.png,107,103,0,Magnesium Dataset
am40_2p5_1725cQ1R3.png,107,109,0,Magnesium Dataset
am40_2p5_1725cQ1R4.png,107,105,0,Magnesium Dataset
am40_2p5_1723cQ1R1.png,107,102,0,Magnesium Dataset
am40_2p5_1723cQ1R2.png,107,106,0,Magnesium Dataset
am40_2p5_1723cQ1R3.png,107,98,0,Magnesium Dataset
am40_2p5_1723cQ1R4.png,107,97,0,Magnesium Dataset
am40_5p0_1713cQ3R1.png,107,100,0,Magnesium Dataset
am40_5p0_1713cQ3R2.png,107,110,0,Magnesium Dataset
am40_5p0_1713cQ3R3.png,107,103,0,Magnesium Dataset
am40_5p0_1713cQ3R4.png,107,104,0,Magnesium Dataset
am40_5p0_1696cQ4R1.png,107,106,0,Magnesium Dataset
am40_5p0_1696cQ4R2.png,107,104,0,Magnesium Dataset
am40_5p0_1696cQ4R3.png,107,109,0,Magnesium Dataset
am40_5p0_1696cQ4R4.png,107,115,0,Magnesium Dataset
am40_5p0_1694cQ1R1.png,107,101,0,Magnesium Dataset
am40_5p0_1694cQ1R2.png,107,105,0,Magnesium Dataset
am40_5p0_1694cQ1R3.png,107,102,0,Magnesium Dataset
am40_5p0_1694cQ1R4.png,107,98,0,Magnesium Dataset
am40_2p5_1761cQ2R1.png,107,116,0,Magnesium Dataset
am40_2p5_1761cQ2R2.png,107,123,0,Magnesium Dataset
am40_2p5_1761cQ2R3.png,107,100,0,Magnesium Dataset
am40_2p5_1761cQ2R4.png,107,112,0,Magnesium Dataset
am40_2p5_1752cQ4R1.png,107,118,0,Magnesium Dataset
am40_2p5_1752cQ4R2.png,107,97,0,Magnesium Dataset
am40_2p5_1752cQ4R3.png,107,110,0,Magnesium Dataset
am40_2p5_1752cQ4R4.png,107,101,0,Magnesium Dataset
am40_2p5_1756cQ1R1.png,107,98,0,Magnesium Dataset
am40_2p5_1756cQ1R2.png,107,107,0,Magnesium Dataset
am40_2p5_1756cQ1R3.png,107,100,0,Magnesium Dataset
am40_2p5_1756cQ1R4.png,107,100,0,Magnesium Dataset
am40_2p5_1732cQ1R1.png,107,112,0,Magnesium Dataset
am40_2p5_1732cQ1R2.png,107,119,0,Magnesium Dataset
am40_2p5_1732cQ1R3.png,107,121,0,Magnesium Dataset
am40_2p5_1732cQ1R4.png,107,117,0,Magnesium Dataset
am40_2p5_1732cQ2R1.png,107,106,0,Magnesium Dataset
am40_2p5_1732cQ2R2.png,107,109,0,Magnesium Dataset
am40_2p5_1732cQ2R3.png,107,104,0,Magnesium Dataset
am40_2p5_1732cQ2R4.png,107,103,0,Magnesium Dataset
am40_5p0_1699cQ2R1.png,107,91,0,Magnesium Dataset
am40_5p0_1699cQ2R2.png,107,95,0,Magnesium Dataset
am40_5p0_1699cQ2R3.png,107,85,0,Magnesium Dataset
am40_5p0_1699cQ2R4.png,107,84,0,Magnesium Dataset
am40_2p5_1755cQ4R1.png,107,105,0,Magnesium Dataset
am40_2p5_1755cQ4R2.png,107,129,0,Magnesium Dataset
am40_2p5_1755cQ4R3.png,107,105,0,Magnesium Dataset
am40_2p5_1755cQ4R4.png,107,106,0,Magnesium Dataset
am40_5p0_1700cQ1R1.png,107,88,0,Magnesium Dataset
am40_5p0_1700cQ1R2.png,107,81,0,Magnesium Dataset
am40_5p0_1700cQ1R3.png,107,90,0,Magnesium Dataset
am40_5p0_1700cQ1R4.png,107,91,0,Magnesium Dataset
am40_2p5_1726cQ2R1.png,107,106,0,Magnesium Dataset
am40_2p5_1726cQ2R2.png,107,119,0,Magnesium Dataset
am40_2p5_1726cQ2R3.png,107,111,0,Magnesium Dataset
am40_2p5_1726cQ2R4.png,107,106,0,Magnesium Dataset
am40_2p5_1762cQ1R1.png,107,99,0,Magnesium Dataset
am40_2p5_1762cQ1R2.png,107,105,0,Magnesium Dataset
am40_2p5_1762cQ1R3.png,107,103,0,Magnesium Dataset
am40_2p5_1762cQ1R4.png,107,111,0,Magnesium Dataset
am40_2p5_1762cQ2R1.png,107,110,0,Magnesium Dataset
am40_2p5_1762cQ2R2.png,107,108,0,Magnesium Dataset
am40_2p5_1762cQ2R3.png,107,109,0,Magnesium Dataset
am40_2p5_1762cQ2R4.png,107,111,0,Magnesium Dataset
am40_2p5_1766cQ4R1.png,107,118,0,Magnesium Dataset
am40_2p5_1766cQ4R2.png,107,112,0,Magnesium Dataset
am40_2p5_1766cQ4R3.png,107,117,0,Magnesium Dataset
am40_2p5_1766cQ4R4.png,107,98,0,Magnesium Dataset
am40_2p5_1758cQ3R1.png,107,97,0,Magnesium Dataset
am40_2p5_1758cQ3R2.png,107,110,0,Magnesium Dataset
am40_2p5_1758cQ3R3.png,107,104,0,Magnesium Dataset
am40_2p5_1758cQ3R4.png,107,114,0,Magnesium Dataset
am70_2p5_f_1612cQ4R1.png,127,119,0,Magnesium Dataset
am70_2p5_f_1612cQ4R2.png,127,130,0,Magnesium Dataset
am70_2p5_f_1612cQ4R3.png,127,136,0,Magnesium Dataset
am70_2p5_f_1612cQ4R4.png,127,125,0,Magnesium Dataset
am70_2p5_f_1602cQ2R1.png,127,125,0,Magnesium Dataset
am70_2p5_f_1602cQ2R2.png,127,130,0,Magnesium Dataset
am70_2p5_f_1602cQ2R3.png,127,136,0,Magnesium Dataset
am70_2p5_f_1602cQ2R4.png,127,133,0,Magnesium Dataset
am70_2p5_f_1596cQ3R1.png,127,116,0,Magnesium Dataset
am70_2p5_f_1596cQ3R2.png,127,116,0,Magnesium Dataset
am70_2p5_f_1596cQ3R3.png,127,115,0,Magnesium Dataset
am70_2p5_f_1596cQ3R4.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1579cQ1R1.png,127,116,0,Magnesium Dataset
am70_5p0_f_e_1579cQ1R2.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1579cQ1R3.png,127,124,0,Magnesium Dataset
am70_5p0_f_e_1579cQ1R4.png,127,123,0,Magnesium Dataset
am70_2p5_f_1592cQ2R1.png,127,114,0,Magnesium Dataset
am70_2p5_f_1592cQ2R2.png,127,113,0,Magnesium Dataset
am70_2p5_f_1592cQ2R3.png,127,132,0,Magnesium Dataset
am70_2p5_f_1592cQ2R4.png,127,125,0,Magnesium Dataset
am70_2p5_f_1601cQ4R1.png,127,128,0,Magnesium Dataset
am70_2p5_f_1601cQ4R2.png,127,132,0,Magnesium Dataset
am70_2p5_f_1601cQ4R3.png,127,133,0,Magnesium Dataset
am70_2p5_f_1601cQ4R4.png,127,130,0,Magnesium Dataset
am70_2p5_f_1617cQ3R1.png,127,133,0,Magnesium Dataset
am70_2p5_f_1617cQ3R2.png,127,125,0,Magnesium Dataset
am70_2p5_f_1617cQ3R3.png,127,122,0,Magnesium Dataset
am70_2p5_f_1617cQ3R4.png,127,133,0,Magnesium Dataset
am70_5p0_f_e_1562cQ1R1.png,127,109,0,Magnesium Dataset
am70_5p0_f_e_1562cQ1R2.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1562cQ1R3.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1562cQ1R4.png,127,107,0,Magnesium Dataset
am70_5p0_f_e_1573cQ2R1.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1573cQ2R2.png,127,133,0,Magnesium Dataset
am70_5p0_f_e_1573cQ2R3.png,127,125,0,Magnesium Dataset
am70_5p0_f_e_1573cQ2R4.png,127,117,0,Magnesium Dataset
am70_5p0_f_1556cQ1R1.png,127,125,0,Magnesium Dataset
am70_5p0_f_1556cQ1R2.png,127,138,0,Magnesium Dataset
am70_5p0_f_1556cQ1R3.png,127,114,0,Magnesium Dataset
am70_5p0_f_1556cQ1R4.png,127,111,0,Magnesium Dataset
am70_5p0_f_e_1563cQ1R1.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1563cQ1R2.png,127,115,0,Magnesium Dataset
am70_5p0_f_e_1563cQ1R3.png,127,114,0,Magnesium Dataset
am70_5p0_f_e_1563cQ1R4.png,127,114,0,Magnesium Dataset
am70_5p0_f_e_1563cQ2R1.png,127,120,0,Magnesium Dataset
am70_5p0_f_e_1563cQ2R2.png,127,126,0,Magnesium Dataset
am70_5p0_f_e_1563cQ2R3.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1563cQ2R4.png,127,116,0,Magnesium Dataset
am70_2p5_f_1614cQ3R1.png,127,116,0,Magnesium Dataset
am70_2p5_f_1614cQ3R2.png,127,128,0,Magnesium Dataset
am70_2p5_f_1614cQ3R3.png,127,112,0,Magnesium Dataset
am70_2p5_f_1614cQ3R4.png,127,126,0,Magnesium Dataset
am70_5p0_f_1554cQ4R1.png,127,125,0,Magnesium Dataset
am70_5p0_f_1554cQ4R2.png,127,139,0,Magnesium Dataset
am70_5p0_f_1554cQ4R3.png,127,123,0,Magnesium Dataset
am70_5p0_f_1554cQ4R4.png,127,130,0,Magnesium Dataset
am70_5p0_f_e_1583cQ3R1.png,127,112,0,Magnesium Dataset
am70_5p0_f_e_1583cQ3R2.png,127,120,0,Magnesium Dataset
am70_5p0_f_e_1583cQ3R3.png,127,122,0,Magnesium Dataset
am70_5p0_f_e_1583cQ3R4.png,127,131,0,Magnesium Dataset
am70_2p5_f_1606cQ1R1.png,127,158,0,Magnesium Dataset
am70_2p5_f_1606cQ1R2.png,127,126,0,Magnesium Dataset
am70_2p5_f_1606cQ1R3.png,127,148,0,Magnesium Dataset
am70_2p5_f_1606cQ1R4.png,127,121,0,Magnesium Dataset
am70_5p0_f_e_1569cQ2R1.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1569cQ2R2.png,127,112,0,Magnesium Dataset
am70_5p0_f_e_1569cQ2R3.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1569cQ2R4.png,127,117,0,Magnesium Dataset
am70_5p0_f_e_1565cQ4R1.png,127,127,0,Magnesium Dataset
am70_5p0_f_e_1565cQ4R2.png,127,118,0,Magnesium Dataset
am70_5p0_f_e_1565cQ4R3.png,127,132,0,Magnesium Dataset
am70_5p0_f_e_1565cQ4R4.png,127,137,0,Magnesium Dataset
am70_5p0_f_1558cQ2R1.png,127,107,0,Magnesium Dataset
am70_5p0_f_1558cQ2R2.png,127,116,0,Magnesium Dataset
am70_5p0_f_1558cQ2R3.png,127,126,0,Magnesium Dataset
am70_5p0_f_1558cQ2R4.png,127,118,0,Magnesium Dataset
am70_5p0_f_e_1574cQ3R1.png,127,131,0,Magnesium Dataset
am70_5p0_f_e_1574cQ3R2.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1574cQ3R3.png,127,125,0,Magnesium Dataset
am70_5p0_f_e_1574cQ3R4.png,127,121,0,Magnesium Dataset
am70_5p0_f_e_1576cQ4R1.png,127,131,0,Magnesium Dataset
am70_5p0_f_e_1576cQ4R2.png,127,122,0,Magnesium Dataset
am70_5p0_f_e_1576cQ4R3.png,127,142,0,Magnesium Dataset
am70_5p0_f_e_1576cQ4R4.png,127,139,0,Magnesium Dataset
am70_5p0_f_1559cQ1R1.png,127,107,0,Magnesium Dataset
am70_5p0_f_1559cQ1R2.png,127,119,0,Magnesium Dataset
am70_5p0_f_1559cQ1R3.png,127,112,0,Magnesium Dataset
am70_5p0_f_1559cQ1R4.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1582cQ2R1.png,127,120,0,Magnesium Dataset
am70_5p0_f_e_1582cQ2R2.png,127,134,0,Magnesium Dataset
am70_5p0_f_e_1582cQ2R3.png,127,136,0,Magnesium Dataset
am70_5p0_f_e_1582cQ2R4.png,127,129,0,Magnesium Dataset
am70_5p0_f_e_1587cQ2R1.png,127,125,0,Magnesium Dataset
am70_5p0_f_e_1587cQ2R2.png,127,121,0,Magnesium Dataset
am70_5p0_f_e_1587cQ2R3.png,127,135,0,Magnesium Dataset
am70_5p0_f_e_1587cQ2R4.png,127,134,0,Magnesium Dataset
am70_2p5_f_1599cQ1R1.png,127,132,0,Magnesium Dataset
am70_2p5_f_1599cQ1R2.png,127,125,0,Magnesium Dataset
am70_2p5_f_1599cQ1R3.png,127,130,0,Magnesium Dataset
am70_2p5_f_1599cQ1R4.png,127,133,0,Magnesium Dataset
am70_5p0_f_e_1570cQ2R1.png,127,120,0,Magnesium Dataset
am70_5p0_f_e_1570cQ2R2.png,127,140,0,Magnesium Dataset
am70_5p0_f_e_1570cQ2R3.png,127,129,0,Magnesium Dataset
am70_5p0_f_e_1570cQ2R4.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1585cQ2R1.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1585cQ2R2.png,127,119,0,Magnesium Dataset
am70_5p0_f_e_1585cQ2R3.png,127,128,0,Magnesium Dataset
am70_5p0_f_e_1585cQ2R4.png,127,127,0,Magnesium Dataset
am70_5p0_f_e_1575cQ3R1.png,127,140,0,Magnesium Dataset
am70_5p0_f_e_1575cQ3R2.png,127,123,0,Magnesium Dataset
am70_5p0_f_e_1575cQ3R3.png,127,136,0,Magnesium Dataset
am70_5p0_f_e_1575cQ3R4.png,127,125,0,Magnesium Dataset
am70_2p5_f_1610cQ1R1.png,127,125,0,Magnesium Dataset
am70_2p5_f_1610cQ1R2.png,127,134,0,Magnesium Dataset
am70_2p5_f_1610cQ1R3.png,127,126,0,Magnesium Dataset
am70_2p5_f_1610cQ1R4.png,127,126,0,Magnesium Dataset
am60_5p0_1638cQ1R1.png,120,122,0,Magnesium Dataset
am60_5p0_1638cQ1R2.png,120,109,0,Magnesium Dataset
am60_5p0_1638cQ1R3.png,120,121,0,Magnesium Dataset
am60_5p0_1638cQ1R4.png,120,108,0,Magnesium Dataset
am60_2p5_1683cQ4R1.png,120,110,0,Magnesium Dataset
am60_2p5_1683cQ4R2.png,120,116,0,Magnesium Dataset
am60_2p5_1683cQ4R3.png,120,117,0,Magnesium Dataset
am60_2p5_1683cQ4R4.png,120,106,0,Magnesium Dataset
am60_5p0_1656cQ3R1.png,120,111,0,Magnesium Dataset
am60_5p0_1656cQ3R2.png,120,106,0,Magnesium Dataset
am60_5p0_1656cQ3R3.png,120,105,0,Magnesium Dataset
am60_5p0_1656cQ3R4.png,120,119,0,Magnesium Dataset
am60_5p0_1637cQ1R1.png,120,107,0,Magnesium Dataset
am60_5p0_1637cQ1R2.png,120,116,0,Magnesium Dataset
am60_5p0_1637cQ1R3.png,120,132,0,Magnesium Dataset
am60_5p0_1637cQ1R4.png,120,111,0,Magnesium Dataset
am60_2p5_1670cQ4R1.png,120,101,0,Magnesium Dataset
am60_2p5_1670cQ4R2.png,120,122,0,Magnesium Dataset
am60_2p5_1670cQ4R3.png,120,122,0,Magnesium Dataset
am60_2p5_1670cQ4R4.png,120,102,0,Magnesium Dataset
am60_2p5_1689cQ4R1.png,120,120,0,Magnesium Dataset
am60_2p5_1689cQ4R2.png,120,109,0,Magnesium Dataset
am60_2p5_1689cQ4R3.png,120,114,0,Magnesium Dataset
am60_2p5_1689cQ4R4.png,120,94,0,Magnesium Dataset
am60_2p5_1668cQ1R1.png,120,130,0,Magnesium Dataset
am60_2p5_1668cQ1R2.png,120,129,0,Magnesium Dataset
am60_2p5_1668cQ1R3.png,120,129,0,Magnesium Dataset
am60_2p5_1668cQ1R4.png,120,123,0,Magnesium Dataset
am60_2p5_1669cQ2R1.png,120,123,0,Magnesium Dataset
am60_2p5_1669cQ2R2.png,120,127,0,Magnesium Dataset
am60_2p5_1669cQ2R3.png,120,132,0,Magnesium Dataset
am60_2p5_1669cQ2R4.png,120,116,0,Magnesium Dataset
am60_2p5_1676cQ2R1.png,120,120,0,Magnesium Dataset
am60_2p5_1676cQ2R2.png,120,112,0,Magnesium Dataset
am60_2p5_1676cQ2R3.png,120,106,0,Magnesium Dataset
am60_2p5_1676cQ2R4.png,120,109,0,Magnesium Dataset
am60_2p5_1672cQ2R1.png,120,107,0,Magnesium Dataset
am60_2p5_1672cQ2R2.png,120,125,0,Magnesium Dataset
am60_2p5_1672cQ2R3.png,120,112,0,Magnesium Dataset
am60_2p5_1672cQ2R4.png,120,118,0,Magnesium Dataset
am60_5p0_1647cQ2R1.png,120,106,0,Magnesium Dataset
am60_5p0_1647cQ2R2.png,120,114,0,Magnesium Dataset
am60_5p0_1647cQ2R3.png,120,118,0,Magnesium Dataset
am60_5p0_1647cQ2R4.png,120,120,0,Magnesium Dataset
am60_5p0_edge_1624cQ3R1.png,120,115,0,Magnesium Dataset
am60_5p0_edge_1624cQ3R2.png,120,109,0,Magnesium Dataset
am60_5p0_edge_1624cQ3R3.png,120,123,0,Magnesium Dataset
am60_5p0_edge_1624cQ3R4.png,120,111,0,Magnesium Dataset
am60_5p0_1654cQ3R1.png,120,122,0,Magnesium Dataset
am60_5p0_1654cQ3R2.png,120,113,0,Magnesium Dataset
am60_5p0_1654cQ3R3.png,120,114,0,Magnesium Dataset
am60_5p0_1654cQ3R4.png,120,134,0,Magnesium Dataset
am60_5p0_1655cQ2R1.png,120,109,0,Magnesium Dataset
am60_5p0_1655cQ2R2.png,120,107,0,Magnesium Dataset
am60_5p0_1655cQ2R3.png,120,111,0,Magnesium Dataset
am60_5p0_1655cQ2R4.png,120,105,0,Magnesium Dataset
am60_2p5_1664cQ4R1.png,120,124,0,Magnesium Dataset
am60_2p5_1664cQ4R2.png,120,106,0,Magnesium Dataset
am60_2p5_1664cQ4R3.png,120,118,0,Magnesium Dataset
am60_2p5_1664cQ4R4.png,120,104,0,Magnesium Dataset
am60_5p0_1639cQ2R1.png,120,135,0,Magnesium Dataset
am60_5p0_1639cQ2R2.png,120,125,0,Magnesium Dataset
am60_5p0_1639cQ2R3.png,120,123,0,Magnesium Dataset
am60_5p0_1639cQ2R4.png,120,126,0,Magnesium Dataset
am60_2p5_1662cQ3R1.png,120,106,0,Magnesium Dataset
am60_2p5_1662cQ3R2.png,120,109,0,Magnesium Dataset
am60_2p5_1662cQ3R3.png,120,105,0,Magnesium Dataset
am60_2p5_1662cQ3R4.png,120,106,0,Magnesium Dataset
am60_2p5_1662cQ4R1.png,120,112,0,Magnesium Dataset
am60_2p5_1662cQ4R2.png,120,111,0,Magnesium Dataset
am60_2p5_1662cQ4R3.png,120,108,0,Magnesium Dataset
am60_2p5_1662cQ4R4.png,120,124,0,Magnesium Dataset
am60_2p5_1659cQ3R1.png,120,117,0,Magnesium Dataset
am60_2p5_1659cQ3R2.png,120,120,0,Magnesium Dataset
am60_2p5_1659cQ3R3.png,120,125,0,Magnesium Dataset
