Image,Expected,Predicted,Run No.,Source
am40_5p0_1721cQ4R1.png,107,102,0,Magnesium Dataset
am40_5p0_1721cQ4R2.png,107,94,0,Magnesium Dataset
am40_5p0_1721cQ4R3.png,107,98,0,Magnesium Dataset
am40_5p0_1721cQ4R4.png,107,104,0,Magnesium Dataset
am40_2p5_1733cQ2R1.png,107,109,0,Magnesium Dataset
am40_2p5_1733cQ2R2.png,107,113,0,Magnesium Dataset
am40_2p5_1733cQ2R3.png,107,122,0,Magnesium Dataset
am40_2p5_1733cQ2R4.png,107,113,0,Magnesium Dataset
am40_2p5_1756cQ1R1.png,107,91,0,Magnesium Dataset
am40_2p5_1756cQ1R2.png,107,106,0,Magnesium Dataset
am40_2p5_1756cQ1R3.png,107,101,0,Magnesium Dataset
am40_2p5_1756cQ1R4.png,107,100,0,Magnesium Dataset
am40_2p5_1754cQ1R1.png,107,104,0,Magnesium Dataset
am40_2p5_1754cQ1R2.png,107,98,0,Magnesium Dataset
am40_2p5_1754cQ1R3.png,107,102,0,Magnesium Dataset
am40_2p5_1754cQ1R4.png,107,98,0,Magnesium Dataset
am40_2p5_1755cQ2R1.png,107,111,0,Magnesium Dataset
am40_2p5_1755cQ2R2.png,107,106,0,Magnesium Dataset
am40_2p5_1755cQ2R3.png,107,101,0,Magnesium Dataset
am40_2p5_1755cQ2R4.png,107,109,0,Magnesium Dataset
am40_2p5_1736cQ1R1.png,107,123,0,Magnesium Dataset
am40_2p5_1736cQ1R2.png,107,107,0,Magnesium Dataset
am40_2p5_1736cQ1R3.png,107,110,0,Magnesium Dataset
am40_2p5_1736cQ1R4.png,107,124,0,Magnesium Dataset
am40_2p5_1736cQ4R1.png,107,114,0,Magnesium Dataset
am40_2p5_1736cQ4R2.png,107,125,0,Magnesium Dataset
am40_2p5_1736cQ4R3.png,107,113,0,Magnesium Dataset
am40_2p5_1736cQ4R4.png,107,114,0,Magnesium Dataset
am40_2p5_1753cQ4R1.png,107,112,0,Magnesium Dataset
am40_2p5_1753cQ4R2.png,107,115,0,Magnesium Dataset
am40_2p5_1753cQ4R3.png,107,111,0,Magnesium Dataset
am40_2p5_1753cQ4R4.png,107,119,0,Magnesium Dataset
am40_2p5_1766cQ1R1.png,107,123,0,Magnesium Dataset
am40_2p5_1766cQ1R2.png,107,126,0,Magnesium Dataset
am40_2p5_1766cQ1R3.png,107,117,0,Magnesium Dataset
am40_2p5_1766cQ1R4.png,107,109,0,Magnesium Dataset
am40_2p5_1747cQ2R1.png,107,106,0,Magnesium Dataset
am40_2p5_1747cQ2R2.png,107,108,0,Magnesium Dataset
am40_2p5_1747cQ2R3.png,107,102,0,Magnesium Dataset
am40_2p5_1747cQ2R4.png,107,108,0,Magnesium Dataset
am40_2p5_1743cQ2R1.png,107,97,0,Magnesium Dataset
am40_2p5_1743cQ2R2.png,107,105,0,Magnesium Dataset
am40_2p5_1743cQ2R3.png,107,100,0,Magnesium Dataset
am40_2p5_1743cQ2R4.png,107,108,0,Magnesium Dataset
am40_2p5_1743cQ4R1.png,107,98,0,Magnesium Dataset
am40_2p5_1743cQ4R2.png,107,93,0,Magnesium Dataset
am40_2p5_1743cQ4R3.png,107,112,0,Magnesium Dataset
am40_2p5_1743cQ4R4.png,107,115,0,Magnesium Dataset
am40_2p5_1758cQ4R1.png,107,98,0,Magnesium Dataset
am40_2p5_1758cQ4R2.png,107,97,0,Magnesium Dataset
am40_2p5_1758cQ4R3.png,107,97,0,Magnesium Dataset
am40_2p5_1758cQ4R4.png,107,101,0,Magnesium Dataset
am70_5p0_f_e_1577cQ3R1.png,127,108,0,Magnesium Dataset
am70_5p0_f_e_1577cQ3R2.png,127,120,0,Magnesium Dataset
am70_5p0_f_e_1577cQ3R3.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1577cQ3R4.png,127,130,0,Magnesium Dataset
am70_2p5_f_1598cQ1R1.png,127,140,0,Magnesium Dataset
am70_2p5_f_1598cQ1R2.png,127,135,0,Magnesium Dataset
am70_2p5_f_1598cQ1R3.png,127,144,0,Magnesium Dataset
am70_2p5_f_1598cQ1R4.png,127,151,0,Magnesium Dataset
am70_5p0_f_e_1568cQ1R1.png,127,126,0,Magnesium Dataset
am70_5p0_f_e_1568cQ1R2.png,127,126,0,Magnesium Dataset
am70_5p0_f_e_1568cQ1R3.png,127,131,0,Magnesium Dataset
am70_5p0_f_e_1568cQ1R4.png,127,116,0,Magnesium Dataset
am70_5p0_f_e_1564cQ4R1.png,127,134,0,Magnesium Dataset
am70_5p0_f_e_1564cQ4R2.png,127,124,0,Magnesium Dataset
am70_5p0_f_e_1564cQ4R3.png,127,133,0,Magnesium Dataset
am70_5p0_f_e_1564cQ4R4.png,127,130,0,Magnesium Dataset
am70_5p0_f_e_1561cQ2R1.png,127,127,0,Magnesium Dataset
am70_5p0_f_e_1561cQ2R2.png,127,141,0,Magnesium Dataset
am70_5p0_f_e_1561cQ2R3.png,127,132,0,Magnesium Dataset
am70_5p0_f_e_1561cQ2R4.png,127,125,0,Magnesium Dataset
am70_5p0_f_e_1562cQ2R1.png,127,113,0,Magnesium Dataset
am70_5p0_f_e_1562cQ2R2.png,127,108,0,Magnesium Dataset
am70_5p0_f_e_1562cQ2R3.png,127,104,0,Magnesium Dataset
am70_5p0_f_e_1562cQ2R4.png,127,108,0,Magnesium Dataset
am70_5p0_f_e_1562cQ3R1.png,127,118,0,Magnesium Dataset
am70_5p0_f_e_1562cQ3R2.png,127,116,0,Magnesium Dataset
am70_5p0_f_e_1562cQ3R3.png,127,125,0,Magnesium Dataset
am70_5p0_f_e_1562cQ3R4.png,127,117,0,Magnesium Dataset
am70_2p5_f_1619cQ1R1.png,127,146,0,Magnesium Dataset
am70_2p5_f_1619cQ1R2.png,127,129,0,Magnesium Dataset
am70_2p5_f_1619cQ1R3.png,127,121,0,Magnesium Dataset
am70_2p5_f_1619cQ1R4.png,127,122,0,Magnesium Dataset
am70_2p5_f_1619cQ4R1.png,127,130,0,Magnesium Dataset
am70_2p5_f_1619cQ4R2.png,127,118,0,Magnesium Dataset
am70_2p5_f_1619cQ4R3.png,127,129,0,Magnesium Dataset
am70_2p5_f_1619cQ4R4.png,127,134,0,Magnesium Dataset
am70_5p0_f_1557cQ4R1.png,127,133,0,Magnesium Dataset
am70_5p0_f_1557cQ4R2.png,127,129,0,Magnesium Dataset
am70_5p0_f_1557cQ4R3.png,127,129,0,Magnesium Dataset
am70_5p0_f_1557cQ4R4.png,127,128,0,Magnesium Dataset
am70_5p0_f_e_1581cQ3R1.png,127,136,0,Magnesium Dataset
am70_5p0_f_e_1581cQ3R2.png,127,122,0,Magnesium Dataset
am70_5p0_f_e_1581cQ3R3.png,127,116,0,Magnesium Dataset
am70_5p0_f_e_1581cQ3R4.png,127,109,0,Magnesium Dataset
am70_2p5_f_1597cQ3R1.png,127,105,0,Magnesium Dataset
am70_2p5_f_1597cQ3R2.png,127,116,0,Magnesium Dataset
am70_2p5_f_1597cQ3R3.png,127,122,0,Magnesium Dataset
am70_2p5_f_1597cQ3R4.png,127,129,0,Magnesium Dataset
am70_2p5_f_1615cQ3R1.png,127,133,0,Magnesium Dataset
am70_2p5_f_1615cQ3R2.png,127,136,0,Magnesium Dataset
am70_2p5_f_1615cQ3R3.png,127,125,0,Magnesium Dataset
am70_2p5_f_1615cQ3R4.png,127,151,0,Magnesium Dataset
am70_2p5_f_1591cQ2R1.png,127,117,0,Magnesium Dataset
am70_2p5_f_1591cQ2R2.png,127,130,0,Magnesium Dataset
am70_2p5_f_1591cQ2R3.png,127,107,0,Magnesium Dataset
am70_2p5_f_1591cQ2R4.png,127,120,0,Magnesium Dataset
am70_2p5_f_1618cQ2R1.png,127,132,0,Magnesium Dataset
am70_2p5_f_1618cQ2R2.png,127,129,0,Magnesium Dataset
am70_2p5_f_1618cQ2R3.png,127,130,0,Magnesium Dataset
am70_2p5_f_1618cQ2R4.png,127,129,0,Magnesium Dataset
am70_2p5_f_1606cQ3R1.png,127,111,0,Magnesium Dataset
am70_2p5_f_1606cQ3R2.png,127,137,0,Magnesium Dataset
am70_2p5_f_1606cQ3R3.png,127,112,0,Magnesium Dataset
am70_2p5_f_1606cQ3R4.png,127,123,0,Magnesium Dataset
am70_2p5_f_1609cQ1R1.png,127,131,0,Magnesium Dataset
am70_2p5_f_1609cQ1R2.png,127,125,0,Magnesium Dataset
am70_2p5_f_1609cQ1R3.png,127,116,0,Magnesium Dataset
am70_2p5_f_1609cQ1R4.png,127,125,0,Magnesium Dataset
am70_2p5_f_1609cQ3R1.png,127,127,0,Magnesium Dataset
am70_2p5_f_1609cQ3R2.png,127,133,0,Magnesium Dataset
am70_2p5_f_1609cQ3R3.png,127,134,0,Magnesium Dataset
am70_2p5_f_1609cQ3R4.png,127,136,0,Magnesium Dataset
am70_2p5_f_1620cQ4R1.png,127,133,0,Magnesium Dataset
am70_2p5_f_1620cQ4R2.png,127,121,0,Magnesium Dataset
am70_2p5_f_1620cQ4R3.png,127,134,0,Magnesium Dataset
am70_2p5_f_1620cQ4R4.png,127,110,0,Magnesium Dataset
am70_5p0_f_e_1565cQ1R1.png,127,102,0,Magnesium Dataset
am70_5p0_f_e_1565cQ1R2.png,127,96,0,Magnesium Dataset
am70_5p0_f_e_1565cQ1R3.png,127,101,0,Magnesium Dataset
am70_5p0_f_e_1565cQ1R4.png,127,97,0,Magnesium Dataset
am70_5p0_f_e_1565cQ2R1.png,127,109,0,Magnesium Dataset
am70_5p0_f_e_1565cQ2R2.png,127,109,0,Magnesium Dataset
am70_5p0_f_e_1565cQ2R3.png,127,143,0,Magnesium Dataset
am70_5p0_f_e_1565cQ2R4.png,127,115,0,Magnesium Dataset
am70_5p0_f_1555cQ1R1.png,127,142,0,Magnesium Dataset
am70_5p0_f_1555cQ1R2.png,127,110,0,Magnesium Dataset
am70_5p0_f_1555cQ1R3.png,127,140,0,Magnesium Dataset
am70_5p0_f_1555cQ1R4.png,127,136,0,Magnesium Dataset
am70_5p0_f_1555cQ2R1.png,127,161,0,Magnesium Dataset
am70_5p0_f_1555cQ2R2.png,127,128,0,Magnesium Dataset
am70_5p0_f_1555cQ2R3.png,127,145,0,Magnesium Dataset
am70_5p0_f_1555cQ2R4.png,127,140,0,Magnesium Dataset
am70_2p5_f_1594cQ4R1.png,127,129,0,Magnesium Dataset
am70_2p5_f_1594cQ4R2.png,127,127,0,Magnesium Dataset
am70_2p5_f_1594cQ4R3.png,127,127,0,Magnesium Dataset
am70_2p5_f_1594cQ4R4.png,127,126,0,Magnesium Dataset
am70_2p5_f_1590cQ1R1.png,127,124,0,Magnesium Dataset
am70_2p5_f_1590cQ1R2.png,127,121,0,Magnesium Dataset
am70_2p5_f_1590cQ1R3.png,127,120,0,Magnesium Dataset
am70_2p5_f_1590cQ1R4.png,127,124,0,Magnesium Dataset
am70_2p5_f_1604cQ1R1.png,127,123,0,Magnesium Dataset
am70_2p5_f_1604cQ1R2.png,127,136,0,Magnesium Dataset
am70_2p5_f_1604cQ1R3.png,127,139,0,Magnesium Dataset
am70_2p5_f_1604cQ1R4.png,127,134,0,Magnesium Dataset
am70_2p5_f_1604cQ4R1.png,127,126,0,Magnesium Dataset
am70_2p5_f_1604cQ4R2.png,127,115,0,Magnesium Dataset
am70_2p5_f_1604cQ4R3.png,127,138,0,Magnesium Dataset
am70_2p5_f_1604cQ4R4.png,127,116,0,Magnesium Dataset
am60_2p5_1688cQ3R1.png,120,118,0,Magnesium Dataset
am60_2p5_1688cQ3R2.png,120,124,0,Magnesium Dataset
am60_2p5_1688cQ3R3.png,120,127,0,Magnesium Dataset
am60_2p5_1688cQ3R4.png,120,119,0,Magnesium Dataset
am60_5p0_1644cQ3R1.png,120,127,0,Magnesium Dataset
am60_5p0_1644cQ3R2.png,120,111,0,Magnesium Dataset
am60_5p0_1644cQ3R3.png,120,117,0,Magnesium Dataset
am60_5p0_1644cQ3R4.png,120,102,0,Magnesium Dataset
am60_2p5_1666cQ3R1.png,120,109,0,Magnesium Dataset
am60_2p5_1666cQ3R2.png,120,117,0,Magnesium Dataset
am60_2p5_1666cQ3R3.png,120,111,0,Magnesium Dataset
am60_2p5_1666cQ3R4.png,120,108,0,Magnesium Dataset
am60_2p5_1666cQ4R1.png,120,105,0,Magnesium Dataset
am60_2p5_1666cQ4R2.png,120,108,0,Magnesium Dataset
am60_2p5_1666cQ4R3.png,120,93,0,Magnesium Dataset
am60_2p5_1666cQ4R4.png,120,101,0,Magnesium Dataset
am60_5p0_edge_1629cQ2R1.png,120,124,0,Magnesium Dataset
am60_5p0_edge_1629cQ2R2.png,120,113,0,Magnesium Dataset
am60_5p0_edge_1629cQ2R3.png,120,112,0,Magnesium Dataset
am60_5p0_edge_1629cQ2R4.png,120,104,0,Magnesium Dataset
am60_2p5_1670cQ2R1.png,120,129,0,Magnesium Dataset
am60_2p5_1670cQ2R2.png,120,128,0,Magnesium Dataset
am60_2p5_1670cQ2R3.png,120,122,0,Magnesium Dataset
am60_2p5_1670cQ2R4.png,120,112,0,Magnesium Dataset
am60_5p0_edge_1633cQ4R1.png,120,112,0,Magnesium Dataset
am60_5p0_edge_1633cQ4R2.png,120,108,0,Magnesium Dataset
am60_5p0_edge_1633cQ4R3.png,120,125,0,Magnesium Dataset
am60_5p0_edge_1633cQ4R4.png,120,121,0,Magnesium Dataset
am60_2p5_1673cQ1R1.png,120,118,0,Magnesium Dataset
am60_2p5_1673cQ1R2.png,120,119,0,Magnesium Dataset
am60_2p5_1673cQ1R3.png,120,111,0,Magnesium Dataset
am60_2p5_1673cQ1R4.png,120,119,0,Magnesium Dataset
am60_2p5_1673cQ3R1.png,120,124,0,Magnesium Dataset
am60_2p5_1673cQ3R2.png,120,113,0,Magnesium Dataset
am60_2p5_1673cQ3R3.png,120,120,0,Magnesium Dataset
am60_2p5_1673cQ3R4.png,120,116,0,Magnesium Dataset
am60_2p5_1687cQ3R1.png,120,112,0,Magnesium Dataset
am60_2p5_1687cQ3R2.png,120,117,0,Magnesium Dataset
am60_2p5_1687cQ3R3.png,120,100,0,Magnesium Dataset
am60_2p5_1687cQ3R4.png,120,112,0,Magnesium Dataset
am60_2p5_1669cQ2R1.png,120,113,0,Magnesium Dataset
am60_2p5_1669cQ2R2.png,120,115,0,Magnesium Dataset
am60_2p5_1669cQ2R3.png,120,130,0,Magnesium Dataset
am60_2p5_1669cQ2R4.png,120,120,0,Magnesium Dataset
am60_2p5_1669cQ3R1.png,120,117,0,Magnesium Dataset
am60_2p5_1669cQ3R2.png,120,119,0,Magnesium Dataset
am60_2p5_1669cQ3R3.png,120,124,0,Magnesium Dataset
am60_2p5_1669cQ3R4.png,120,117,0,Magnesium Dataset
am60_5p0_1645cQ1R1.png,120,127,0,Magnesium Dataset
am60_5p0_1645cQ1R2.png,120,109,0,Magnesium Dataset
am60_5p0_1645cQ1R3.png,120,137,0,Magnesium Dataset
am60_5p0_1645cQ1R4.png,120,138,0,Magnesium Dataset
am60_5p0_1645cQ3R1.png,120,107,0,Magnesium Dataset
am60_5p0_1645cQ3R2.png,120,113,0,Magnesium Dataset
am60_5p0_1645cQ3R3.png,120,98,0,Magnesium Dataset
am60_5p0_1645cQ3R4.png,120,109,0,Magnesium Dataset
am60_5p0_1653cQ1R1.png,120,116,0,Magnesium Dataset
am60_5p0_1653cQ1R2.png,120,115,0,Magnesium Dataset
am60_5p0_1653cQ1R3.png,120,125,0,Magnesium Dataset
am60_5p0_1653cQ1R4.png,120,116,0,Magnesium Dataset
am60_2p5_1681cQ3R1.png,120,116,0,Magnesium Dataset
am60_2p5_1681cQ3R2.png,120,118,0,Magnesium Dataset
am60_2p5_1681cQ3R3.png,120,108,0,Magnesium Dataset
am60_2p5_1681cQ3R4.png,120,120,0,Magnesium Dataset
am60_5p0_edge_1635cQ1R1.png,120,105,0,Magnesium Dataset
am60_5p0_edge_1635cQ1R2.png,120,115,0,Magnesium Dataset
am60_5p0_edge_1635cQ1R3.png,120,98,0,Magnesium Dataset
am60_5p0_edge_1635cQ1R4.png,120,102,0,Magnesium Dataset
am60_5p0_1655cQ3R1.png,120,116,0,Magnesium Dataset
am60_5p0_1655cQ3R2.png,120,113,0,Magnesium Dataset
am60_5p0_1655cQ3R3.png,120,114,0,Magnesium Dataset
am60_5p0_1655cQ3R4.png,120,128,0,Magnesium Dataset
am60_5p0_1648cQ1R1.png,120,108,0,Magnesium Dataset
am60_5p0_1648cQ1R2.png,120,113,0,Magnesium Dataset
am60_5p0_1648cQ1R3.png,120,112,0,Magnesium Dataset
am60_5p0_1648cQ1R4.png,120,114,0,Magnesium Dataset
am60_5p0_1648cQ2R1.png,120,120,0,Magnesium Dataset
am60_5p0_1648cQ2R2.png,120,123,0,Magnesium Dataset
am60_5p0_1648cQ2R3.png,120,121,0,Magnesium Dataset
am60_5p0_1648cQ2R4.png,120,112,0,Magnesium Dataset
am60_2p5_1664cQ2R1.png,120,120,0,Magnesium Dataset
am60_2p5_1664cQ2R2.png,120,112,0,Magnesium Dataset
am60_2p5_1664cQ2R3.png,120,110,0,Magnesium Dataset
am60_2p5_1664cQ2R4.png,120,116,0,Magnesium Dataset
am60_2p5_1664cQ4R1.png,120,105,0,Magnesium Dataset
am60_2p5_1664cQ4R2.png,120,100,0,Magnesium Dataset
am60_2p5_1664cQ4R3.png,120,103,0,Magnesium Dataset
am60_2p5_1664cQ4R4.png,120,104,0,Magnesium Dataset
am60_2p5_1659cQ2R1.png,120,119,0,Magnesium Dataset
am60_2p5_1659cQ2R2.png,120,115,0,Magnesium Dataset
am60_2p5_1659cQ2R3.png,120,135,0,Magnesium Dataset
am60_2p5_1659cQ2R4.png,120,124,0,Magnesium Dataset
am60_5p0_1646cQ4R1.png,120,115,0,Magnesium Dataset
