,Source,Folder,Image,Name,Tensile Strength (Yield),Scale Length (px),Scale,Estimate,Note,Prop Source
25,Magnesium Dataset,final_images/,am50_5p0_1772cQ3R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
26,Magnesium Dataset,final_images/,am50_5p0_1772cQ3R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
27,Magnesium Dataset,final_images/,am50_5p0_1772cQ3R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
28,Magnesium Dataset,final_images/,am50_5p0_1772cQ4R1.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
29,Magnesium Dataset,final_images/,am50_5p0_1772cQ4R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
30,Magnesium Dataset,final_images/,am50_5p0_1772cQ4R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
31,Magnesium Dataset,final_images/,am50_5p0_1772cQ4R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
32,Magnesium Dataset,final_images/,am50_2p5_1802cQ1R1.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
33,Magnesium Dataset,final_images/,am50_2p5_1802cQ1R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
34,Magnesium Dataset,final_images/,am50_2p5_1802cQ1R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
35,Magnesium Dataset,final_images/,am50_2p5_1802cQ1R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
36,Magnesium Dataset,final_images/,am50_2p5_1802cQ2R1.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
37,Magnesium Dataset,final_images/,am50_2p5_1802cQ2R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
38,Magnesium Dataset,final_images/,am50_2p5_1802cQ2R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
39,Magnesium Dataset,final_images/,am50_2p5_1802cQ2R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
40,Magnesium Dataset,final_images/,am50_2p5_1802cQ3R1.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
41,Magnesium Dataset,final_images/,am50_2p5_1802cQ3R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
42,Magnesium Dataset,final_images/,am50_2p5_1802cQ3R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
43,Magnesium Dataset,final_images/,am50_2p5_1802cQ3R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
44,Magnesium Dataset,final_images/,am50_2p5_1802cQ4R1.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
45,Magnesium Dataset,final_images/,am50_2p5_1802cQ4R2.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
46,Magnesium Dataset,final_images/,am50_2p5_1802cQ4R3.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
47,Magnesium Dataset,final_images/,am50_2p5_1802cQ4R4.png,AM50,109,89.8630136986301,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
48,Magnesium Dataset,final_images/,am50_2p5_1820cQ1R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
49,Magnesium Dataset,final_images/,am50_2p5_1820cQ1R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
50,Magnesium Dataset,final_images/,am50_2p5_1820cQ1R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
51,Magnesium Dataset,final_images/,am50_2p5_1820cQ1R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
52,Magnesium Dataset,final_images/,am50_2p5_1820cQ2R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
53,Magnesium Dataset,final_images/,am50_2p5_1820cQ2R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
54,Magnesium Dataset,final_images/,am50_2p5_1820cQ2R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
55,Magnesium Dataset,final_images/,am50_2p5_1820cQ2R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
56,Magnesium Dataset,final_images/,am50_2p5_1820cQ3R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
57,Magnesium Dataset,final_images/,am50_2p5_1820cQ3R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
58,Magnesium Dataset,final_images/,am50_2p5_1820cQ3R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
59,Magnesium Dataset,final_images/,am50_2p5_1820cQ3R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
60,Magnesium Dataset,final_images/,am50_2p5_1820cQ4R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
61,Magnesium Dataset,final_images/,am50_2p5_1820cQ4R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
62,Magnesium Dataset,final_images/,am50_2p5_1820cQ4R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
63,Magnesium Dataset,final_images/,am50_2p5_1820cQ4R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
64,Magnesium Dataset,final_images/,am50_2p5_1816cQ1R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
65,Magnesium Dataset,final_images/,am50_2p5_1816cQ1R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
66,Magnesium Dataset,final_images/,am50_2p5_1816cQ1R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
67,Magnesium Dataset,final_images/,am50_2p5_1816cQ1R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
68,Magnesium Dataset,final_images/,am50_2p5_1816cQ2R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
69,Magnesium Dataset,final_images/,am50_2p5_1816cQ2R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
70,Magnesium Dataset,final_images/,am50_2p5_1816cQ2R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
71,Magnesium Dataset,final_images/,am50_2p5_1816cQ2R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
72,Magnesium Dataset,final_images/,am50_2p5_1816cQ3R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
73,Magnesium Dataset,final_images/,am50_2p5_1816cQ3R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
74,Magnesium Dataset,final_images/,am50_2p5_1816cQ3R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
75,Magnesium Dataset,final_images/,am50_2p5_1816cQ3R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
76,Magnesium Dataset,final_images/,am50_2p5_1816cQ4R1.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
77,Magnesium Dataset,final_images/,am50_2p5_1816cQ4R2.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
78,Magnesium Dataset,final_images/,am50_2p5_1816cQ4R3.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
79,Magnesium Dataset,final_images/,am50_2p5_1816cQ4R4.png,AM50,109,112.219178082192,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
80,Magnesium Dataset,final_images/,am50_5p0_1792cQ1R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
81,Magnesium Dataset,final_images/,am50_5p0_1792cQ1R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
82,Magnesium Dataset,final_images/,am50_5p0_1792cQ1R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
83,Magnesium Dataset,final_images/,am50_5p0_1792cQ1R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
84,Magnesium Dataset,final_images/,am50_5p0_1792cQ2R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
85,Magnesium Dataset,final_images/,am50_5p0_1792cQ2R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
86,Magnesium Dataset,final_images/,am50_5p0_1792cQ2R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
87,Magnesium Dataset,final_images/,am50_5p0_1792cQ2R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
88,Magnesium Dataset,final_images/,am50_5p0_1792cQ3R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
89,Magnesium Dataset,final_images/,am50_5p0_1792cQ3R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
90,Magnesium Dataset,final_images/,am50_5p0_1792cQ3R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
91,Magnesium Dataset,final_images/,am50_5p0_1792cQ3R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
92,Magnesium Dataset,final_images/,am50_5p0_1792cQ4R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
93,Magnesium Dataset,final_images/,am50_5p0_1792cQ4R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
94,Magnesium Dataset,final_images/,am50_5p0_1792cQ4R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
95,Magnesium Dataset,final_images/,am50_5p0_1792cQ4R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
96,Magnesium Dataset,final_images/,am50_5p0_1770cQ1R1.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
97,Magnesium Dataset,final_images/,am50_5p0_1770cQ1R2.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
98,Magnesium Dataset,final_images/,am50_5p0_1770cQ1R3.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
99,Magnesium Dataset,final_images/,am50_5p0_1770cQ1R4.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
100,Magnesium Dataset,final_images/,am50_5p0_1770cQ2R1.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
101,Magnesium Dataset,final_images/,am50_5p0_1770cQ2R2.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
102,Magnesium Dataset,final_images/,am50_5p0_1770cQ2R3.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
103,Magnesium Dataset,final_images/,am50_5p0_1770cQ2R4.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
104,Magnesium Dataset,final_images/,am50_5p0_1770cQ3R1.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
105,Magnesium Dataset,final_images/,am50_5p0_1770cQ3R2.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
106,Magnesium Dataset,final_images/,am50_5p0_1770cQ3R3.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
107,Magnesium Dataset,final_images/,am50_5p0_1770cQ3R4.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
108,Magnesium Dataset,final_images/,am50_5p0_1770cQ4R1.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
109,Magnesium Dataset,final_images/,am50_5p0_1770cQ4R2.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
110,Magnesium Dataset,final_images/,am50_5p0_1770cQ4R3.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
111,Magnesium Dataset,final_images/,am50_5p0_1770cQ4R4.png,AM50,109,89.951028403526,10,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
112,Magnesium Dataset,final_images/,am50_5p0_1796cQ1R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
113,Magnesium Dataset,final_images/,am50_5p0_1796cQ1R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
114,Magnesium Dataset,final_images/,am50_5p0_1796cQ1R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
115,Magnesium Dataset,final_images/,am50_5p0_1796cQ1R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
116,Magnesium Dataset,final_images/,am50_5p0_1796cQ2R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
117,Magnesium Dataset,final_images/,am50_5p0_1796cQ2R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
118,Magnesium Dataset,final_images/,am50_5p0_1796cQ2R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
119,Magnesium Dataset,final_images/,am50_5p0_1796cQ2R4.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
120,Magnesium Dataset,final_images/,am50_5p0_1796cQ3R1.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
121,Magnesium Dataset,final_images/,am50_5p0_1796cQ3R2.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
122,Magnesium Dataset,final_images/,am50_5p0_1796cQ3R3.png,AM50,109,112.329089128306,50,,,"Erin M. Deda, The Effect of Aluminum Content and Processing on the Tensile Behavior of High Pressure Die Cast Mg Alloys, 2017"
