Source,Image Name,Expected,Average Prediction
Magnesium Dataset,am50_2p5_1811,109.0,116.54166666666667
ASM Dataset,N07001 Aged-1,850.0,525.5833333333334
ASM Dataset,D3 QT-1,1550.0,1467.046511627907
Magnesium Dataset,am70_2p5_f_1606,127.0,126.3970588235294
Magnesium Dataset,am40_2p5_1724,107.0,108.21428571428571
ASM Dataset,2618 T4-3,450.0,576.6686046511628
ASM Dataset,R56400 A-2,830.0,843.1916666666667
Magnesium Dataset,am50_5p0_1792,109.0,105.01219512195122
ASM Dataset,AZ63A T4-2,85.0,184.6851851851852
ASM Dataset,1117 Normalized-1,305.0,229.09027777777777
ASM Dataset,C61800-4,310.0,404.3152173913044
ASM Dataset,C26000 A-1,140.0,222.60897435897436
ASM Dataset,2014-T6-2,483.0,414.4256756756757
ASM Dataset,C61300 M20-2,240.0,260.4864864864865
ASM Dataset,R54620-3,910.0,791.9821428571429
ASM Dataset,C11000 M20-5,77.0,152.28571428571428
ASM Dataset,C26000 A-3,140.0,162.3125
ASM Dataset,CN-7M As Cast-1,275.0,295.9244186046512
Magnesium Dataset,am70_5p0_f_e_1583,127.0,136.09146341463415
ASM Dataset,2014-T4-1,290.0,258.95108695652175
Magnesium Dataset,am60_5p0_1657,120.0,122.36111111111111
ASM Dataset,QE22A T6-2,190.0,264.14375
ASM Dataset,CA15 Tempered at 1200F-3,690.0,705.7428571428571
Magnesium Dataset,am70_5p0_f_e_1579,127.0,127.15555555555555
ASM Dataset,356-0-T6-3,152.0,186.29861111111111
ASM Dataset,C12500 M20-1,75.0,271.70098039215685
ASM Dataset,319-0-S1,185.0,226.34259259259258
ASM Dataset,2024 T3-3,290.0,246.40277777777777
ASM Dataset,CA6NM Tempered-1,690.0,568.2717391304348
ASM Dataset,ASTM A537 Grade B QT-3,415.0,389.8181818181818
Magnesium Dataset,am70_5p0_f_e_1578,127.0,118.58888888888889
Magnesium Dataset,am70_2p5_f_1619,127.0,129.41860465116278
ASM Dataset,718 HTA-1,1000.0,706.8223684210526
ASM Dataset,CN-7M As Cast-2,275.0,303.9916666666667
Magnesium Dataset,am50_2p5_1810,109.0,107.5609756097561
Magnesium Dataset,am40_2p5_1736,107.0,116.03
ASM Dataset,440C Temper 2-1,1865.0,1002.8197674418604
ASM Dataset,SAF 2205 Annealed-1,500.0,495.96794871794873
ASM Dataset,MetalTek C86300-3,415.0,395.58522727272725
ASM Dataset,L-605 ColdW-1,1600.0,1023.8875
Magnesium Dataset,am60_2p5_1690,120.0,113.41025641025641
ASM Dataset,Class 30 As Cast-5,130.0,447.5755813953488
ASM Dataset,ASTM 897M 1200-850-04 As Cast-1,1100.0,893.077380952381
ASM Dataset,2219 T6-1,250.0,316.8888888888889
ASM Dataset,5083 H112-1,190.0,220.08928571428572
ASM Dataset,9310 Normalized-1,570.0,646.3541666666666
ASM Dataset,356-0-6,100.0,138.94871794871796
ASM Dataset,Discaloy STA-1,730.0,582.8482142857143
ASM Dataset,356-0-1,100.0,136.93243243243242
Magnesium Dataset,am40_2p5_1726,107.0,113.92857142857143
ASM Dataset,304 Quarter Hard-1,515.0,518.5340909090909
ASM Dataset,A286 STA-1,759.0,580.3488372093024
Magnesium Dataset,am40_5p0_1692,107.0,105.99545454545455
Magnesium Dataset,am40_2p5_1728,107.0,119.88125
Magnesium Dataset,am40_5p0_1713,107.0,109.85975609756098
Magnesium Dataset,am40_2p5_1757,107.0,108.355
ASM Dataset,N07001 HTA-4,897.0,725.3939393939394
ASM Dataset,F33800 As Cast-1,410.0,325.4817073170732
Magnesium Dataset,am50_5p0_1779,109.0,103.9296875
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-A,1050.0,1072.24375
Magnesium Dataset,am60_2p5_1674,120.0,120.08333333333333
ASM Dataset,7050 T73652-3,455.0,455.828125
ASM Dataset,17-4 PH HT-1,985.0,892.0975609756098
Magnesium Dataset,am70_5p0_f_e_1567,127.0,129.70833333333334
ASM Dataset,MP35N ColdW-1,1413.0,1242.310606060606
ASM Dataset,G3000 As Cast-2,150.0,158.3154761904762
ASM Dataset,C95500-1,395.0,516.0540540540541
Magnesium Dataset,am50_5p0_1782,109.0,106.1590909090909
ASM Dataset,C61300 M20-1,240.0,437.0431034482759
ASM Dataset,C86300-5,460.0,315.8557692307692
ASM Dataset,356-0-5,100.0,186.9558823529412
ASM Dataset,N07001 HTA-3,897.0,771.585
Magnesium Dataset,am40_5p0_1714,107.0,107.19871794871794
ASM Dataset,7050 T73652-2,455.0,473.5365853658537
ASM Dataset,Class 30 As Cast-3,130.0,228.43589743589743
ASM Dataset,ASTM A515 Grade 70-1,265.0,316.3378378378378
ASM Dataset,Muntz Metal-1,110.0,147.42948717948718
Magnesium Dataset,am40_2p5_1766,107.0,114.9921875
ASM Dataset,4140 Normalized-1,635.0,488.97972972972974
ASM Dataset,AL-6XN-1,370.0,217.80851063829786
Magnesium Dataset,am50_2p5_1820,109.0,112.84285714285714
ASM Dataset,C93200-2,130.0,145.47619047619048
ASM Dataset,ASTM A537 Grade A Normalized-2,330.0,311.12179487179486
ASM Dataset,330 Annealed-1,290.0,466.8071428571429
ASM Dataset,C95500 as Cast-1,320.0,367.8541666666667
Magnesium Dataset,am50_2p5_1821,109.0,118.49137931034483
ASM Dataset,C93700-1,115.0,169.98936170212767
Magnesium Dataset,am70_2p5_f_1607,127.0,123.33974358974359
ASM Dataset,Discaloy STA-2,730.0,555.1586538461538
Magnesium Dataset,am50_2p5_1822,109.0,118.25641025641026
ASM Dataset,201-0T7-1,400.0,336.1530612244898
Magnesium Dataset,am60_2p5_1678,120.0,118.58783783783784
Magnesium Dataset,am60_2p5_1683,120.0,112.7
Magnesium Dataset,am70_5p0_f_1559,127.0,114.67613636363636
ASM Dataset,Class 30 As Cast-4,130.0,176.47297297297297
Magnesium Dataset,am70_5p0_f_1558,127.0,121.86486486486487
ASM Dataset,C26000 A-9,140.0,132.6875
Magnesium Dataset,am60_2p5_1668,120.0,123.125
ASM Dataset,AZ92A T6-2,140.0,191.3684210526316
Magnesium Dataset,am40_2p5_1759,107.0,113.99285714285715
ASM Dataset,AZ92A T6-1,140.0,201.29891304347825
ASM Dataset,C70600 A-2,100.0,150.95
ASM Dataset,CA15 Tempered at 1200F-1,690.0,589.1428571428571
ASM Dataset,5456 Annealed-1,159.0,284.3970588235294
Magnesium Dataset,am60_5p0_1651,120.0,115.7554347826087
ASM Dataset,C83600-1,95.0,254.734375
ASM Dataset,A357-0-T61-1,250.0,237.86309523809524
Magnesium Dataset,am50_5p0_1794,109.0,112.33333333333333
Magnesium Dataset,am40_2p5_1740,107.0,115.45270270270271
ASM Dataset,O6 Annealed-1,410.0,263.4222222222222
ASM Dataset,ASTM A537 Grade A Normalized-4,330.0,316.3809523809524
ASM Dataset,ZK60A T5-1,230.0,229.359375
ASM Dataset,C90300-3,125.0,194.97058823529412
ASM Dataset,R58010 STA-1,1100.0,617.140350877193
ASM Dataset,MetalTek C86300-1,415.0,496.9605263157895
Magnesium Dataset,am40_2p5_1747,107.0,113.6086956521739
Magnesium Dataset,am40_2p5_1735,107.0,108.39864864864865
ASM Dataset,C90300-4,125.0,142.3048780487805
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-A,1050.0,1039.5813953488373
ASM Dataset,C63200 TQ50-2,350.0,298.5585106382979
Magnesium Dataset,am40_2p5_1750,107.0,111.7890625
Magnesium Dataset,am50_5p0_1795,109.0,110.86309523809524
Magnesium Dataset,am70_5p0_f_e_1573,127.0,125.87142857142857
ASM Dataset,7050 T73652-1,455.0,442.51785714285717
ASM Dataset,201-0T7-2,400.0,281.39166666666665
ASM Dataset,8740 Tempered-1,1060.0,845.0904255319149
ASM Dataset,HM21A T8-1,170.0,406.6909090909091
Magnesium Dataset,am50_2p5_1815,109.0,116.16129032258064
ASM Dataset,W1 Annealed-2,330.0,409.0243902439024
ASM Dataset,4140 A Furnace Cooled-1,415.0,442.3
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-2000x,1050.0,1055.3714285714286
ASM Dataset,C95500 as Cast-2,320.0,371.47058823529414
Magnesium Dataset,am70_5p0_f_e_1572,127.0,135.36458333333334
ASM Dataset,5457 Annealed-2,48.0,97.17763157894737
ASM Dataset,N07001 HTA-2,897.0,614.0913461538462
ASM Dataset,301 Sixteenth Hard-1,350.0,438.92
ASM Dataset,C51000 A-1,130.0,179.72368421052633
ASM Dataset,C97600-3,140.0,156.08064516129033
Magnesium Dataset,am50_5p0_1781,109.0,99.93333333333334
ASM Dataset,C70600 A-1,100.0,199.50675675675674
ASM Dataset,R56400 Plate A-3,828.0,531.47
ASM Dataset,4130 Normalized-1,435.0,370.0113636363636
ASM Dataset,TRIP 780 Cold Rolled-1,500.0,311.33
Magnesium Dataset,am40_5p0_1719,107.0,111.65697674418605
ASM Dataset,ASTM A27 Annealed-2,205.0,228.68589743589743
Magnesium Dataset,am70_5p0_f_e_1576,127.0,131.88690476190476
Magnesium Dataset,am50_5p0_1796,109.0,112.09848484848484
ASM Dataset,C85700-2,110.0,329.31944444444446
ASM Dataset,R54620-6,910.0,878.9659090909091
Magnesium Dataset,am70_2p5_f_1620,127.0,127.97596153846153
ASM Dataset,C97600-5,140.0,134.0174418604651
ASM Dataset,C10200 A-1,90.0,166.96818181818182
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,1050.0,1140.6666666666667
ASM Dataset,R54620-5,910.0,909.3020833333334
Magnesium Dataset,am50_2p5_1823,109.0,115.0
ASM Dataset,2024 T3-1,290.0,274.4296875
Magnesium Dataset,am70_5p0_f_1557,127.0,134.19791666666666
Magnesium Dataset,am70_5p0_f_e_1570,127.0,131.01063829787233
ASM Dataset,AZ80A T5-1,230.0,283.8385416666667
ASM Dataset,C61800-1,310.0,731.89375
ASM Dataset,2014-T4-2,290.0,292.3720930232558
Magnesium Dataset,am70_5p0_f_e_1574,127.0,122.03125
ASM Dataset,301 Quarter Hard-1,590.0,770.5548780487804
Magnesium Dataset,am50_5p0_1787,109.0,104.59895833333333
ASM Dataset,C17510 A-1,120.0,302.1755319148936
ASM Dataset,430 Annealed-1,260.0,256.8125
ASM Dataset,C26000 A-6,140.0,167.9857142857143
ASM Dataset,242-0-1,120.0,133.60294117647058
Magnesium Dataset,am60_5p0_edge_1634,120.0,120.8953488372093
ASM Dataset,304 Annealed-2,230.0,232.125
Magnesium Dataset,am70_2p5_f_1610,127.0,133.10526315789474
Magnesium Dataset,am40_2p5_1741,107.0,120.7875
Magnesium Dataset,am50_5p0_1798,109.0,104.91891891891892
ASM Dataset,1020 Hot Rolled-1,205.0,215.2093023255814
Magnesium Dataset,am60_5p0_edge_1627,120.0,113.89893617021276
ASM Dataset,ZK60A F-1,230.0,319.07954545454544
Magnesium Dataset,am60_5p0_1652,120.0,111.63888888888889
Magnesium Dataset,am60_5p0_1645,120.0,121.2125
Magnesium Dataset,am40_5p0_1700,107.0,100.84313725490196
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,396.14473684210526
ASM Dataset,R54620 HT-1,895.0,945.8963414634146
Magnesium Dataset,am50_2p5_1818,109.0,114.14285714285714
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,1050.0,1045.36875
Magnesium Dataset,am50_5p0_1784,109.0,106.40217391304348
Magnesium Dataset,am60_2p5_1685,120.0,111.70918367346938
Magnesium Dataset,am50_5p0_1793,109.0,102.84027777777777
ASM Dataset,AZ91C F-1,83.0,112.40789473684211
ASM Dataset,Class 30 As Cast-2,130.0,224.3397435897436
ASM Dataset,R50700 A-4,590.0,514.6666666666666
ASM Dataset,C85200-2,95.0,176.68382352941177
Magnesium Dataset,am70_5p0_f_1556,127.0,133.7722222222222
Magnesium Dataset,am50_5p0_1769,109.0,109.29411764705883
Magnesium Dataset,am40_5p0_1721,107.0,101.26923076923077
Magnesium Dataset,am40_2p5_1749,107.0,116.07432432432432
ASM Dataset,409 Annealed-1,200.0,201.77325581395348
ASM Dataset,R56400 STA-1,1100.0,844.29375
Magnesium Dataset,am60_2p5_1687,120.0,115.07575757575758
Magnesium Dataset,am50_5p0_1770,109.0,109.36842105263158
ASM Dataset,1015 Cold Drawn-1,325.0,389.8939393939394
ASM Dataset,316L Annealed-2,190.0,165.6341463414634
ASM Dataset,356-0-4,100.0,119.32692307692308
ASM Dataset,2024 T3-2,290.0,257.9144736842105
Magnesium Dataset,am60_2p5_1659,120.0,127.99166666666666
ASM Dataset,F33100 As Cast-1,310.0,292.40555555555557
Magnesium Dataset,am40_5p0_1720,107.0,110.69767441860465
Magnesium Dataset,am40_2p5_1742,107.0,112.125
ASM Dataset,R56400 Forging A-1,860.0,622.3392857142857
ASM Dataset,238-0-1,210.0,174.96621621621622
Magnesium Dataset,am40_2p5_1745,107.0,112.17934782608695
ASM Dataset,4140 HTQT595-1,1025.0,825.1394230769231
ASM Dataset,2618 T4-1,450.0,364.02906976744185
Magnesium Dataset,am40_2p5_1734,107.0,108.11428571428571
ASM Dataset,440C Annealed-1,450.0,769.6973684210526
Magnesium Dataset,am60_2p5_1665,120.0,119.0965909090909
ASM Dataset,R54810 HT-4,1070.0,954.8879310344828
ASM Dataset,17-7 PH Annealed-2,430.0,502.6860465116279
ASM Dataset,C95400 as Cast-1,240.0,223.65853658536585
Magnesium Dataset,am60_5p0_1650,120.0,118.0
Magnesium Dataset,am60_5p0_edge_1628,120.0,119.70833333333333
ASM Dataset,15-5 PH STA-1,1069.0,1072.1857142857143
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,1050.0,1039.8563829787233
ASM Dataset,ASTM A572 Grade 55-1,380.0,381.20454545454544
Magnesium Dataset,am60_2p5_1670,120.0,116.7872340425532
ASM Dataset,AZ91A F-1,160.0,285.90625
ASM Dataset,ASTM A285 Grade C-1,205.0,226.57954545454547
ASM Dataset,CA15 As Cast-2,450.0,405.9782608695652
ASM Dataset,2024 T6-2,345.0,375.3989361702128
ASM Dataset,1050 QT595-2,543.0,517.55
ASM Dataset,201 Stainless Steel Annealed-1,301.0,430.67763157894734
Magnesium Dataset,am70_2p5_f_1594,127.0,128.67613636363637
ASM Dataset,ASTM A106 grade B-1,240.0,283.655
Magnesium Dataset,am60_2p5_1669,120.0,117.39864864864865
ASM Dataset,MetalTek C86300-5,415.0,397.11875
ASM Dataset,C28000 M20-1,150.0,191.64705882352942
Magnesium Dataset,am40_2p5_1752,107.0,111.6436170212766
ASM Dataset,Ti-10-2-3 Sample 2-1,1195.0,1064.85
Magnesium Dataset,am70_5p0_f_e_1561,127.0,126.79651162790698
ASM Dataset,MetalTek C86300-4,415.0,567.6666666666666
Magnesium Dataset,am70_2p5_f_1613,127.0,124.47395833333333
ASM Dataset,C86300-7,460.0,407.9513888888889
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,1050.0,1026.8918918918919
ASM Dataset,C93700-4,115.0,151.4404761904762
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758.0,618.7430555555555
Magnesium Dataset,am70_2p5_f_1611,127.0,132.8546511627907
Magnesium Dataset,am50_2p5_1813,109.0,113.45348837209302
Magnesium Dataset,am50_5p0_1778,109.0,101.33333333333333
ASM Dataset,C11000 M20-2,77.0,162.8783783783784
Magnesium Dataset,am50_5p0_1799,109.0,109.71428571428571
ASM Dataset,NearTi-17 HT-1,1014.0,900.1625
ASM Dataset,Ti-10-2-3 Sample 3-1,1191.0,1128.6858974358975
ASM Dataset,4130 A Furnace Cooled-1,460.0,485.8353658536585
Magnesium Dataset,am70_2p5_f_1617,127.0,125.06875
ASM Dataset,QE22A T6-1,190.0,219.64743589743588
ASM Dataset,C11000 A-1,69.0,172.2171052631579
ASM Dataset,HM31A T5-1,270.0,403.55555555555554
Magnesium Dataset,am60_5p0_1648,120.0,115.51875
ASM Dataset,Ti-10-2-3 Sample 1-1,1207.0,1142.0064102564102
ASM Dataset,C90700-1,150.0,361.8170731707317
Magnesium Dataset,am60_5p0_edge_1632,120.0,118.57051282051282
Magnesium Dataset,am60_2p5_1658,120.0,118.36111111111111
ASM Dataset,Ti-10-2-3 Sample 4-1,1169.0,990.7743902439024
Magnesium Dataset,am70_5p0_f_e_1580,127.0,128.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-B,1050.0,991.1964285714286
ASM Dataset,C61800-3,310.0,308.787037037037
ASM Dataset,C85200-1,95.0,334.02222222222224
Magnesium Dataset,am50_5p0_1774,109.0,110.75806451612904
ASM Dataset,PH 13-8 Mo HTA-1,1379.0,907.7784090909091
ASM Dataset,C26000 A-7,140.0,163.3423913043478
Magnesium Dataset,am60_2p5_1689,120.0,113.19736842105263
ASM Dataset,C93200-1,130.0,218.27380952380952
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-B,1050.0,1055.625
Magnesium Dataset,am70_5p0_f_e_1582,127.0,128.65
Magnesium Dataset,am40_5p0_1693,107.0,110.0
ASM Dataset,ASTM A148 Normalized-1,460.0,397.9183673469388
Magnesium Dataset,am40_5p0_1695,107.0,102.98076923076923
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-250x,1050.0,1009.2894736842105
Magnesium Dataset,am40_2p5_1756,107.0,101.79761904761905
ASM Dataset,ASTM A27 Annealed-1,205.0,227.12121212121212
Magnesium Dataset,am40_5p0_1717,107.0,113.90116279069767
ASM Dataset,2024-O-2,95.0,204.91216216216216
ASM Dataset,7075 T7352-1,386.0,318.75
Magnesium Dataset,am40_2p5_1763,107.0,112.24479166666667
ASM Dataset,301 Full Hard-1,1080.0,1024.7635135135135
ASM Dataset,7075 Annealed-1,145.0,204.1904761904762
ASM Dataset,R56320 A-1,550.0,449.5337837837838
ASM Dataset,CA15 Tempered at 1200F-5,690.0,511.3333333333333
