Source,Alloy Name,Expected,Average Prediction
ASM Dataset,R54620 HT,895.0,922.9619565217391
ASM Dataset,ASTM A890 5A As Cast,515.0,387.12666666666667
ASM Dataset,302 Annealed,275.0,315.9047619047619
ASM Dataset,6061 T651,276.0,293.1842105263158
ASM Dataset,4140 HTQT595,1025.0,824.4425675675676
ASM Dataset,1020 Hot Rolled,205.0,215.33219178082192
ASM Dataset,8740 Tempered,1060.0,851.6944444444445
ASM Dataset,R58640 STA,1120.0,860.0489130434783
ASM Dataset,R56400 A2,900.0,747.2357954545455
ASM Dataset,C17510 A,120.0,287.6807228915663
ASM Dataset,R50400 A,340.0,351.9253246753247
ASM Dataset,A286 STA,759.0,564.2830882352941
ASM Dataset,L-605 ColdW,1600.0,1090.9454022988505
ASM Dataset,C10200 A,90.0,172.0275229357798
ASM Dataset,F33800 As Cast,410.0,306.52485380116957
ASM Dataset,O6 Annealed,410.0,288.42763157894734
ASM Dataset,356.0 T6,152.0,169.09346846846847
ASM Dataset,431 Annealed,655.0,648.5684210526316
ASM Dataset,319,96.5,274.17287234042556
ASM Dataset,301 Full Hard,1080.0,1025.875
ASM Dataset,R54520 A,840.0,616.7077464788732
ASM Dataset,Ti Grade 7 (CP) A,340.0,318.5954356846473
ASM Dataset,B443.0,41.39999999999999,112.84166666666667
ASM Dataset,C17510 AT,630.0,387.9601063829787
ASM Dataset,17-7 PH Annealed,430.0,448.83069620253167
ASM Dataset,SAF 2205 Annealed,500.0,464.40294117647056
Magnesium Dataset,AM70,127.0,127.25968227110359
ASM Dataset,ZH62A T5,170.0,217.3855421686747
ASM Dataset,R56320 A,550.0,425.7852941176471
ASM Dataset,ASTM A562 A,205.0,327.9559748427673
ASM Dataset,A357.0 T61,250.0,261.36764705882354
ASM Dataset,440B Tempered,1860.0,1460.161971830986
ASM Dataset,6151 T6,295.0,285.3506097560976
ASM Dataset,R56210 Hrolled,760.0,898.471875
ASM Dataset,440A Tempered,1650.0,1332.0
ASM Dataset,TRIP 780 Cold Rolled,500.0,314.8006756756757
ASM Dataset,N07713,690.0,491.9738562091503
ASM Dataset,ASTM A216 WCA Annealed,230.0,197.56606217616581
ASM Dataset,R56320 CWSR,724.0,711.3849206349206
ASM Dataset,ZK60A T5 Forged,215.0,220.67696629213484
ASM Dataset,17-4 PH HT,985.0,870.5811688311688
ASM Dataset,A356.0,83.0,86.13064516129032
ASM Dataset,AZ91C T6,130.0,333.80379746835445
ASM Dataset,R56400 STA,1100.0,818.7898936170212
ASM Dataset,Elgiloy A,510.0,548.3380681818181
ASM Dataset,4140 HTQT620,889.0,744.0602409638554
ASM Dataset,CA15 Tempered at 1200F,690.0,599.6860759493671
ASM Dataset,C443.0,100.0,160.6619318181818
ASM Dataset,301 Quarter Hard,590.0,773.3848684210526
ASM Dataset,N07001 HTA,897.0,662.2809278350516
ASM Dataset,ASTM A106 grade B,240.0,279.28205128205127
ASM Dataset,7075 T7352,386.0,294.4907975460123
ASM Dataset,1050 QT480,580.0,591.7687074829932
ASM Dataset,ASTM A537 Grade A Normalized,330.0,337.3888036809816
ASM Dataset,C18100 CWA,455.0,385.9760479041916
ASM Dataset,CA-6NM As Cast,550.0,513.8630136986301
ASM Dataset,C93200,130.0,182.4140127388535
ASM Dataset,ASTM A572 Grade 55,380.0,413.2916666666667
ASM Dataset,Ti-10-2-3 Sample 2,1195.0,1047.2578125
ASM Dataset,J92500,205.0,152.68382352941177
ASM Dataset,1015 Normalized,325.0,314.5131578947368
ASM Dataset,ZK60A T5,230.0,222.8370786516854
Magnesium Dataset,AM40,107.0,110.81517528568662
ASM Dataset,C14200 H55,230.0,197.41369047619048
ASM Dataset,3003 Annealed,41.0,142.5722891566265
ASM Dataset,HM21A T5,150.0,297.7972972972973
ASM Dataset,718 ColdWA,1455.0,1219.6538461538462
ASM Dataset,G3000 As Cast,150.0,212.6464968152866
ASM Dataset,4130 A Furnace Cooled,460.0,490.37890625
ASM Dataset,718 HTA,1000.0,674.5989702517162
ASM Dataset,316 Annealed,230.0,272.875
ASM Dataset,330 Annealed,290.0,465.1875
ASM Dataset,409 Annealed,200.0,199.71604938271605
ASM Dataset,W1 Annealed,330.0,323.4463087248322
ASM Dataset,AL-6XN,370.0,194.95486111111111
ASM Dataset,C28000 M20,150.0,202.89615384615385
ASM Dataset,17-7 PH CH900,1793.0,1222.8263157894737
ASM Dataset,ZK51A T5,150.0,210.3860759493671
ASM Dataset,ASTM 897M 1400-1100-01 As Cast,1240.0,926.6529411764706
ASM Dataset,ASTM A27 Annealed,205.0,227.7642857142857
ASM Dataset,C12500 M20,75.0,256.00373134328356
ASM Dataset,R54620,910.0,862.0434782608696
ASM Dataset,R56400 A,830.0,742.96974522293
ASM Dataset,CK-20 As Cast,195.0,339.59736842105264
ASM Dataset,1015 Cold Drawn,325.0,404.5239520958084
ASM Dataset,C95400 as Cast,240.0,232.3512658227848
ASM Dataset,238,210.0,169.21153846153845
ASM Dataset,C97600,140.0,157.1234375
ASM Dataset,C70600 A,100.0,166.0296875
ASM Dataset,15-5 PH STA,1069.0,1006.3260869565217
ASM Dataset,C26000 A,140.0,161.90088383838383
ASM Dataset,ASTM A537 Grade B QT,415.0,483.8589211618257
ASM Dataset,440C Temper 1,1900.0,1406.68
ASM Dataset,R50250 A,240.0,295.209375
ASM Dataset,ASTM A 542 class 2 QT,690.0,559.37106918239
ASM Dataset,430 Annealed,260.0,266.6694444444444
ASM Dataset,EZ33A T5,100.0,129.79518072289156
ASM Dataset,201 Stainless Steel Annealed,301.0,327.248322147651
ASM Dataset,HZ32A T5,90.0,142.03225806451613
ASM Dataset,5086 H34,255.0,351.9707792207792
ASM Dataset,Class 30 As Cast,130.0,247.41681901279708
ASM Dataset,443,48.300000000000004,137.375
ASM Dataset,410 Annealed,290.0,648.4791666666666
ASM Dataset,N07001 Aged,850.0,517.9005681818181
ASM Dataset,AZ80A T5,230.0,285.71753246753246
ASM Dataset,304 Quarter Hard,515.0,499.6759259259259
ASM Dataset,9310 Normalized,570.0,632.5033333333333
ASM Dataset,HM21A T8,170.0,431.8068181818182
ASM Dataset,1060 Hot Rolled,400.0,384.24831081081084
ASM Dataset,C61800,310.0,501.1294642857143
ASM Dataset,2218 T61,305.0,324.11176470588236
ASM Dataset,NearTi-17 HT,1014.0,891.3671875
ASM Dataset,C86300,460.0,430.8586030664395
ASM Dataset,8740 Annealed,380.0,462.1934523809524
ASM Dataset,QE22A T6,190.0,241.68548387096774
ASM Dataset,ASTM 897M 1200-850-04 As Cast,1100.0,882.2065217391304
ASM Dataset,431 Tempered,800.0,890.8235294117648
ASM Dataset,C90300,125.0,182.53217821782178
ASM Dataset,Discaloy STA,730.0,559.577868852459
ASM Dataset,R56260 A,1020.0,859.5854430379746
ASM Dataset,5160 QT,1005.0,848.9875
ASM Dataset,C11000 A,69.0,153.93789808917197
ASM Dataset,AZ63A T4,85.0,148.73170731707316
ASM Dataset,PH 13-8 Mo HTA,1379.0,888.7133333333334
ASM Dataset,AZ91C F,83.0,111.8586956521739
ASM Dataset,222,140.0,179.2443181818182
ASM Dataset,440C Temper 2,1865.0,1013.5324675324675
ASM Dataset,8617 A,320.0,272.984375
ASM Dataset,A10 Annealed,470.0,481.71276595744683
Magnesium Dataset,AM50,109.0,109.3124872579001
ASM Dataset,7050 T73652,455.0,450.68904958677683
ASM Dataset,R54810 HT,1070.0,926.2481572481572
ASM Dataset,CN-7M As Cast,275.0,324.4806338028169
ASM Dataset,C95500 as Cast,320.0,361.29891304347825
ASM Dataset,C90700,150.0,285.3833333333333
ASM Dataset,C95500,395.0,499.95786516853934
ASM Dataset,2618 T4,450.0,401.06656346749224
ASM Dataset,R58010 ST,830.0,418.82758620689657
ASM Dataset,R30075 HIP,840.0,823.1056338028169
ASM Dataset,R56400 A1,805.0,755.1483516483516
ASM Dataset,4118 QT,620.0,454.8419540229885
ASM Dataset,2024 Annealed,95.0,146.9318181818182
ASM Dataset,C11000 M20,77.0,134.39618644067798
ASM Dataset,1100 Annealed,34.5,322.49
ASM Dataset,309 Annealed,275.0,263.01013513513516
ASM Dataset,N30002,275.0,206.53125
ASM Dataset,ASTM A36 As Rolled,250.0,256.2962962962963
ASM Dataset,8620 Normalized,360.0,482.4869791666667
ASM Dataset,1117 Normalized,305.0,227.89743589743588
ASM Dataset,2219 T6,250.0,319.5843373493976
Magnesium Dataset,AM60,120.0,116.16790693293143
ASM Dataset,F33100 As Cast,310.0,275.81176470588235
ASM Dataset,413,130.0,245.4375
ASM Dataset,ASTM A216 WCB Normalized,280.0,238.5166015625
ASM Dataset,C85700,110.0,294.5248226950355
ASM Dataset,MetalTek C86300,415.0,446.25367647058823
ASM Dataset,R30155 STQ,384.0,345.36046511627904
ASM Dataset,440C Annealed,450.0,783.9505813953489
ASM Dataset,5457 Annealed,48.0,97.46894409937889
ASM Dataset,17-7 PH TH1050,1276.0,852.9382352941177
ASM Dataset,355.0 T6,185.0,222.59876543209876
ASM Dataset,N07750 HTA,655.0,646.9181818181818
ASM Dataset,520.0 T4,152.0,273.1977401129943
ASM Dataset,MP35N ColdW,1413.0,1235.134375
ASM Dataset,Ti-10-2-3 Sample 1,1207.0,1141.126582278481
ASM Dataset,5083 H112,190.0,217.78201219512195
ASM Dataset,R56210 A,760.0,726.85
