Source,Image Name,Expected,Average Prediction
ASM Dataset,ASTM A537 Grade A Normalized-4,330.0,351.25
Magnesium Dataset,am50_2p5_1805,109.0,121.125
Magnesium Dataset,am50_2p5_1823,109.0,113.25
ASM Dataset,Class 30 As Cast-4,130.0,158.625
Magnesium Dataset,am40_2p5_1764,107.0,121.25
ASM Dataset,304 Annealed-1,230.0,237.5
Magnesium Dataset,am60_2p5_1683,120.0,118.5
ASM Dataset,2024-O-2,95.0,167.58333333333334
Magnesium Dataset,am50_2p5_1808,109.0,100.75
Magnesium Dataset,am70_2p5_f_1611,127.0,142.79166666666666
ASM Dataset,R50700 A-3,590.0,532.7142857142857
ASM Dataset,ASTM A537 Grade B QT-2,415.0,452.5
Magnesium Dataset,am50_5p0_1794,109.0,113.25
ASM Dataset,C83600-2,95.0,116.4
ASM Dataset,ASTM A216 WCB Normalized-2,280.0,236.41666666666666
Magnesium Dataset,am70_2p5_f_1617,127.0,124.375
ASM Dataset,Ti Grade 7 (CP) A-3,340.0,420.0625
ASM Dataset,R50700 A-1,590.0,589.9375
ASM Dataset,8740 Annealed-1,380.0,448.82142857142856
ASM Dataset,410 Tempered at 453c-1,920.0,920.9375
ASM Dataset,C35000-2,90.0,224.375
ASM Dataset,440C Temper 2-1,1865.0,965.6785714285714
ASM Dataset,C85200-4,95.0,135.95833333333334
ASM Dataset,MP35N ColdW-1,1413.0,1289.9375
ASM Dataset,AZ63A T4-1,85.0,119.5625
Magnesium Dataset,am60_2p5_1661,120.0,126.66666666666667
ASM Dataset,2014-T6-3,483.0,484.1666666666667
ASM Dataset,9310 Normalized-1,570.0,734.75
ASM Dataset,C63200 TQ50-1,350.0,470.375
Magnesium Dataset,am60_5p0_1639,120.0,127.5
ASM Dataset,5657 Annealed-1,40.0,87.0
ASM Dataset,356-0-5,100.0,165.54166666666666
ASM Dataset,C85200-1,95.0,395.625
Magnesium Dataset,am40_2p5_1736,107.0,127.4375
ASM Dataset,R56400 Plate A-2,828.0,847.4583333333334
ASM Dataset,C93700-4,115.0,132.5
ASM Dataset,CA6NM Tempered-2,690.0,526.4375
Magnesium Dataset,am60_5p0_1645,120.0,117.78571428571429
ASM Dataset,201-0T7-1,400.0,379.6666666666667
ASM Dataset,C63200 TQ50-2,350.0,288.6666666666667
ASM Dataset,440A Tempered-1,1650.0,1397.125
Magnesium Dataset,am40_2p5_1753,107.0,126.75
ASM Dataset,CK-20 As Cast-1,195.0,314.375
ASM Dataset,356-0-T51-1,110.0,146.9375
Magnesium Dataset,am70_5p0_f_e_1564,127.0,140.0
ASM Dataset,PH 13-8 Mo HTA-1,1379.0,651.15
ASM Dataset,N07001 HTA-2,897.0,440.125
Magnesium Dataset,am50_5p0_1775,109.0,116.70833333333333
ASM Dataset,R50700 A-4,590.0,514.125
ASM Dataset,1050 QT595-1,543.0,724.5625
ASM Dataset,1117 Normalized-1,305.0,225.16666666666666
Magnesium Dataset,am40_5p0_1716,107.0,115.75
Magnesium Dataset,am60_2p5_1685,120.0,111.875
ASM Dataset,C12500 M20-1,75.0,280.0357142857143
Magnesium Dataset,am60_5p0_1642,120.0,123.1875
ASM Dataset,C61800-3,310.0,300.4166666666667
ASM Dataset,R56320 A-1,550.0,437.125
ASM Dataset,520-0-T4-1,152.0,500.75
Magnesium Dataset,am50_2p5_1818,109.0,105.5
Magnesium Dataset,am40_2p5_1733,107.0,116.4
ASM Dataset,R56400 A-1,830.0,646.1875
ASM Dataset,Ti Grade 7 (CP) A-1,340.0,205.45833333333334
Magnesium Dataset,am40_2p5_1750,107.0,114.0
ASM Dataset,C11000 M20-3,77.0,161.375
Magnesium Dataset,am70_5p0_f_1554,127.0,130.41666666666666
ASM Dataset,301 Quarter Hard-1,590.0,884.8333333333334
Magnesium Dataset,am60_5p0_edge_1630,120.0,121.375
ASM Dataset,N07713-1,690.0,520.5
Magnesium Dataset,am40_5p0_1697,107.0,127.0
ASM Dataset,440B Tempered-1,1860.0,1730.0
ASM Dataset,R56320 CWSR-1,724.0,738.0833333333334
Magnesium Dataset,am40_2p5_1740,107.0,117.45
ASM Dataset,C86300-7,460.0,427.57142857142856
ASM Dataset,R56400 Plate A-1,828.0,789.6875
ASM Dataset,ASTM A216 WCB Normalized-3,280.0,227.16666666666666
Magnesium Dataset,am70_5p0_f_e_1562,127.0,119.46875
ASM Dataset,316 Annealed-3,230.0,248.85
ASM Dataset,ASTM A27 As Cast-1,230.0,212.35
ASM Dataset,Ti-10-2-3 Sample 3-1,1191.0,1095.25
Magnesium Dataset,am40_2p5_1722,107.0,100.5
ASM Dataset,C26000 A-6,140.0,206.25
Magnesium Dataset,am50_2p5_1814,109.0,118.14285714285714
Magnesium Dataset,am60_5p0_edge_1626,120.0,109.9375
Magnesium Dataset,am60_2p5_1670,120.0,119.95
ASM Dataset,1015 Normalized-1,325.0,338.625
ASM Dataset,319-0-1,96.5,328.875
ASM Dataset,242-0-1,120.0,131.25
ASM Dataset,ASTM A216 WCA Annealed-1,230.0,189.3
ASM Dataset,ZK60A T5-1,230.0,219.0
Magnesium Dataset,am70_2p5_f_1612,127.0,131.875
ASM Dataset,4130 A Furnace Cooled-1,460.0,457.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-C,896.0,895.85
ASM Dataset,R54620-6,910.0,822.0
ASM Dataset,409 Annealed-1,200.0,207.0
Magnesium Dataset,am50_5p0_1769,109.0,123.75
ASM Dataset,17-7 PH Annealed-1,430.0,492.75
ASM Dataset,356-0-2,100.0,266.0
ASM Dataset,Class 30 As Cast-1,130.0,543.5
Magnesium Dataset,am70_2p5_f_1598,127.0,141.0
Magnesium Dataset,am40_5p0_1692,107.0,111.0
Magnesium Dataset,am70_2p5_f_1620,127.0,128.15
ASM Dataset,R50250 A-1,240.0,267.5
ASM Dataset,C93700-3,115.0,135.54166666666666
Magnesium Dataset,am40_2p5_1747,107.0,114.14285714285714
Magnesium Dataset,am50_2p5_1816,109.0,114.79166666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,896.0,860.6666666666666
Magnesium Dataset,am50_5p0_1773,109.0,146.33333333333334
Magnesium Dataset,am40_5p0_1714,107.0,104.6875
ASM Dataset,309 Annealed-1,275.0,254.08333333333334
ASM Dataset,2024 T3-4,290.0,232.9375
ASM Dataset,C90300-1,125.0,245.4375
Magnesium Dataset,am40_2p5_1732,107.0,104.25
ASM Dataset,Class 30 As Cast-2,130.0,217.75
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,369.0625
ASM Dataset,C90700-1,150.0,359.875
ASM Dataset,R56400 A1-1,805.0,839.0625
ASM Dataset,2024-O-1,95.0,122.5
Magnesium Dataset,am50_5p0_1785,109.0,110.1
Magnesium Dataset,am70_5p0_f_e_1563,127.0,121.25
ASM Dataset,304 Quarter Hard-1,515.0,566.25
ASM Dataset,Class 30 As Cast-3,130.0,211.66666666666666
Magnesium Dataset,am70_5p0_f_e_1571,127.0,125.375
Magnesium Dataset,am70_5p0_f_e_1568,127.0,130.9375
Magnesium Dataset,am70_5p0_f_e_1576,127.0,132.625
ASM Dataset,ZK60A T5 Forged-1,215.0,221.60714285714286
ASM Dataset,C85200-2,95.0,170.7
Magnesium Dataset,am60_2p5_1678,120.0,118.78571428571429
ASM Dataset,C90700-2,150.0,203.0
ASM Dataset,C26000 A-3,140.0,182.0
Magnesium Dataset,am60_5p0_edge_1628,120.0,131.875
ASM Dataset,316 Annealed-4,230.0,361.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-250x,896.0,875.3571428571429
Magnesium Dataset,am40_2p5_1767,107.0,110.9375
ASM Dataset,ASTM A562 A-2,205.0,279.60714285714283
ASM Dataset,C86300-5,460.0,585.0
ASM Dataset,C93200-1,130.0,185.27777777777777
Magnesium Dataset,am50_2p5_1804,109.0,112.35714285714286
Magnesium Dataset,am70_5p0_f_e_1565,127.0,123.1
Magnesium Dataset,am40_5p0_1713,107.0,111.5
Magnesium Dataset,am40_5p0_1696,107.0,111.70833333333333
ASM Dataset,C51000 A-1,130.0,250.9375
ASM Dataset,2218 T61-1,305.0,372.5
ASM Dataset,AZ63A T4-2,85.0,146.53571428571428
ASM Dataset,J92701-1,280.0,256.1666666666667
Magnesium Dataset,am50_5p0_1783,109.0,106.75
ASM Dataset,C86300-3,460.0,414.3333333333333
ASM Dataset,CA-6NM As Cast-1,550.0,458.0
Magnesium Dataset,am40_2p5_1754,107.0,103.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,896.0,860.75
Magnesium Dataset,am60_2p5_1664,120.0,119.225
ASM Dataset,410 Annealed-1,290.0,789.85
ASM Dataset,5457 Annealed-2,48.0,117.25
Magnesium Dataset,am50_2p5_1810,109.0,113.1875
ASM Dataset,AZ92A T6-2,140.0,200.0
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-C,896.0,948.375
Magnesium Dataset,am70_5p0_f_e_1580,127.0,122.875
ASM Dataset,C26000 A-1,140.0,242.2
ASM Dataset,C90300-3,125.0,207.35
ASM Dataset,R56260 A-1,1020.0,939.625
ASM Dataset,316L Annealed-4,190.0,243.125
Magnesium Dataset,am50_5p0_1777,109.0,111.83333333333333
ASM Dataset,2618 T4-4,450.0,424.25
ASM Dataset,316 Annealed-2,230.0,254.9375
ASM Dataset,N13100-1,655.0,907.5
Magnesium Dataset,am60_5p0_1640,120.0,117.66666666666667
Magnesium Dataset,am60_5p0_edge_1633,120.0,119.71428571428571
Magnesium Dataset,am50_2p5_1802,109.0,103.83333333333333
Magnesium Dataset,am60_5p0_1636,120.0,105.25
ASM Dataset,C17510 A-1,120.0,297.25
ASM Dataset,A357-0-T61-1,250.0,238.0
Magnesium Dataset,am50_5p0_1779,109.0,104.5
Magnesium Dataset,am60_5p0_1647,120.0,119.3125
Magnesium Dataset,am70_2p5_f_1599,127.0,135.8
ASM Dataset,R56400 STA-1,1100.0,861.9166666666666
ASM Dataset,ASTM A516 Grade 70-1,260.0,318.39285714285717
Magnesium Dataset,am40_2p5_1762,107.0,111.65
ASM Dataset,316L Annealed-1,190.0,225.5
ASM Dataset,C86300-6,460.0,484.25
Magnesium Dataset,am70_2p5_f_1606,127.0,124.78571428571429
ASM Dataset,356-0-4,100.0,108.25
ASM Dataset,1015 Cold Drawn-2,325.0,502.75
ASM Dataset,CA15 Tempered at 1200F-5,690.0,497.32142857142856
Magnesium Dataset,am70_5p0_f_e_1578,127.0,121.25
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-D,896.0,911.3125
Magnesium Dataset,am50_5p0_1770,109.0,116.08333333333333
Magnesium Dataset,am60_5p0_edge_1625,120.0,126.16666666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-A,896.0,850.5833333333334
ASM Dataset,ASTM A537 Grade B QT-3,415.0,275.375
ASM Dataset,356-0-1,100.0,143.75
Magnesium Dataset,am50_5p0_1798,109.0,107.41666666666667
ASM Dataset,MetalTek C86300-5,415.0,469.6
ASM Dataset,ZK60A F-1,230.0,287.05
ASM Dataset,356-0-T6-2,152.0,196.5
Magnesium Dataset,am50_5p0_1782,109.0,109.35
ASM Dataset,C97600-3,140.0,158.3125
ASM Dataset,1060 Hot Rolled-2,400.0,370.8125
Magnesium Dataset,am70_5p0_f_e_1570,127.0,137.0
Magnesium Dataset,am70_2p5_f_1596,127.0,115.70833333333333
Magnesium Dataset,am60_2p5_1688,120.0,115.875
ASM Dataset,304 Annealed-2,230.0,229.875
ASM Dataset,N30002-1,275.0,233.125
ASM Dataset,4140 A Furnace Cooled-1,415.0,484.5
Magnesium Dataset,am70_5p0_f_e_1561,127.0,131.25
ASM Dataset,440A Annealed-1,448.0,544.6
Magnesium Dataset,am50_5p0_1791,109.0,108.8125
ASM Dataset,C85700-1,110.0,210.625
ASM Dataset,C26000 A-10,140.0,166.625
Magnesium Dataset,am40_2p5_1758,107.0,107.41666666666667
Magnesium Dataset,am60_2p5_1676,120.0,115.20833333333333
ASM Dataset,301 Full Hard-1,1080.0,1126.1944444444443
ASM Dataset,C97600-5,140.0,131.45
ASM Dataset,718 HTA-5,1000.0,532.3333333333334
ASM Dataset,Discaloy STA-1,730.0,483.7857142857143
Magnesium Dataset,am40_2p5_1768,107.0,115.42857142857143
Magnesium Dataset,am60_5p0_1651,120.0,116.875
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240.0,921.125
Magnesium Dataset,am50_2p5_1820,109.0,113.58333333333333
ASM Dataset,ASTM A285 Grade C-1,205.0,223.625
Magnesium Dataset,am50_5p0_1784,109.0,106.58333333333333
Magnesium Dataset,am60_5p0_edge_1623,120.0,107.0
Magnesium Dataset,am50_5p0_1771,109.0,108.41666666666667
ASM Dataset,356-0-3,100.0,158.91666666666666
ASM Dataset,AZ91A F-1,160.0,310.5
ASM Dataset,718 HTA-3,1000.0,898.5833333333334
Magnesium Dataset,am40_2p5_1751,107.0,117.41666666666667
Magnesium Dataset,am50_2p5_1817,109.0,120.625
ASM Dataset,ASTM A 542 class 2 QT-1,690.0,599.5
ASM Dataset,CA15 Tempered at 1200F-4,690.0,618.125
ASM Dataset,1100-O-1,34.5,313.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896.0,1029.75
Magnesium Dataset,am40_2p5_1738,107.0,116.54166666666667
ASM Dataset,ASTM A27 Annealed-2,205.0,223.625
ASM Dataset,430 Annealed-1,260.0,272.25
ASM Dataset,R54810 HT-2,1070.0,928.75
Magnesium Dataset,am50_5p0_1790,109.0,111.64285714285714
ASM Dataset,2024 T3-1,290.0,243.0
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-E,896.0,923.875
Magnesium Dataset,am50_5p0_1795,109.0,109.625
ASM Dataset,2014-T4-1,290.0,269.25
Magnesium Dataset,am70_5p0_f_1558,127.0,142.83333333333334
Magnesium Dataset,am60_5p0_edge_1631,120.0,116.3125
ASM Dataset,2014-T6-1,483.0,259.0
Magnesium Dataset,am70_5p0_f_1556,127.0,136.1875
ASM Dataset,718 HTA-4,1000.0,273.7916666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,896.0,906.1785714285714
Magnesium Dataset,am60_2p5_1662,120.0,122.9
ASM Dataset,C83600-1,95.0,247.2
Magnesium Dataset,am60_5p0_1650,120.0,127.125
Magnesium Dataset,am40_2p5_1735,107.0,114.25
Magnesium Dataset,am40_2p5_1760,107.0,113.83333333333333
ASM Dataset,MetalTek C86300-4,415.0,497.8333333333333
ASM Dataset,4130 Normalized-1,435.0,387.25
Magnesium Dataset,am60_5p0_1646,120.0,125.5625
ASM Dataset,R54620-5,910.0,906.1944444444445
Magnesium Dataset,am50_2p5_1815,109.0,113.75
ASM Dataset,ASTM A537 Grade B QT-1,415.0,560.71875
ASM Dataset,N07750 HTA-1,655.0,680.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-1000x,896.0,831.25
ASM Dataset,2024 T851-1,400.0,327.125
ASM Dataset,CA15 As Cast-1,450.0,519.5
ASM Dataset,1050 QT480-2,580.0,520.2916666666666
Magnesium Dataset,am40_2p5_1756,107.0,102.75
Magnesium Dataset,am60_2p5_1682,120.0,121.91666666666667
ASM Dataset,C26000 A-9,140.0,152.42857142857142
ASM Dataset,17-7 PH Annealed-2,430.0,550.0
ASM Dataset,5086 H34-1,255.0,342.75
Magnesium Dataset,am70_5p0_f_e_1584,127.0,135.1
ASM Dataset,A356-0-2,83.0,103.125
ASM Dataset,356-0-7,100.0,165.0625
ASM Dataset,5083 H112-1,190.0,229.54166666666666
Magnesium Dataset,am70_5p0_f_1553,127.0,148.6
Magnesium Dataset,am50_5p0_1774,109.0,118.125
Magnesium Dataset,am70_2p5_f_1610,127.0,134.75
ASM Dataset,440C Temper 1-1,1900.0,1383.84375
ASM Dataset,AZ91C T6-1,130.0,275.45
ASM Dataset,J92500-1,205.0,204.75
Magnesium Dataset,am70_2p5_f_1615,127.0,137.75
Magnesium Dataset,am70_5p0_f_e_1581,127.0,124.28571428571429
ASM Dataset,C14200 H55-1,230.0,226.2
Magnesium Dataset,am40_2p5_1759,107.0,114.5
ASM Dataset,2024 T3-3,290.0,270.7
ASM Dataset,718 HTA-1,1000.0,653.8333333333334
ASM Dataset,C26000 A-8,140.0,171.1875
Magnesium Dataset,am70_5p0_f_e_1572,127.0,136.75
Magnesium Dataset,am70_2p5_f_1619,127.0,127.54166666666667
ASM Dataset,AZ80A T5-1,230.0,313.0625
Magnesium Dataset,am60_5p0_1637,120.0,112.65
ASM Dataset,C11000 A-1,69.0,272.125
Magnesium Dataset,am40_2p5_1742,107.0,125.0
Magnesium Dataset,am70_5p0_f_e_1586,127.0,120.875
ASM Dataset,MetalTek C86300-1,415.0,517.5625
ASM Dataset,1060 Hot Rolled-1,400.0,395.25
Magnesium Dataset,am40_2p5_1749,107.0,118.14285714285714
ASM Dataset,G3000 As Cast-1,150.0,312.1666666666667
ASM Dataset,O6 Annealed-1,410.0,253.25
ASM Dataset,Ti-10-2-3 Sample 1-1,1207.0,1225.75
ASM Dataset,Ti-10-2-3 Sample 2-1,1195.0,1019.3333333333334
Magnesium Dataset,am40_5p0_1695,107.0,105.45
Magnesium Dataset,am40_2p5_1741,107.0,113.83333333333333
ASM Dataset,7050 T73652-1,455.0,425.25
Magnesium Dataset,am60_2p5_1666,120.0,111.35
Magnesium Dataset,am60_5p0_1643,120.0,103.25
ASM Dataset,R56400 A2-2,900.0,839.1
Magnesium Dataset,am70_2p5_f_1597,127.0,124.25
ASM Dataset,C97600-4,140.0,211.66666666666666
ASM Dataset,AL-6XN-1,370.0,201.0
ASM Dataset,7075 Annealed-1,145.0,243.0
ASM Dataset,HM31A T5-1,270.0,495.85
Magnesium Dataset,am40_5p0_1720,107.0,112.0
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758.0,595.9375
Magnesium Dataset,am60_5p0_1657,120.0,123.25
Magnesium Dataset,am40_2p5_1728,107.0,130.125
ASM Dataset,ASTM A 542 class 2 QT-2,690.0,560.25
ASM Dataset,5083 H112-2,190.0,215.75
ASM Dataset,7050 T73652-2,455.0,470.84375
Magnesium Dataset,am50_2p5_1826,109.0,117.375
ASM Dataset,C70600 A-2,100.0,172.58333333333334
ASM Dataset,2024 T6-1,345.0,308.21875
ASM Dataset,ASTM A216 WCB Annealed-1,280.0,284.0833333333333
ASM Dataset,718 ColdWA-1,1455.0,1175.9166666666667
ASM Dataset,C10200 A-1,90.0,158.0
ASM Dataset,431 Annealed-1,655.0,521.875
ASM Dataset,7075 T7352-1,386.0,304.0
ASM Dataset,5160 QT-1,1005.0,1005.25
Magnesium Dataset,am60_2p5_1673,120.0,127.125
ASM Dataset,C11000 M20-4,77.0,113.82142857142857
ASM Dataset,Ti-10-2-3 Sample 4-1,1169.0,1006.05
ASM Dataset,Muntz Metal-1,110.0,147.3125
Magnesium Dataset,am40_2p5_1744,107.0,122.5
Magnesium Dataset,am60_5p0_1655,120.0,119.75
Magnesium Dataset,am60_2p5_1668,120.0,123.08333333333333
