Source,Image Name,Expected,Average Prediction
ASM Dataset,A356-0-1,83.0,101.75
Magnesium Dataset,am60_2p5_1680,120.0,108.75
Magnesium Dataset,am60_2p5_1672,120.0,122.0
ASM Dataset,17-7 PH CH900-1,1793.0,1326.75
ASM Dataset,201 Stainless Steel Annealed-2,301.0,293.5
Magnesium Dataset,am50_2p5_1801,109.0,109.0625
ASM Dataset,C18100 CWA-2,455.0,431.4375
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-E,896.0,879.4375
ASM Dataset,356-0-6,100.0,155.65
Magnesium Dataset,am40_2p5_1729,107.0,116.91666666666667
ASM Dataset,1050 QT480-1,580.0,687.3333333333334
ASM Dataset,520-0-T4-2,152.0,202.91666666666666
ASM Dataset,2219 T6-1,250.0,344.8125
ASM Dataset,C86300-2,460.0,484.5833333333333
ASM Dataset,N07750 HTA-2,655.0,678.75
ASM Dataset,C85200-3,95.0,211.5625
Magnesium Dataset,am60_5p0_1652,120.0,116.25
Magnesium Dataset,am50_5p0_1799,109.0,109.05
Magnesium Dataset,am40_5p0_1721,107.0,103.5
ASM Dataset,C90300-2,125.0,130.91666666666666
ASM Dataset,R50400 A-1,340.0,341.6875
Magnesium Dataset,am40_5p0_1698,107.0,110.6875
ASM Dataset,C26000 A-2,140.0,148.58333333333334
ASM Dataset,4140 HTQT595-1,1025.0,727.375
Magnesium Dataset,am60_5p0_1641,120.0,116.58333333333333
ASM Dataset,2024 T3-2,290.0,199.25
ASM Dataset,AZ92A T6-1,140.0,214.05
ASM Dataset,R58010 ST-1,830.0,408.1
Magnesium Dataset,am60_5p0_1648,120.0,114.5
ASM Dataset,C90300-4,125.0,131.25
ASM Dataset,R54520 A-1,840.0,503.25
Magnesium Dataset,am70_2p5_f_1613,127.0,138.1
ASM Dataset,316L Annealed-2,190.0,182.7
Magnesium Dataset,am60_5p0_edge_1632,120.0,118.25
ASM Dataset,CA6NM Tempered-3,690.0,557.2083333333334
ASM Dataset,ASTM A572 Grade 65-1,510.0,585.25
ASM Dataset,2618 T4-3,450.0,472.5
ASM Dataset,431 Tempered-1,800.0,954.0
ASM Dataset,Elgiloy A-1,510.0,478.2
ASM Dataset,ASTM A537 Grade A Normalized-3,330.0,372.4
ASM Dataset,B443-0-1,41.39999999999999,92.0
ASM Dataset,2014-T4-2,290.0,332.25
ASM Dataset,Class 30 As Cast-5,130.0,429.625
ASM Dataset,C97800-1,170.0,179.08333333333334
ASM Dataset,N07001 HTA-5,897.0,381.9166666666667
Magnesium Dataset,am70_2p5_f_1602,127.0,127.5
ASM Dataset,R30075 HIP-1,840.0,838.5
ASM Dataset,G3000 As Cast-2,150.0,153.0
Magnesium Dataset,am50_2p5_1829,109.0,110.35714285714286
Magnesium Dataset,am40_2p5_1752,107.0,111.20833333333333
ASM Dataset,4140 Normalized-1,635.0,403.5625
ASM Dataset,EZ33A T5-1,100.0,114.08333333333333
ASM Dataset,15-5 PH STA-1,1069.0,925.0416666666666
Magnesium Dataset,am50_5p0_1789,109.0,107.85
Magnesium Dataset,am70_5p0_f_e_1583,127.0,130.33333333333334
ASM Dataset,R56400 A2-1,900.0,684.9166666666666
ASM Dataset,C97600-2,140.0,184.41666666666666
Magnesium Dataset,am50_2p5_1825,109.0,110.5
Magnesium Dataset,am40_5p0_1694,107.0,116.4
ASM Dataset,AZ63A T6-1,120.0,186.25
ASM Dataset,A286 STA-1,759.0,453.0625
Magnesium Dataset,am60_2p5_1675,120.0,118.9375
ASM Dataset,C11000 A-2,69.0,131.4
ASM Dataset,308-0-1,110.0,126.875
ASM Dataset,7075 Annealed-2,145.0,178.33333333333334
ASM Dataset,MetalTek C86300-3,415.0,375.25
Magnesium Dataset,am60_2p5_1690,120.0,112.88888888888889
ASM Dataset,C61800-1,310.0,625.4375
Magnesium Dataset,am50_2p5_1812,109.0,130.91666666666666
ASM Dataset,17-4 PH HT-1,985.0,874.5
Magnesium Dataset,am70_2p5_f_1600,127.0,160.08333333333334
Magnesium Dataset,am50_2p5_1821,109.0,118.05
Magnesium Dataset,am60_2p5_1659,120.0,122.96875
Magnesium Dataset,am50_2p5_1822,109.0,111.58333333333333
Magnesium Dataset,am70_5p0_f_e_1588,127.0,121.0
ASM Dataset,355-0-T6-1,185.0,204.55
Magnesium Dataset,am70_2p5_f_1605,127.0,133.375
Magnesium Dataset,am70_5p0_f_e_1582,127.0,130.85
Magnesium Dataset,am60_5p0_1638,120.0,112.125
ASM Dataset,R56210 A-1,760.0,690.5
ASM Dataset,222-0-1,140.0,169.35
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-2000x,896.0,903.7142857142857
ASM Dataset,HM21A T8-1,170.0,478.3125
ASM Dataset,CN-7M As Cast-2,275.0,336.3
Magnesium Dataset,am50_5p0_1772,109.0,109.8125
ASM Dataset,C93700-2,115.0,208.79166666666666
ASM Dataset,C95400 as Cast-1,240.0,215.58333333333334
ASM Dataset,7050 T73652-3,455.0,451.6
ASM Dataset,ASTM A517 Grade B QT-2,655.0,804.25
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-1000x,896.0,987.5
Magnesium Dataset,am50_2p5_1830,109.0,109.625
Magnesium Dataset,am70_5p0_f_1557,127.0,158.75
ASM Dataset,R58640 STA-1,1120.0,878.25
Magnesium Dataset,am40_2p5_1727,107.0,117.92857142857143
Magnesium Dataset,am40_2p5_1761,107.0,115.58333333333333
ASM Dataset,C93700-1,115.0,131.75
Magnesium Dataset,am50_5p0_1787,109.0,104.25
ASM Dataset,ASTM A216 WCB Normalized-1,280.0,256.0833333333333
ASM Dataset,ASTM A562 A-1,205.0,429.0
ASM Dataset,ASTM A537 Grade A Normalized-4,330.0,292.3125
Magnesium Dataset,am50_2p5_1805,109.0,115.6875
Magnesium Dataset,am50_2p5_1823,109.0,120.16666666666667
ASM Dataset,Class 30 As Cast-4,130.0,175.25
ASM Dataset,304 Annealed-1,230.0,223.25
Magnesium Dataset,am60_2p5_1683,120.0,112.125
ASM Dataset,2024-O-2,95.0,161.16666666666666
Magnesium Dataset,am50_2p5_1808,109.0,107.5
Magnesium Dataset,am70_2p5_f_1611,127.0,142.96428571428572
ASM Dataset,R50700 A-3,590.0,517.8333333333334
ASM Dataset,ASTM A537 Grade B QT-2,415.0,479.625
Magnesium Dataset,am50_5p0_1794,109.0,109.08333333333333
ASM Dataset,C83600-2,95.0,214.1
ASM Dataset,ASTM A216 WCB Normalized-2,280.0,254.125
Magnesium Dataset,am70_2p5_f_1617,127.0,130.5
ASM Dataset,R50700 A-1,590.0,513.4166666666666
ASM Dataset,Ti Grade 7 (CP) A-3,340.0,403.875
ASM Dataset,8740 Annealed-1,380.0,456.5833333333333
ASM Dataset,410 Tempered at 453c-1,920.0,1130.75
ASM Dataset,C35000-2,90.0,223.75
ASM Dataset,440C Temper 2-1,1865.0,816.7
ASM Dataset,C85200-4,95.0,146.33333333333334
ASM Dataset,MP35N ColdW-1,1413.0,1374.4166666666667
ASM Dataset,AZ63A T4-1,85.0,111.3125
Magnesium Dataset,am60_2p5_1661,120.0,123.125
ASM Dataset,2014-T6-3,483.0,388.0833333333333
ASM Dataset,9310 Normalized-1,570.0,627.1
ASM Dataset,C63200 TQ50-1,350.0,431.5
ASM Dataset,5657 Annealed-1,40.0,108.5625
ASM Dataset,356-0-5,100.0,210.5
ASM Dataset,C85200-1,95.0,247.95
Magnesium Dataset,am40_2p5_1736,107.0,117.1875
ASM Dataset,R56400 Plate A-2,828.0,972.5833333333334
ASM Dataset,CA6NM Tempered-2,690.0,550.45
ASM Dataset,C93700-4,115.0,156.5
ASM Dataset,440A Tempered-1,1650.0,1057.875
ASM Dataset,201-0T7-1,400.0,347.125
ASM Dataset,C63200 TQ50-2,350.0,269.625
Magnesium Dataset,am60_5p0_1645,120.0,109.25
ASM Dataset,CK-20 As Cast-1,195.0,344.34375
Magnesium Dataset,am40_2p5_1753,107.0,119.91666666666667
ASM Dataset,356-0-T51-1,110.0,126.45
Magnesium Dataset,am70_5p0_f_e_1564,127.0,134.75
ASM Dataset,PH 13-8 Mo HTA-1,1379.0,988.9
ASM Dataset,N07001 HTA-2,897.0,500.75
Magnesium Dataset,am50_5p0_1775,109.0,113.8
ASM Dataset,R50700 A-4,590.0,519.0
ASM Dataset,1050 QT595-1,543.0,720.0
ASM Dataset,1117 Normalized-1,305.0,203.9375
Magnesium Dataset,am40_5p0_1716,107.0,105.8125
Magnesium Dataset,am60_2p5_1685,120.0,114.75
ASM Dataset,C12500 M20-1,75.0,251.625
Magnesium Dataset,am60_5p0_1642,120.0,115.125
ASM Dataset,C61800-3,310.0,326.1875
ASM Dataset,R56320 A-1,550.0,497.25
ASM Dataset,520-0-T4-1,152.0,305.375
ASM Dataset,R56400 A-1,830.0,587.65
Magnesium Dataset,am40_2p5_1750,107.0,114.45
Magnesium Dataset,am50_2p5_1818,109.0,119.95
Magnesium Dataset,am40_2p5_1733,107.0,114.0
ASM Dataset,Ti Grade 7 (CP) A-1,340.0,197.9375
ASM Dataset,C11000 M20-3,77.0,134.3125
Magnesium Dataset,am70_5p0_f_1554,127.0,144.0
ASM Dataset,301 Quarter Hard-1,590.0,749.6944444444445
Magnesium Dataset,am60_5p0_edge_1630,120.0,120.375
ASM Dataset,N07713-1,690.0,385.6666666666667
Magnesium Dataset,am40_5p0_1697,107.0,120.9375
ASM Dataset,440B Tempered-1,1860.0,1582.8125
ASM Dataset,R56320 CWSR-1,724.0,715.0
Magnesium Dataset,am40_2p5_1740,107.0,112.0625
ASM Dataset,C86300-7,460.0,336.25
ASM Dataset,R56400 Plate A-1,828.0,768.1666666666666
ASM Dataset,ASTM A216 WCB Normalized-3,280.0,283.15
Magnesium Dataset,am70_5p0_f_e_1562,127.0,113.15
ASM Dataset,316 Annealed-3,230.0,224.5
ASM Dataset,ASTM A27 As Cast-1,230.0,157.55
ASM Dataset,Ti-10-2-3 Sample 3-1,1191.0,1129.9
Magnesium Dataset,am40_2p5_1722,107.0,111.625
ASM Dataset,C26000 A-6,140.0,139.1
Magnesium Dataset,am50_2p5_1814,109.0,114.67857142857143
Magnesium Dataset,am60_5p0_edge_1626,120.0,109.5
ASM Dataset,1015 Normalized-1,325.0,281.0
Magnesium Dataset,am60_2p5_1670,120.0,116.0
ASM Dataset,319-0-1,96.5,308.02777777777777
ASM Dataset,242-0-1,120.0,139.75
ASM Dataset,ASTM A216 WCA Annealed-1,230.0,212.66666666666666
ASM Dataset,ZK60A T5-1,230.0,234.4
Magnesium Dataset,am70_2p5_f_1612,127.0,120.1
ASM Dataset,4130 A Furnace Cooled-1,460.0,539.125
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-C,896.0,928.8214285714286
ASM Dataset,R54620-6,910.0,774.0
ASM Dataset,409 Annealed-1,200.0,221.0625
Magnesium Dataset,am50_5p0_1769,109.0,113.9375
ASM Dataset,17-7 PH Annealed-1,430.0,376.1666666666667
ASM Dataset,356-0-2,100.0,312.4
ASM Dataset,Class 30 As Cast-1,130.0,435.75
Magnesium Dataset,am70_2p5_f_1598,127.0,139.75
Magnesium Dataset,am40_5p0_1692,107.0,106.85
Magnesium Dataset,am70_2p5_f_1620,127.0,128.29166666666666
ASM Dataset,R50250 A-1,240.0,290.6666666666667
ASM Dataset,C93700-3,115.0,128.0625
Magnesium Dataset,am40_2p5_1747,107.0,114.25
Magnesium Dataset,am50_2p5_1816,109.0,115.4
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,896.0,799.8125
Magnesium Dataset,am50_5p0_1773,109.0,122.75
Magnesium Dataset,am40_5p0_1714,107.0,109.15
ASM Dataset,309 Annealed-1,275.0,385.0
ASM Dataset,2024 T3-4,290.0,263.5
ASM Dataset,C90300-1,125.0,375.17857142857144
Magnesium Dataset,am40_2p5_1732,107.0,124.55555555555556
ASM Dataset,Class 30 As Cast-2,130.0,188.0
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,430.8
ASM Dataset,C90700-1,150.0,405.0833333333333
ASM Dataset,R56400 A1-1,805.0,875.5625
ASM Dataset,2024-O-1,95.0,110.0625
Magnesium Dataset,am50_5p0_1785,109.0,110.125
Magnesium Dataset,am70_5p0_f_e_1571,127.0,122.79166666666667
ASM Dataset,304 Quarter Hard-1,515.0,576.45
ASM Dataset,Class 30 As Cast-3,130.0,230.0625
Magnesium Dataset,am70_5p0_f_e_1563,127.0,114.75
Magnesium Dataset,am70_5p0_f_e_1568,127.0,124.3125
Magnesium Dataset,am70_5p0_f_e_1576,127.0,129.60714285714286
ASM Dataset,C85200-2,95.0,284.9166666666667
ASM Dataset,ZK60A T5 Forged-1,215.0,212.0
Magnesium Dataset,am60_2p5_1678,120.0,119.6875
ASM Dataset,C90700-2,150.0,232.08333333333334
ASM Dataset,C26000 A-3,140.0,196.0
Magnesium Dataset,am60_5p0_edge_1628,120.0,123.25
ASM Dataset,316 Annealed-4,230.0,327.625
Magnesium Dataset,am40_2p5_1767,107.0,115.6875
ASM Dataset,C86300-5,460.0,347.3333333333333
ASM Dataset,ASTM A562 A-2,205.0,287.3333333333333
ASM Dataset,C93200-1,130.0,155.25
Magnesium Dataset,am50_2p5_1804,109.0,110.3
Magnesium Dataset,am70_5p0_f_e_1565,127.0,138.0625
Magnesium Dataset,am40_5p0_1713,107.0,102.41666666666667
Magnesium Dataset,am40_5p0_1696,107.0,116.4
ASM Dataset,C51000 A-1,130.0,186.0
ASM Dataset,2218 T61-1,305.0,368.625
ASM Dataset,AZ63A T4-2,85.0,107.0
ASM Dataset,J92701-1,280.0,219.5
Magnesium Dataset,am50_5p0_1783,109.0,101.625
ASM Dataset,C86300-3,460.0,391.8125
ASM Dataset,CA-6NM As Cast-1,550.0,523.7
Magnesium Dataset,am40_2p5_1754,107.0,113.66666666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,896.0,890.25
Magnesium Dataset,am60_2p5_1664,120.0,110.75
ASM Dataset,410 Annealed-1,290.0,682.75
ASM Dataset,5457 Annealed-2,48.0,99.25
Magnesium Dataset,am50_2p5_1810,109.0,107.75
ASM Dataset,AZ92A T6-2,140.0,172.08333333333334
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-C,896.0,911.3333333333334
Magnesium Dataset,am70_5p0_f_e_1580,127.0,125.35
ASM Dataset,C26000 A-1,140.0,261.75
ASM Dataset,C90300-3,125.0,203.39285714285714
ASM Dataset,R56260 A-1,1020.0,787.15
ASM Dataset,316L Annealed-4,190.0,354.5
Magnesium Dataset,am50_5p0_1777,109.0,110.0625
ASM Dataset,2618 T4-4,450.0,456.5
ASM Dataset,316 Annealed-2,230.0,292.0625
ASM Dataset,N13100-1,655.0,748.25
Magnesium Dataset,am60_5p0_1640,120.0,123.75
Magnesium Dataset,am60_5p0_edge_1633,120.0,111.5
Magnesium Dataset,am50_2p5_1802,109.0,97.58333333333333
Magnesium Dataset,am60_5p0_1636,120.0,105.625
ASM Dataset,A357-0-T61-1,250.0,261.875
ASM Dataset,C17510 A-1,120.0,287.125
Magnesium Dataset,am50_5p0_1779,109.0,111.25
Magnesium Dataset,am60_5p0_1647,120.0,118.75
Magnesium Dataset,am70_2p5_f_1599,127.0,130.08333333333334
ASM Dataset,R56400 STA-1,1100.0,871.1
ASM Dataset,316L Annealed-1,190.0,200.0
Magnesium Dataset,am40_2p5_1762,107.0,112.16666666666667
ASM Dataset,C86300-6,460.0,441.125
Magnesium Dataset,am70_2p5_f_1606,127.0,128.15
ASM Dataset,356-0-4,100.0,142.65625
ASM Dataset,1015 Cold Drawn-2,325.0,388.05
ASM Dataset,CA15 Tempered at 1200F-5,690.0,486.8333333333333
Magnesium Dataset,am70_5p0_f_e_1578,127.0,120.625
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-D,896.0,918.8333333333334
Magnesium Dataset,am50_5p0_1770,109.0,112.33333333333333
Magnesium Dataset,am60_5p0_edge_1625,120.0,114.125
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-A,896.0,817.75
ASM Dataset,ASTM A537 Grade B QT-3,415.0,319.4
ASM Dataset,356-0-1,100.0,130.3
Magnesium Dataset,am50_5p0_1798,109.0,101.95833333333333
ASM Dataset,MetalTek C86300-5,415.0,337.3333333333333
ASM Dataset,ZK60A F-1,230.0,390.625
ASM Dataset,356-0-T6-2,152.0,153.0
ASM Dataset,C97600-3,140.0,153.875
Magnesium Dataset,am50_5p0_1782,109.0,103.625
ASM Dataset,1060 Hot Rolled-2,400.0,376.64285714285717
Magnesium Dataset,am70_5p0_f_e_1570,127.0,121.75
Magnesium Dataset,am70_2p5_f_1596,127.0,113.4375
Magnesium Dataset,am60_2p5_1688,120.0,117.08333333333333
ASM Dataset,N30002-1,275.0,208.92857142857142
ASM Dataset,304 Annealed-2,230.0,213.25
ASM Dataset,4140 A Furnace Cooled-1,415.0,460.875
Magnesium Dataset,am70_5p0_f_e_1561,127.0,130.875
ASM Dataset,440A Annealed-1,448.0,476.75
Magnesium Dataset,am50_5p0_1791,109.0,111.45833333333333
ASM Dataset,C85700-1,110.0,194.0
ASM Dataset,C97600-5,140.0,147.55
Magnesium Dataset,am40_2p5_1758,107.0,108.1
ASM Dataset,301 Full Hard-1,1080.0,1000.4642857142857
ASM Dataset,C26000 A-10,140.0,205.91666666666666
Magnesium Dataset,am60_2p5_1676,120.0,107.9375
ASM Dataset,718 HTA-5,1000.0,542.25
ASM Dataset,Discaloy STA-1,730.0,521.375
Magnesium Dataset,am60_5p0_1651,120.0,117.0625
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240.0,1013.6875
Magnesium Dataset,am50_2p5_1820,109.0,110.625
ASM Dataset,ASTM A285 Grade C-1,205.0,235.0
Magnesium Dataset,am50_5p0_1784,109.0,104.41666666666667
Magnesium Dataset,am60_5p0_edge_1623,120.0,118.25
Magnesium Dataset,am50_5p0_1771,109.0,107.61111111111111
ASM Dataset,356-0-3,100.0,240.0
ASM Dataset,AZ91A F-1,160.0,276.6875
ASM Dataset,718 HTA-3,1000.0,925.5
Magnesium Dataset,am40_2p5_1751,107.0,113.08333333333333
Magnesium Dataset,am50_2p5_1817,109.0,116.55
ASM Dataset,ASTM A 542 class 2 QT-1,690.0,522.1666666666666
ASM Dataset,CA15 Tempered at 1200F-4,690.0,607.125
ASM Dataset,1100-O-1,34.5,314.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896.0,994.9285714285714
Magnesium Dataset,am40_2p5_1738,107.0,115.25
ASM Dataset,ASTM A27 Annealed-2,205.0,230.8
ASM Dataset,430 Annealed-1,260.0,264.4375
ASM Dataset,R54810 HT-2,1070.0,908.15
Magnesium Dataset,am50_5p0_1790,109.0,108.45833333333333
ASM Dataset,2024 T3-1,290.0,277.5625
Magnesium Dataset,am50_5p0_1795,109.0,110.625
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-E,896.0,846.5
Magnesium Dataset,am70_5p0_f_1558,127.0,125.92857142857143
ASM Dataset,2014-T4-1,290.0,250.0
Magnesium Dataset,am60_5p0_edge_1631,120.0,108.16666666666667
ASM Dataset,2014-T6-1,483.0,349.0625
Magnesium Dataset,am70_5p0_f_1556,127.0,131.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,896.0,903.15
ASM Dataset,718 HTA-4,1000.0,311.8125
Magnesium Dataset,am60_2p5_1662,120.0,115.1875
ASM Dataset,C83600-1,95.0,269.9166666666667
Magnesium Dataset,am60_5p0_1650,120.0,117.875
Magnesium Dataset,am40_2p5_1735,107.0,120.45
Magnesium Dataset,am40_2p5_1760,107.0,103.125
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-2000x,896.0,782.875
ASM Dataset,MetalTek C86300-4,415.0,588.55
ASM Dataset,4130 Normalized-1,435.0,350.8333333333333
Magnesium Dataset,am60_5p0_1646,120.0,127.10714285714286
ASM Dataset,R54620-5,910.0,913.375
Magnesium Dataset,am50_2p5_1815,109.0,112.29166666666667
ASM Dataset,ASTM A537 Grade B QT-1,415.0,565.9375
ASM Dataset,N07750 HTA-1,655.0,741.875
ASM Dataset,2024 T851-1,400.0,243.08333333333334
ASM Dataset,CA15 As Cast-1,450.0,462.75
ASM Dataset,1050 QT480-2,580.0,535.75
Magnesium Dataset,am40_2p5_1756,107.0,102.1875
Magnesium Dataset,am60_2p5_1682,120.0,119.60714285714286
ASM Dataset,C26000 A-9,140.0,135.8
ASM Dataset,17-7 PH Annealed-2,430.0,541.5833333333334
ASM Dataset,5086 H34-1,255.0,363.05
Magnesium Dataset,am70_5p0_f_e_1584,127.0,126.875
ASM Dataset,A356-0-2,83.0,85.83333333333333
ASM Dataset,356-0-7,100.0,135.0
ASM Dataset,5083 H112-1,190.0,221.46875
Magnesium Dataset,am70_5p0_f_1553,127.0,137.41666666666666
Magnesium Dataset,am50_5p0_1774,109.0,108.35
Magnesium Dataset,am70_2p5_f_1610,127.0,140.125
ASM Dataset,440C Temper 1-1,1900.0,1730.0
ASM Dataset,AZ91C T6-1,130.0,268.5833333333333
ASM Dataset,J92500-1,205.0,137.375
Magnesium Dataset,am70_5p0_f_e_1581,127.0,125.66666666666667
ASM Dataset,C14200 H55-1,230.0,183.35
Magnesium Dataset,am70_2p5_f_1615,127.0,143.375
Magnesium Dataset,am40_2p5_1759,107.0,115.8125
ASM Dataset,2024 T3-3,290.0,247.8125
ASM Dataset,718 HTA-1,1000.0,638.4
ASM Dataset,C26000 A-8,140.0,209.83333333333334
Magnesium Dataset,am70_5p0_f_e_1572,127.0,129.5
Magnesium Dataset,am70_2p5_f_1619,127.0,126.64285714285714
ASM Dataset,AZ80A T5-1,230.0,283.75
Magnesium Dataset,am60_5p0_1637,120.0,110.66666666666667
ASM Dataset,C11000 A-1,69.0,219.725
Magnesium Dataset,am40_2p5_1742,107.0,115.20833333333333
Magnesium Dataset,am70_5p0_f_e_1586,127.0,119.0625
ASM Dataset,MetalTek C86300-1,415.0,480.5
ASM Dataset,1060 Hot Rolled-1,400.0,426.5
Magnesium Dataset,am40_2p5_1749,107.0,122.25
ASM Dataset,G3000 As Cast-1,150.0,265.0
ASM Dataset,O6 Annealed-1,410.0,291.6
ASM Dataset,Ti-10-2-3 Sample 1-1,1207.0,1058.5
ASM Dataset,Ti-10-2-3 Sample 2-1,1195.0,1061.875
Magnesium Dataset,am40_5p0_1695,107.0,102.2
Magnesium Dataset,am40_2p5_1741,107.0,117.125
ASM Dataset,7050 T73652-1,455.0,429.15
Magnesium Dataset,am60_2p5_1666,120.0,112.375
Magnesium Dataset,am60_5p0_1643,120.0,107.0
ASM Dataset,R56400 A2-2,900.0,820.1785714285714
Magnesium Dataset,am70_2p5_f_1597,127.0,118.875
ASM Dataset,C97600-4,140.0,206.91666666666666
ASM Dataset,AL-6XN-1,370.0,176.41666666666666
ASM Dataset,7075 Annealed-1,145.0,176.4
ASM Dataset,HM31A T5-1,270.0,538.0833333333334
Magnesium Dataset,am40_5p0_1720,107.0,110.65
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758.0,662.75
Magnesium Dataset,am60_5p0_1657,120.0,122.60714285714286
Magnesium Dataset,am40_2p5_1728,107.0,117.91666666666667
ASM Dataset,5083 H112-2,190.0,159.0
ASM Dataset,ASTM A 542 class 2 QT-2,690.0,652.75
ASM Dataset,7050 T73652-2,455.0,462.5
Magnesium Dataset,am50_2p5_1826,109.0,129.125
ASM Dataset,C70600 A-2,100.0,164.55
ASM Dataset,2024 T6-1,345.0,283.6666666666667
ASM Dataset,431 Annealed-1,655.0,635.75
ASM Dataset,ASTM A216 WCB Annealed-1,280.0,210.0
ASM Dataset,718 ColdWA-1,1455.0,1353.125
ASM Dataset,C10200 A-1,90.0,132.25
ASM Dataset,7075 T7352-1,386.0,314.1875
ASM Dataset,5160 QT-1,1005.0,829.125
Magnesium Dataset,am60_2p5_1673,120.0,126.125
ASM Dataset,C11000 M20-4,77.0,204.1875
ASM Dataset,Ti-10-2-3 Sample 4-1,1169.0,980.375
ASM Dataset,Muntz Metal-1,110.0,185.375
Magnesium Dataset,am40_2p5_1744,107.0,107.9375
Magnesium Dataset,am60_2p5_1668,120.0,126.375
Magnesium Dataset,am60_5p0_1655,120.0,111.125
Magnesium Dataset,am70_2p5_f_1593,127.0,128.55
Magnesium Dataset,am70_2p5_f_1601,127.0,154.25
Magnesium Dataset,am70_2p5_f_1592,127.0,135.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-A,896.0,893.3333333333334
ASM Dataset,QE22A T6-2,190.0,282.75
Magnesium Dataset,am40_2p5_1766,107.0,121.625
ASM Dataset,CA6NM Tempered-1,690.0,611.75
