Source,Image Name,Expected,Average Prediction
ASM Dataset,Class 30 As Cast-1,130.0,195.0
Magnesium Dataset,am70_2p5_f_1598,127.0,132.7
Magnesium Dataset,am40_5p0_1692,107.0,110.16666666666667
Magnesium Dataset,am70_2p5_f_1620,127.0,133.58333333333334
ASM Dataset,R50250 A-1,240.0,319.6666666666667
ASM Dataset,C93700-3,115.0,130.75
Magnesium Dataset,am40_2p5_1747,107.0,116.5
Magnesium Dataset,am50_2p5_1816,109.0,113.6875
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,896.0,810.25
Magnesium Dataset,am50_5p0_1773,109.0,123.9375
Magnesium Dataset,am40_5p0_1714,107.0,104.25
ASM Dataset,C90300-1,125.0,209.1
ASM Dataset,2024 T3-4,290.0,234.33333333333334
ASM Dataset,309 Annealed-1,275.0,306.4166666666667
ASM Dataset,Class 30 As Cast-2,130.0,232.375
Magnesium Dataset,am40_2p5_1732,107.0,121.33333333333333
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,372.05
ASM Dataset,C90700-1,150.0,447.25
ASM Dataset,R56400 A1-1,805.0,845.3928571428571
ASM Dataset,2024-O-1,95.0,117.36111111111111
Magnesium Dataset,am70_5p0_f_e_1563,127.0,118.58333333333333
ASM Dataset,304 Quarter Hard-1,515.0,482.8333333333333
Magnesium Dataset,am50_5p0_1785,109.0,119.25
ASM Dataset,Class 30 As Cast-3,130.0,206.85
Magnesium Dataset,am70_5p0_f_e_1571,127.0,126.625
Magnesium Dataset,am70_5p0_f_e_1568,127.0,127.5
Magnesium Dataset,am70_5p0_f_e_1576,127.0,133.3
ASM Dataset,ZK60A T5 Forged-1,215.0,205.41666666666666
ASM Dataset,C85200-2,95.0,268.0
Magnesium Dataset,am60_2p5_1678,120.0,116.75
ASM Dataset,C90700-2,150.0,317.75
ASM Dataset,C26000 A-3,140.0,175.875
Magnesium Dataset,am60_5p0_edge_1628,120.0,120.28571428571429
ASM Dataset,316 Annealed-4,230.0,412.59375
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-250x,896.0,889.4166666666666
Magnesium Dataset,am40_2p5_1767,107.0,117.25
ASM Dataset,ASTM A562 A-2,205.0,341.6875
ASM Dataset,C86300-5,460.0,293.9166666666667
ASM Dataset,C93200-1,130.0,258.05
Magnesium Dataset,am50_2p5_1804,109.0,108.6875
Magnesium Dataset,am70_5p0_f_e_1565,127.0,113.75
Magnesium Dataset,am40_5p0_1713,107.0,109.41666666666667
Magnesium Dataset,am40_5p0_1696,107.0,114.125
ASM Dataset,C51000 A-1,130.0,174.3125
ASM Dataset,2218 T61-1,305.0,275.6666666666667
ASM Dataset,AZ63A T4-2,85.0,158.55
ASM Dataset,J92701-1,280.0,207.625
Magnesium Dataset,am50_5p0_1783,109.0,103.75
ASM Dataset,C86300-3,460.0,332.625
ASM Dataset,CA-6NM As Cast-1,550.0,775.75
Magnesium Dataset,am40_2p5_1754,107.0,122.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,896.0,925.125
Magnesium Dataset,am60_2p5_1664,120.0,116.25
ASM Dataset,410 Annealed-1,290.0,725.5
ASM Dataset,5457 Annealed-2,48.0,68.91666666666667
Magnesium Dataset,am50_2p5_1810,109.0,102.70833333333333
ASM Dataset,AZ92A T6-2,140.0,224.41666666666666
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-C,896.0,893.4
Magnesium Dataset,am70_5p0_f_e_1580,127.0,133.33333333333334
ASM Dataset,C26000 A-1,140.0,220.125
ASM Dataset,C90300-3,125.0,231.75
ASM Dataset,R56260 A-1,1020.0,899.25
ASM Dataset,316L Annealed-4,190.0,285.875
Magnesium Dataset,am50_5p0_1777,109.0,113.33333333333333
ASM Dataset,2618 T4-4,450.0,484.75
ASM Dataset,316 Annealed-2,230.0,253.33333333333334
ASM Dataset,N13100-1,655.0,694.3214285714286
Magnesium Dataset,am60_5p0_1640,120.0,120.1
Magnesium Dataset,am60_5p0_edge_1633,120.0,108.5
Magnesium Dataset,am50_2p5_1802,109.0,106.14285714285714
Magnesium Dataset,am60_5p0_1636,120.0,100.79166666666667
ASM Dataset,A357-0-T61-1,250.0,292.0625
ASM Dataset,C17510 A-1,120.0,286.4583333333333
Magnesium Dataset,am50_5p0_1779,109.0,103.57142857142857
Magnesium Dataset,am60_5p0_1647,120.0,120.375
Magnesium Dataset,am70_2p5_f_1599,127.0,124.5
ASM Dataset,ASTM A516 Grade 70-1,260.0,324.4166666666667
Magnesium Dataset,am40_2p5_1762,107.0,107.16666666666667
ASM Dataset,R56400 STA-1,1100.0,881.25
ASM Dataset,316L Annealed-1,190.0,238.625
ASM Dataset,C86300-6,460.0,536.1875
Magnesium Dataset,am70_2p5_f_1606,127.0,124.45833333333333
ASM Dataset,356-0-4,100.0,123.4375
ASM Dataset,1015 Cold Drawn-2,325.0,423.5
ASM Dataset,CA15 Tempered at 1200F-5,690.0,451.25
Magnesium Dataset,am70_5p0_f_e_1578,127.0,114.9
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-D,896.0,926.4375
Magnesium Dataset,am50_5p0_1770,109.0,107.4
Magnesium Dataset,am60_5p0_edge_1625,120.0,114.125
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-A,896.0,848.0625
ASM Dataset,ASTM A537 Grade B QT-3,415.0,311.8125
ASM Dataset,356-0-1,100.0,151.66666666666666
Magnesium Dataset,am50_5p0_1798,109.0,111.125
ASM Dataset,MetalTek C86300-5,415.0,357.10714285714283
ASM Dataset,ZK60A F-1,230.0,308.125
ASM Dataset,356-0-T6-2,152.0,154.08333333333334
Magnesium Dataset,am50_5p0_1782,109.0,107.25
ASM Dataset,C97600-3,140.0,111.875
ASM Dataset,1060 Hot Rolled-2,400.0,415.75
Magnesium Dataset,am70_5p0_f_e_1570,127.0,128.5
Magnesium Dataset,am70_2p5_f_1596,127.0,116.625
Magnesium Dataset,am60_2p5_1688,120.0,114.625
ASM Dataset,N30002-1,275.0,205.45833333333334
ASM Dataset,304 Annealed-2,230.0,240.125
ASM Dataset,4140 A Furnace Cooled-1,415.0,486.8333333333333
Magnesium Dataset,am70_5p0_f_e_1561,127.0,121.75
ASM Dataset,440A Annealed-1,448.0,558.6875
Magnesium Dataset,am50_5p0_1791,109.0,109.3125
ASM Dataset,C26000 A-10,140.0,165.1875
Magnesium Dataset,am60_2p5_1676,120.0,108.15
Magnesium Dataset,am40_2p5_1758,107.0,107.625
ASM Dataset,301 Full Hard-1,1080.0,891.6875
ASM Dataset,C85700-1,110.0,238.75
ASM Dataset,C97600-5,140.0,119.0
ASM Dataset,718 HTA-5,1000.0,543.375
ASM Dataset,Discaloy STA-1,730.0,544.875
Magnesium Dataset,am40_2p5_1768,107.0,112.75
Magnesium Dataset,am60_5p0_1651,120.0,116.8
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240.0,1004.8125
Magnesium Dataset,am50_2p5_1820,109.0,113.375
ASM Dataset,ASTM A285 Grade C-1,205.0,208.125
Magnesium Dataset,am50_5p0_1784,109.0,101.15625
Magnesium Dataset,am60_5p0_edge_1623,120.0,110.71428571428571
Magnesium Dataset,am50_5p0_1771,109.0,102.4375
ASM Dataset,356-0-3,100.0,179.9
ASM Dataset,AZ91A F-1,160.0,311.5
ASM Dataset,718 HTA-3,1000.0,915.9
Magnesium Dataset,am40_2p5_1751,107.0,112.3125
Magnesium Dataset,am50_2p5_1817,109.0,116.45833333333333
ASM Dataset,ASTM A 542 class 2 QT-1,690.0,517.9583333333334
ASM Dataset,CA15 Tempered at 1200F-4,690.0,677.75
ASM Dataset,1100-O-1,34.5,316.4166666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896.0,972.5
Magnesium Dataset,am40_2p5_1738,107.0,115.15
ASM Dataset,ASTM A27 Annealed-2,205.0,182.625
ASM Dataset,430 Annealed-1,260.0,238.9375
ASM Dataset,R54810 HT-2,1070.0,1001.4166666666666
Magnesium Dataset,am50_5p0_1790,109.0,110.75
ASM Dataset,2024 T3-1,290.0,280.5833333333333
Magnesium Dataset,am50_5p0_1795,109.0,111.83333333333333
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-E,896.0,849.0
Magnesium Dataset,am70_5p0_f_1558,127.0,106.25
ASM Dataset,2014-T4-1,290.0,262.25
Magnesium Dataset,am60_5p0_edge_1631,120.0,111.75
ASM Dataset,2014-T6-1,483.0,306.3333333333333
Magnesium Dataset,am70_5p0_f_1556,127.0,129.58333333333334
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,896.0,905.875
Magnesium Dataset,am60_2p5_1662,120.0,108.875
ASM Dataset,C83600-1,95.0,239.75
Magnesium Dataset,am60_5p0_1650,120.0,112.25
Magnesium Dataset,am40_2p5_1735,107.0,108.6875
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-2000x,896.0,741.25
Magnesium Dataset,am40_2p5_1760,107.0,110.5
ASM Dataset,MetalTek C86300-4,415.0,516.0
ASM Dataset,4130 Normalized-1,435.0,348.125
Magnesium Dataset,am60_5p0_1646,120.0,121.75
ASM Dataset,R54620-5,910.0,881.25
Magnesium Dataset,am50_2p5_1815,109.0,119.08333333333333
ASM Dataset,ASTM A537 Grade B QT-1,415.0,609.9
ASM Dataset,N07750 HTA-1,655.0,588.25
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-1000x,896.0,799.0
ASM Dataset,2024 T851-1,400.0,311.92857142857144
ASM Dataset,CA15 As Cast-1,450.0,514.25
ASM Dataset,1050 QT480-2,580.0,583.9583333333334
Magnesium Dataset,am40_2p5_1756,107.0,101.8125
Magnesium Dataset,am60_2p5_1682,120.0,119.8125
ASM Dataset,C26000 A-9,140.0,133.875
ASM Dataset,17-7 PH Annealed-2,430.0,505.0
ASM Dataset,5086 H34-1,255.0,323.375
Magnesium Dataset,am70_5p0_f_e_1584,127.0,126.375
ASM Dataset,A356-0-2,83.0,74.04166666666667
ASM Dataset,356-0-7,100.0,197.5
ASM Dataset,5083 H112-1,190.0,230.0625
Magnesium Dataset,am70_5p0_f_1553,127.0,131.33333333333334
Magnesium Dataset,am50_5p0_1774,109.0,111.08333333333333
Magnesium Dataset,am70_2p5_f_1610,127.0,139.125
ASM Dataset,AZ91C T6-1,130.0,337.25
ASM Dataset,440C Temper 1-1,1900.0,1692.375
ASM Dataset,J92500-1,205.0,161.75
Magnesium Dataset,am70_5p0_f_e_1581,127.0,121.75
Magnesium Dataset,am70_2p5_f_1615,127.0,127.5625
ASM Dataset,C14200 H55-1,230.0,210.375
Magnesium Dataset,am40_2p5_1759,107.0,114.05
ASM Dataset,2024 T3-3,290.0,214.8125
ASM Dataset,718 HTA-1,1000.0,635.0714285714286
ASM Dataset,C26000 A-8,140.0,178.25
Magnesium Dataset,am70_5p0_f_e_1572,127.0,198.875
Magnesium Dataset,am70_2p5_f_1619,127.0,133.25
ASM Dataset,AZ80A T5-1,230.0,251.5
Magnesium Dataset,am60_5p0_1637,120.0,112.7
ASM Dataset,C11000 A-1,69.0,157.75
Magnesium Dataset,am40_2p5_1742,107.0,113.3125
Magnesium Dataset,am70_5p0_f_e_1586,127.0,120.41666666666667
ASM Dataset,MetalTek C86300-1,415.0,524.4375
ASM Dataset,1060 Hot Rolled-1,400.0,380.875
Magnesium Dataset,am40_2p5_1749,107.0,108.375
ASM Dataset,G3000 As Cast-1,150.0,208.70833333333334
ASM Dataset,O6 Annealed-1,410.0,277.7857142857143
ASM Dataset,Ti-10-2-3 Sample 1-1,1207.0,1190.125
ASM Dataset,Ti-10-2-3 Sample 2-1,1195.0,934.3333333333334
Magnesium Dataset,am40_5p0_1695,107.0,101.75
Magnesium Dataset,am40_2p5_1741,107.0,124.25
ASM Dataset,7050 T73652-1,455.0,442.8863636363636
Magnesium Dataset,am60_2p5_1666,120.0,107.875
Magnesium Dataset,am60_5p0_1643,120.0,109.9
ASM Dataset,R56400 A2-2,900.0,763.875
Magnesium Dataset,am70_2p5_f_1597,127.0,120.91666666666667
ASM Dataset,C97600-4,140.0,226.95
ASM Dataset,AL-6XN-1,370.0,175.9375
ASM Dataset,7075 Annealed-1,145.0,154.16666666666666
ASM Dataset,HM31A T5-1,270.0,575.25
Magnesium Dataset,am40_5p0_1720,107.0,101.35
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758.0,598.4166666666666
Magnesium Dataset,am60_5p0_1657,120.0,122.9375
Magnesium Dataset,am40_2p5_1728,107.0,109.82142857142857
ASM Dataset,5083 H112-2,190.0,247.3
ASM Dataset,ASTM A 542 class 2 QT-2,690.0,505.67857142857144
ASM Dataset,7050 T73652-2,455.0,475.75
ASM Dataset,C70600 A-2,100.0,198.375
ASM Dataset,2024 T6-1,345.0,275.0
ASM Dataset,ASTM A216 WCB Annealed-1,280.0,246.25
ASM Dataset,718 ColdWA-1,1455.0,1192.7
ASM Dataset,C10200 A-1,90.0,198.375
ASM Dataset,431 Annealed-1,655.0,661.85
ASM Dataset,7075 T7352-1,386.0,326.625
ASM Dataset,5160 QT-1,1005.0,775.25
Magnesium Dataset,am60_2p5_1673,120.0,130.32142857142858
ASM Dataset,C11000 M20-4,77.0,167.46428571428572
ASM Dataset,Ti-10-2-3 Sample 4-1,1169.0,969.3928571428571
ASM Dataset,Muntz Metal-1,110.0,147.95
Magnesium Dataset,am40_2p5_1744,107.0,117.0
Magnesium Dataset,am60_5p0_1655,120.0,110.5
Magnesium Dataset,am60_2p5_1668,120.0,125.91666666666667
Magnesium Dataset,am70_2p5_f_1593,127.0,128.7
Magnesium Dataset,am70_2p5_f_1601,127.0,125.8
Magnesium Dataset,am70_2p5_f_1592,127.0,120.375
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-A,896.0,884.5
ASM Dataset,QE22A T6-2,190.0,238.46428571428572
Magnesium Dataset,am40_2p5_1766,107.0,115.5
