Source,Image Name,Expected,Average Prediction
ASM Dataset,CA6NM Tempered-2,690.0,642.6875
ASM Dataset,440A Tempered-1,1650.0,1405.5
ASM Dataset,201-0T7-1,400.0,323.5
ASM Dataset,C63200 TQ50-2,350.0,296.0625
Magnesium Dataset,am60_5p0_1645,120.0,122.9375
ASM Dataset,CK-20 As Cast-1,195.0,310.7142857142857
Magnesium Dataset,am40_2p5_1753,107.0,115.4375
ASM Dataset,356-0-T51-1,110.0,136.6875
Magnesium Dataset,am70_5p0_f_e_1564,127.0,152.125
ASM Dataset,PH 13-8 Mo HTA-1,1379.0,1057.25
ASM Dataset,N07001 HTA-2,897.0,538.6
Magnesium Dataset,am50_5p0_1775,109.0,107.3
ASM Dataset,R50700 A-4,590.0,549.25
ASM Dataset,1050 QT595-1,543.0,713.1875
ASM Dataset,1117 Normalized-1,305.0,228.28571428571428
Magnesium Dataset,am40_5p0_1716,107.0,98.5625
Magnesium Dataset,am60_2p5_1685,120.0,108.125
Magnesium Dataset,am60_5p0_1642,120.0,117.79166666666667
ASM Dataset,C12500 M20-1,75.0,246.5
ASM Dataset,C61800-3,310.0,315.75
ASM Dataset,R56320 A-1,550.0,351.0
ASM Dataset,520-0-T4-1,152.0,323.25
Magnesium Dataset,am50_2p5_1818,109.0,109.0
Magnesium Dataset,am40_2p5_1750,107.0,111.35
Magnesium Dataset,am40_2p5_1733,107.0,113.25
ASM Dataset,Ti Grade 7 (CP) A-1,340.0,205.33333333333334
ASM Dataset,R56400 A-1,830.0,685.75
ASM Dataset,C11000 M20-3,77.0,89.5
Magnesium Dataset,am70_5p0_f_1554,127.0,122.95833333333333
Magnesium Dataset,am60_5p0_edge_1630,120.0,123.58333333333333
ASM Dataset,301 Quarter Hard-1,590.0,833.4375
ASM Dataset,N07713-1,690.0,369.25
Magnesium Dataset,am40_5p0_1697,107.0,114.625
ASM Dataset,R56320 CWSR-1,724.0,708.375
Magnesium Dataset,am40_2p5_1740,107.0,115.875
ASM Dataset,C86300-7,460.0,429.0
ASM Dataset,R56400 Plate A-1,828.0,879.375
ASM Dataset,ASTM A216 WCB Normalized-3,280.0,221.375
Magnesium Dataset,am70_5p0_f_e_1562,127.0,114.41666666666667
ASM Dataset,316 Annealed-3,230.0,220.8
ASM Dataset,ASTM A27 As Cast-1,230.0,193.875
ASM Dataset,Ti-10-2-3 Sample 3-1,1191.0,997.75
Magnesium Dataset,am40_2p5_1722,107.0,110.08333333333333
ASM Dataset,C26000 A-6,140.0,187.15
Magnesium Dataset,am50_2p5_1814,109.0,116.91666666666667
Magnesium Dataset,am60_5p0_edge_1626,120.0,107.6
ASM Dataset,1015 Normalized-1,325.0,326.1
Magnesium Dataset,am60_2p5_1670,120.0,113.0
ASM Dataset,319-0-1,96.5,257.2916666666667
ASM Dataset,242-0-1,120.0,112.91666666666667
ASM Dataset,ASTM A216 WCA Annealed-1,230.0,221.125
Magnesium Dataset,am70_2p5_f_1612,127.0,117.375
ASM Dataset,ZK60A T5-1,230.0,214.16666666666666
ASM Dataset,4130 A Furnace Cooled-1,460.0,480.125
ASM Dataset,R54620-6,910.0,854.7916666666666
ASM Dataset,409 Annealed-1,200.0,230.05
Magnesium Dataset,am50_5p0_1769,109.0,97.875
ASM Dataset,17-7 PH Annealed-1,430.0,433.5833333333333
ASM Dataset,356-0-2,100.0,173.625
ASM Dataset,Class 30 As Cast-1,130.0,392.15
Magnesium Dataset,am70_2p5_f_1598,127.0,138.625
Magnesium Dataset,am40_5p0_1692,107.0,100.75
Magnesium Dataset,am70_2p5_f_1620,127.0,121.35
ASM Dataset,R50250 A-1,240.0,365.35
ASM Dataset,C93700-3,115.0,120.875
Magnesium Dataset,am40_2p5_1747,107.0,110.55
Magnesium Dataset,am50_2p5_1816,109.0,107.125
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,896.0,859.85
Magnesium Dataset,am50_5p0_1773,109.0,117.16666666666667
Magnesium Dataset,am40_5p0_1714,107.0,98.875
ASM Dataset,309 Annealed-1,275.0,237.58333333333334
ASM Dataset,2024 T3-4,290.0,241.875
ASM Dataset,C90300-1,125.0,390.125
Magnesium Dataset,am40_2p5_1732,107.0,112.08333333333333
ASM Dataset,Class 30 As Cast-2,130.0,153.75
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,398.875
ASM Dataset,C90700-1,150.0,242.41666666666666
ASM Dataset,R56400 A1-1,805.0,831.625
ASM Dataset,2024-O-1,95.0,127.25
Magnesium Dataset,am50_5p0_1785,109.0,108.0
ASM Dataset,304 Quarter Hard-1,515.0,539.1875
Magnesium Dataset,am70_5p0_f_e_1571,127.0,122.58333333333333
ASM Dataset,Class 30 As Cast-3,130.0,241.75
Magnesium Dataset,am70_5p0_f_e_1563,127.0,114.58333333333333
Magnesium Dataset,am70_5p0_f_e_1568,127.0,128.125
Magnesium Dataset,am70_5p0_f_e_1576,127.0,129.58333333333334
ASM Dataset,ZK60A T5 Forged-1,215.0,211.83333333333334
ASM Dataset,C85200-2,95.0,104.75
Magnesium Dataset,am60_2p5_1678,120.0,114.25
ASM Dataset,C90700-2,150.0,253.5
ASM Dataset,C26000 A-3,140.0,165.16666666666666
Magnesium Dataset,am60_5p0_edge_1628,120.0,115.58333333333333
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-250x,896.0,833.1875
ASM Dataset,316 Annealed-4,230.0,294.4375
ASM Dataset,ASTM A562 A-2,205.0,252.5
ASM Dataset,C86300-5,460.0,261.45
Magnesium Dataset,am40_2p5_1767,107.0,112.58333333333333
ASM Dataset,C93200-1,130.0,189.75
Magnesium Dataset,am50_2p5_1804,109.0,106.5625
Magnesium Dataset,am40_5p0_1713,107.0,109.625
Magnesium Dataset,am70_5p0_f_e_1565,127.0,119.625
Magnesium Dataset,am40_5p0_1696,107.0,111.875
ASM Dataset,C51000 A-1,130.0,169.625
ASM Dataset,2218 T61-1,305.0,351.625
ASM Dataset,J92701-1,280.0,220.1875
ASM Dataset,AZ63A T4-2,85.0,153.125
Magnesium Dataset,am50_5p0_1783,109.0,102.72222222222223
ASM Dataset,C86300-3,460.0,359.0625
ASM Dataset,CA-6NM As Cast-1,550.0,428.875
Magnesium Dataset,am40_2p5_1754,107.0,105.45833333333333
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,896.0,904.5
Magnesium Dataset,am60_2p5_1664,120.0,110.03571428571429
ASM Dataset,410 Annealed-1,290.0,763.0833333333334
ASM Dataset,5457 Annealed-2,48.0,107.46875
Magnesium Dataset,am50_2p5_1810,109.0,104.25
ASM Dataset,AZ92A T6-2,140.0,177.0
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-C,896.0,912.4166666666666
Magnesium Dataset,am70_5p0_f_e_1580,127.0,126.41666666666667
ASM Dataset,C26000 A-1,140.0,195.875
ASM Dataset,C90300-3,125.0,231.75
ASM Dataset,R56260 A-1,1020.0,754.375
ASM Dataset,316L Annealed-4,190.0,372.07142857142856
Magnesium Dataset,am50_5p0_1777,109.0,105.1
ASM Dataset,2618 T4-4,450.0,402.75
ASM Dataset,316 Annealed-2,230.0,270.95
ASM Dataset,N13100-1,655.0,967.5
Magnesium Dataset,am60_5p0_1640,120.0,112.08333333333333
Magnesium Dataset,am60_5p0_edge_1633,120.0,106.25
Magnesium Dataset,am50_2p5_1802,109.0,96.75
Magnesium Dataset,am60_5p0_1636,120.0,100.0
ASM Dataset,A357-0-T61-1,250.0,184.75
ASM Dataset,C17510 A-1,120.0,263.75
Magnesium Dataset,am50_5p0_1779,109.0,105.83333333333333
Magnesium Dataset,am60_5p0_1647,120.0,113.25
Magnesium Dataset,am70_2p5_f_1599,127.0,127.5625
ASM Dataset,R56400 STA-1,1100.0,853.9
ASM Dataset,ASTM A516 Grade 70-1,260.0,309.75
ASM Dataset,316L Annealed-1,190.0,211.4375
Magnesium Dataset,am40_2p5_1762,107.0,109.16666666666667
ASM Dataset,C86300-6,460.0,561.375
Magnesium Dataset,am70_2p5_f_1606,127.0,123.5
ASM Dataset,356-0-4,100.0,98.08333333333333
ASM Dataset,1015 Cold Drawn-2,325.0,377.5833333333333
ASM Dataset,CA15 Tempered at 1200F-5,690.0,529.125
Magnesium Dataset,am70_5p0_f_e_1578,127.0,117.60714285714286
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-D,896.0,920.125
Magnesium Dataset,am50_5p0_1770,109.0,115.0625
Magnesium Dataset,am60_5p0_edge_1625,120.0,117.0
ASM Dataset,ASTM A537 Grade B QT-3,415.0,342.45
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-A,896.0,848.5
ASM Dataset,356-0-1,100.0,133.25
Magnesium Dataset,am50_5p0_1798,109.0,109.0
ASM Dataset,MetalTek C86300-5,415.0,355.1
ASM Dataset,356-0-T6-2,152.0,152.8
ASM Dataset,ZK60A F-1,230.0,286.95
ASM Dataset,C97600-3,140.0,159.5
Magnesium Dataset,am50_5p0_1782,109.0,117.5
ASM Dataset,1060 Hot Rolled-2,400.0,370.6875
Magnesium Dataset,am70_5p0_f_e_1570,127.0,132.3
Magnesium Dataset,am70_2p5_f_1596,127.0,110.625
Magnesium Dataset,am60_2p5_1688,120.0,112.95833333333333
ASM Dataset,N30002-1,275.0,209.6875
ASM Dataset,304 Annealed-2,230.0,211.0
ASM Dataset,4140 A Furnace Cooled-1,415.0,345.25
Magnesium Dataset,am70_5p0_f_e_1561,127.0,119.375
ASM Dataset,440A Annealed-1,448.0,486.0
Magnesium Dataset,am50_5p0_1791,109.0,108.41666666666667
Magnesium Dataset,am60_2p5_1676,120.0,106.55
ASM Dataset,C85700-1,110.0,303.82142857142856
Magnesium Dataset,am40_2p5_1758,107.0,102.05
ASM Dataset,C97600-5,140.0,138.125
ASM Dataset,C26000 A-10,140.0,191.6875
ASM Dataset,301 Full Hard-1,1080.0,1030.0833333333333
ASM Dataset,718 HTA-5,1000.0,505.05
ASM Dataset,Discaloy STA-1,730.0,821.25
Magnesium Dataset,am40_2p5_1768,107.0,105.0
Magnesium Dataset,am60_5p0_1651,120.0,106.75
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240.0,761.0
Magnesium Dataset,am50_2p5_1820,109.0,111.375
ASM Dataset,ASTM A285 Grade C-1,205.0,212.66666666666666
Magnesium Dataset,am50_5p0_1784,109.0,102.96428571428571
Magnesium Dataset,am60_5p0_edge_1623,120.0,115.08333333333333
Magnesium Dataset,am50_5p0_1771,109.0,110.0
ASM Dataset,356-0-3,100.0,122.25
ASM Dataset,AZ91A F-1,160.0,290.3333333333333
ASM Dataset,718 HTA-3,1000.0,735.75
Magnesium Dataset,am40_2p5_1751,107.0,111.5
Magnesium Dataset,am50_2p5_1817,109.0,115.0
ASM Dataset,ASTM A 542 class 2 QT-1,690.0,600.0
ASM Dataset,CA15 Tempered at 1200F-4,690.0,574.3333333333334
ASM Dataset,1100-O-1,34.5,339.85
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896.0,954.7
Magnesium Dataset,am40_2p5_1738,107.0,118.625
ASM Dataset,ASTM A27 Annealed-2,205.0,243.91666666666666
ASM Dataset,430 Annealed-1,260.0,251.75
ASM Dataset,R54810 HT-2,1070.0,1050.875
Magnesium Dataset,am50_5p0_1790,109.0,108.04166666666667
ASM Dataset,2024 T3-1,290.0,297.39285714285717
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-E,896.0,843.5
Magnesium Dataset,am50_5p0_1795,109.0,108.75
Magnesium Dataset,am70_5p0_f_1558,127.0,118.07142857142857
ASM Dataset,2014-T4-1,290.0,260.625
Magnesium Dataset,am60_5p0_edge_1631,120.0,113.29166666666667
ASM Dataset,2014-T6-1,483.0,277.75
Magnesium Dataset,am70_5p0_f_1556,127.0,124.7
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,896.0,945.5
ASM Dataset,718 HTA-4,1000.0,72.625
Magnesium Dataset,am60_2p5_1662,120.0,109.0
ASM Dataset,C83600-1,95.0,234.75
Magnesium Dataset,am60_5p0_1650,120.0,115.875
Magnesium Dataset,am40_2p5_1735,107.0,104.41666666666667
Magnesium Dataset,am40_2p5_1760,107.0,106.0
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-2000x,896.0,765.8
ASM Dataset,MetalTek C86300-4,415.0,588.8125
ASM Dataset,4130 Normalized-1,435.0,388.375
Magnesium Dataset,am60_5p0_1646,120.0,126.3125
ASM Dataset,R54620-5,910.0,839.4166666666666
Magnesium Dataset,am50_2p5_1815,109.0,108.45833333333333
ASM Dataset,ASTM A537 Grade B QT-1,415.0,612.65
ASM Dataset,N07750 HTA-1,655.0,703.75
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-1000x,896.0,824.9166666666666
ASM Dataset,2024 T851-1,400.0,358.8125
ASM Dataset,CA15 As Cast-1,450.0,537.8125
ASM Dataset,1050 QT480-2,580.0,597.75
Magnesium Dataset,am40_2p5_1756,107.0,101.5
Magnesium Dataset,am60_2p5_1682,120.0,118.0
ASM Dataset,C26000 A-9,140.0,133.04166666666666
ASM Dataset,17-7 PH Annealed-2,430.0,406.25
ASM Dataset,5086 H34-1,255.0,272.125
Magnesium Dataset,am70_5p0_f_e_1584,127.0,128.65
ASM Dataset,A356-0-2,83.0,93.375
ASM Dataset,356-0-7,100.0,175.66666666666666
ASM Dataset,5083 H112-1,190.0,176.125
Magnesium Dataset,am50_5p0_1774,109.0,105.6875
Magnesium Dataset,am70_2p5_f_1610,127.0,124.0
ASM Dataset,AZ91C T6-1,130.0,426.875
ASM Dataset,440C Temper 1-1,1900.0,1564.5714285714287
ASM Dataset,J92500-1,205.0,161.45833333333334
Magnesium Dataset,am70_5p0_f_e_1581,127.0,123.0
Magnesium Dataset,am70_2p5_f_1615,127.0,116.15
ASM Dataset,C14200 H55-1,230.0,193.5
Magnesium Dataset,am40_2p5_1759,107.0,122.625
ASM Dataset,2024 T3-3,290.0,291.1
ASM Dataset,718 HTA-1,1000.0,696.0
ASM Dataset,C26000 A-8,140.0,164.4
Magnesium Dataset,am70_5p0_f_e_1572,127.0,168.125
Magnesium Dataset,am70_2p5_f_1619,127.0,127.0625
ASM Dataset,AZ80A T5-1,230.0,234.0
Magnesium Dataset,am60_5p0_1637,120.0,110.32142857142857
ASM Dataset,C11000 A-1,69.0,213.83333333333334
Magnesium Dataset,am40_2p5_1742,107.0,110.09375
Magnesium Dataset,am70_5p0_f_e_1586,127.0,122.58333333333333
ASM Dataset,MetalTek C86300-1,415.0,466.0833333333333
ASM Dataset,1060 Hot Rolled-1,400.0,375.6875
Magnesium Dataset,am40_2p5_1749,107.0,116.375
ASM Dataset,G3000 As Cast-1,150.0,257.375
ASM Dataset,O6 Annealed-1,410.0,294.375
ASM Dataset,Ti-10-2-3 Sample 1-1,1207.0,1226.4375
ASM Dataset,Ti-10-2-3 Sample 2-1,1195.0,1030.5625
Magnesium Dataset,am40_5p0_1695,107.0,102.89285714285714
Magnesium Dataset,am40_2p5_1741,107.0,116.6
ASM Dataset,7050 T73652-1,455.0,395.75
Magnesium Dataset,am60_2p5_1666,120.0,109.0
Magnesium Dataset,am60_5p0_1643,120.0,116.625
ASM Dataset,R56400 A2-2,900.0,760.75
Magnesium Dataset,am70_2p5_f_1597,127.0,117.35
ASM Dataset,C97600-4,140.0,190.05
ASM Dataset,AL-6XN-1,370.0,190.3
ASM Dataset,7075 Annealed-1,145.0,268.0625
ASM Dataset,HM31A T5-1,270.0,454.0
Magnesium Dataset,am40_5p0_1720,107.0,106.75
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758.0,624.3333333333334
Magnesium Dataset,am60_5p0_1657,120.0,120.91666666666667
Magnesium Dataset,am40_2p5_1728,107.0,127.58333333333333
ASM Dataset,5083 H112-2,190.0,231.125
ASM Dataset,ASTM A 542 class 2 QT-2,690.0,683.6666666666666
ASM Dataset,7050 T73652-2,455.0,448.4166666666667
Magnesium Dataset,am50_2p5_1826,109.0,106.375
ASM Dataset,C70600 A-2,100.0,121.125
ASM Dataset,C10200 A-1,90.0,173.08333333333334
ASM Dataset,431 Annealed-1,655.0,397.5
ASM Dataset,718 ColdWA-1,1455.0,1273.25
ASM Dataset,ASTM A216 WCB Annealed-1,280.0,258.25
ASM Dataset,2024 T6-1,345.0,322.9166666666667
ASM Dataset,5160 QT-1,1005.0,819.0416666666666
ASM Dataset,7075 T7352-1,386.0,242.25
Magnesium Dataset,am60_2p5_1673,120.0,122.25
ASM Dataset,C11000 M20-4,77.0,140.66666666666666
ASM Dataset,Ti-10-2-3 Sample 4-1,1169.0,1008.6
ASM Dataset,Muntz Metal-1,110.0,117.125
Magnesium Dataset,am40_2p5_1744,107.0,112.84375
Magnesium Dataset,am60_5p0_1655,120.0,116.75
Magnesium Dataset,am60_2p5_1668,120.0,126.16666666666667
Magnesium Dataset,am70_2p5_f_1593,127.0,117.41666666666667
Magnesium Dataset,am70_2p5_f_1601,127.0,155.625
Magnesium Dataset,am70_2p5_f_1592,127.0,125.16666666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-A,896.0,938.8333333333334
