Source,Image Name,Expected,Average Prediction
ASM Dataset,ASTM A517 Grade B QT-2,655.0,640.875
ASM Dataset,7050 T73652-3,455.0,453.6734693877551
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-1000x,896.0,862.4479166666666
Magnesium Dataset,am50_2p5_1830,109.0,112.1547619047619
Magnesium Dataset,am70_5p0_f_1557,127.0,135.46022727272728
ASM Dataset,R58640 STA-1,1120.0,848.2222222222222
Magnesium Dataset,am40_2p5_1727,107.0,115.65441176470588
Magnesium Dataset,am40_2p5_1761,107.0,107.57236842105263
ASM Dataset,C93700-1,115.0,169.0
ASM Dataset,ASTM A216 WCB Normalized-1,280.0,242.88690476190476
Magnesium Dataset,am50_5p0_1787,109.0,106.1280487804878
ASM Dataset,ASTM A562 A-1,205.0,345.6666666666667
ASM Dataset,ASTM A537 Grade A Normalized-4,330.0,335.9583333333333
Magnesium Dataset,am50_2p5_1823,109.0,114.15853658536585
ASM Dataset,Class 30 As Cast-4,130.0,164.6602564102564
Magnesium Dataset,am50_2p5_1805,109.0,113.8780487804878
Magnesium Dataset,am40_2p5_1764,107.0,112.890625
ASM Dataset,304 Annealed-1,230.0,203.85
Magnesium Dataset,am60_2p5_1683,120.0,112.03676470588235
ASM Dataset,2024-O-2,95.0,172.80882352941177
Magnesium Dataset,am50_2p5_1808,109.0,104.78378378378379
Magnesium Dataset,am70_2p5_f_1611,127.0,137.33125
ASM Dataset,R50700 A-3,590.0,508.0064102564103
ASM Dataset,ASTM A537 Grade B QT-2,415.0,559.046052631579
Magnesium Dataset,am50_5p0_1794,109.0,113.09574468085107
ASM Dataset,C83600-2,95.0,164.8679245283019
ASM Dataset,ASTM A216 WCB Normalized-2,280.0,232.4943181818182
Magnesium Dataset,am70_2p5_f_1617,127.0,123.90697674418605
ASM Dataset,Ti Grade 7 (CP) A-3,340.0,360.5639534883721
ASM Dataset,R50700 A-1,590.0,529.0394736842105
ASM Dataset,8740 Annealed-1,380.0,450.02777777777777
ASM Dataset,410 Tempered at 453c-1,920.0,942.2826086956521
ASM Dataset,C35000-2,90.0,242.95
ASM Dataset,440C Temper 2-1,1865.0,952.1973684210526
ASM Dataset,C85200-4,95.0,154.98648648648648
ASM Dataset,MP35N ColdW-1,1413.0,1221.3088235294117
ASM Dataset,AZ63A T4-1,85.0,127.03048780487805
Magnesium Dataset,am60_2p5_1661,120.0,122.30357142857143
ASM Dataset,2014-T6-3,483.0,424.65865384615387
ASM Dataset,9310 Normalized-1,570.0,661.2258064516129
ASM Dataset,C63200 TQ50-1,350.0,440.34615384615387
Magnesium Dataset,am60_5p0_1639,120.0,120.07352941176471
ASM Dataset,5657 Annealed-1,40.0,119.02314814814815
ASM Dataset,356-0-5,100.0,175.73076923076923
ASM Dataset,C85200-1,95.0,303.3306451612903
ASM Dataset,R56400 Plate A-2,828.0,918.6439393939394
Magnesium Dataset,am40_2p5_1736,107.0,116.82843137254902
ASM Dataset,CA6NM Tempered-2,690.0,648.9642857142857
ASM Dataset,C93700-4,115.0,148.25862068965517
ASM Dataset,440A Tempered-1,1650.0,1279.281914893617
Magnesium Dataset,am60_5p0_1645,120.0,115.27083333333333
ASM Dataset,C63200 TQ50-2,350.0,316.2352941176471
ASM Dataset,201-0T7-1,400.0,324.8881578947368
ASM Dataset,CK-20 As Cast-1,195.0,326.93589743589746
Magnesium Dataset,am40_2p5_1753,107.0,116.72222222222223
ASM Dataset,356-0-T51-1,110.0,130.28488372093022
Magnesium Dataset,am70_5p0_f_e_1564,127.0,136.71511627906978
ASM Dataset,PH 13-8 Mo HTA-1,1379.0,857.9591836734694
ASM Dataset,N07001 HTA-2,897.0,623.8666666666667
ASM Dataset,R50700 A-4,590.0,507.0755813953488
Magnesium Dataset,am50_5p0_1775,109.0,111.3125
ASM Dataset,1050 QT595-1,543.0,665.9939024390244
ASM Dataset,1117 Normalized-1,305.0,235.3815789473684
Magnesium Dataset,am40_5p0_1716,107.0,105.77717391304348
Magnesium Dataset,am60_2p5_1685,120.0,111.32432432432432
ASM Dataset,C12500 M20-1,75.0,283.9817073170732
Magnesium Dataset,am60_5p0_1642,120.0,118.69186046511628
ASM Dataset,C61800-3,310.0,331.03333333333336
ASM Dataset,R56320 A-1,550.0,433.0914634146341
ASM Dataset,520-0-T4-1,152.0,290.66477272727275
ASM Dataset,R56400 A-1,830.0,637.304347826087
Magnesium Dataset,am40_2p5_1750,107.0,110.88690476190476
Magnesium Dataset,am40_2p5_1733,107.0,114.07222222222222
ASM Dataset,Ti Grade 7 (CP) A-1,340.0,225.24468085106383
Magnesium Dataset,am50_2p5_1818,109.0,118.23026315789474
ASM Dataset,C11000 M20-3,77.0,132.4391891891892
Magnesium Dataset,am70_5p0_f_1554,127.0,133.15697674418604
ASM Dataset,301 Quarter Hard-1,590.0,713.5923913043479
Magnesium Dataset,am60_5p0_edge_1630,120.0,117.275
ASM Dataset,N07713-1,690.0,474.59375
Magnesium Dataset,am40_5p0_1697,107.0,120.25520833333333
ASM Dataset,440B Tempered-1,1860.0,1410.1875
ASM Dataset,R56320 CWSR-1,724.0,713.0763888888889
Magnesium Dataset,am40_2p5_1740,107.0,116.52702702702703
ASM Dataset,C86300-7,460.0,410.6707317073171
ASM Dataset,R56400 Plate A-1,828.0,795.3103448275862
ASM Dataset,ASTM A216 WCB Normalized-3,280.0,242.675
Magnesium Dataset,am70_5p0_f_e_1562,127.0,114.56521739130434
ASM Dataset,316 Annealed-3,230.0,234.75735294117646
ASM Dataset,ASTM A27 As Cast-1,230.0,187.49358974358975
ASM Dataset,Ti-10-2-3 Sample 3-1,1191.0,1102.2837837837837
Magnesium Dataset,am40_2p5_1722,107.0,102.80147058823529
ASM Dataset,C26000 A-6,140.0,175.80232558139534
Magnesium Dataset,am50_2p5_1814,109.0,112.51704545454545
Magnesium Dataset,am60_5p0_edge_1626,120.0,112.14166666666667
ASM Dataset,1015 Normalized-1,325.0,315.29545454545456
Magnesium Dataset,am60_2p5_1670,120.0,117.25675675675676
ASM Dataset,319-0-1,96.5,282.390243902439
ASM Dataset,242-0-1,120.0,129.67307692307693
ASM Dataset,ASTM A216 WCA Annealed-1,230.0,215.3357142857143
ASM Dataset,ZK60A T5-1,230.0,221.3719512195122
Magnesium Dataset,am70_2p5_f_1612,127.0,122.58333333333333
ASM Dataset,4130 A Furnace Cooled-1,460.0,507.2865853658537
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-C,896.0,905.4619565217391
ASM Dataset,R54620-6,910.0,877.86875
ASM Dataset,409 Annealed-1,200.0,201.01666666666668
Magnesium Dataset,am50_5p0_1769,109.0,108.15
ASM Dataset,17-7 PH Annealed-1,430.0,415.9404761904762
ASM Dataset,356-0-2,100.0,283.25
ASM Dataset,Class 30 As Cast-1,130.0,356.35795454545456
Magnesium Dataset,am70_2p5_f_1598,127.0,135.26639344262296
Magnesium Dataset,am40_5p0_1692,107.0,104.95714285714286
Magnesium Dataset,am70_2p5_f_1620,127.0,129.40384615384616
ASM Dataset,R50250 A-1,240.0,293.93918918918916
ASM Dataset,C93700-3,115.0,123.69444444444444
Magnesium Dataset,am40_2p5_1747,107.0,112.828125
Magnesium Dataset,am50_2p5_1816,109.0,112.29255319148936
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-2000x,896.0,872.625
Magnesium Dataset,am50_5p0_1773,109.0,118.6029411764706
Magnesium Dataset,am40_5p0_1714,107.0,107.54166666666667
ASM Dataset,309 Annealed-1,275.0,256.26428571428573
ASM Dataset,C90300-1,125.0,267.8837209302326
ASM Dataset,2024 T3-4,290.0,263.425
ASM Dataset,Class 30 As Cast-2,130.0,225.89102564102564
Magnesium Dataset,am40_2p5_1732,107.0,118.47093023255815
ASM Dataset,Ti Grade 7 (CP) A-2,340.0,384.07142857142856
ASM Dataset,C90700-1,150.0,310.3818181818182
ASM Dataset,R56400 A1-1,805.0,858.4423076923077
ASM Dataset,2024-O-1,95.0,115.13194444444444
Magnesium Dataset,am70_5p0_f_e_1563,127.0,119.50641025641026
Magnesium Dataset,am50_5p0_1785,109.0,110.1025641025641
ASM Dataset,304 Quarter Hard-1,515.0,501.4642857142857
ASM Dataset,Class 30 As Cast-3,130.0,215.82075471698113
Magnesium Dataset,am70_5p0_f_e_1571,127.0,124.56818181818181
Magnesium Dataset,am70_5p0_f_e_1568,127.0,129.04
Magnesium Dataset,am70_5p0_f_e_1576,127.0,132.26704545454547
ASM Dataset,ZK60A T5 Forged-1,215.0,216.53488372093022
ASM Dataset,C85200-2,95.0,167.075
Magnesium Dataset,am60_2p5_1678,120.0,117.57142857142857
ASM Dataset,C90700-2,150.0,275.98809523809524
ASM Dataset,C26000 A-3,140.0,159.20212765957447
Magnesium Dataset,am60_5p0_edge_1628,120.0,123.47222222222223
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-250x,896.0,847.6358695652174
ASM Dataset,316 Annealed-4,230.0,324.36538461538464
ASM Dataset,ASTM A562 A-2,205.0,316.4404761904762
Magnesium Dataset,am40_2p5_1767,107.0,113.40625
ASM Dataset,C86300-5,460.0,288.75
ASM Dataset,C93200-1,130.0,178.91666666666666
Magnesium Dataset,am50_2p5_1804,109.0,111.77777777777777
Magnesium Dataset,am70_5p0_f_e_1565,127.0,126.625
Magnesium Dataset,am40_5p0_1713,107.0,111.52777777777777
Magnesium Dataset,am40_5p0_1696,107.0,106.84027777777777
ASM Dataset,C51000 A-1,130.0,211.6931818181818
ASM Dataset,2218 T61-1,305.0,322.6333333333333
ASM Dataset,AZ63A T4-2,85.0,182.81521739130434
ASM Dataset,J92701-1,280.0,221.9078947368421
Magnesium Dataset,am50_5p0_1783,109.0,104.43367346938776
ASM Dataset,C86300-3,460.0,385.9375
ASM Dataset,CA-6NM As Cast-1,550.0,521.8313953488372
Magnesium Dataset,am40_2p5_1754,107.0,108.65714285714286
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-C,896.0,895.1621621621622
Magnesium Dataset,am60_2p5_1664,120.0,116.78888888888889
ASM Dataset,410 Annealed-1,290.0,653.0853658536586
ASM Dataset,5457 Annealed-2,48.0,96.07926829268293
Magnesium Dataset,am50_2p5_1810,109.0,106.70625
ASM Dataset,AZ92A T6-2,140.0,182.2704081632653
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-C,896.0,920.8604651162791
Magnesium Dataset,am70_5p0_f_e_1580,127.0,130.05188679245282
ASM Dataset,C26000 A-1,140.0,236.52380952380952
ASM Dataset,C90300-3,125.0,196.03333333333333
ASM Dataset,R56260 A-1,1020.0,867.2916666666666
ASM Dataset,316L Annealed-4,190.0,338.6513157894737
Magnesium Dataset,am50_5p0_1777,109.0,110.5
ASM Dataset,2618 T4-4,450.0,429.9347826086956
ASM Dataset,316 Annealed-2,230.0,302.5394736842105
ASM Dataset,N13100-1,655.0,685.2573529411765
Magnesium Dataset,am60_5p0_1640,120.0,113.21428571428571
Magnesium Dataset,am60_5p0_edge_1633,120.0,114.23275862068965
Magnesium Dataset,am50_2p5_1802,109.0,97.70121951219512
Magnesium Dataset,am60_5p0_1636,120.0,101.47297297297297
ASM Dataset,C17510 A-1,120.0,288.3716216216216
ASM Dataset,A357-0-T61-1,250.0,240.42924528301887
Magnesium Dataset,am50_5p0_1779,109.0,104.5
Magnesium Dataset,am60_5p0_1647,120.0,112.5592105263158
Magnesium Dataset,am70_2p5_f_1599,127.0,132.64583333333334
ASM Dataset,R56400 STA-1,1100.0,785.9292452830189
Magnesium Dataset,am40_2p5_1762,107.0,109.33
ASM Dataset,ASTM A516 Grade 70-1,260.0,315.64285714285717
ASM Dataset,316L Annealed-1,190.0,197.19
ASM Dataset,C86300-6,460.0,489.9861111111111
Magnesium Dataset,am70_2p5_f_1606,127.0,127.56382978723404
ASM Dataset,356-0-4,100.0,114.52325581395348
ASM Dataset,1015 Cold Drawn-2,325.0,429.1394230769231
ASM Dataset,CA15 Tempered at 1200F-5,690.0,519.2575757575758
Magnesium Dataset,am70_5p0_f_e_1578,127.0,119.8170731707317
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-D,896.0,929.1463414634146
Magnesium Dataset,am50_5p0_1770,109.0,110.58536585365853
Magnesium Dataset,am60_5p0_edge_1625,120.0,116.23026315789474
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-A,896.0,861.6597222222222
ASM Dataset,ASTM A537 Grade B QT-3,415.0,347.77777777777777
ASM Dataset,356-0-1,100.0,135.34883720930233
Magnesium Dataset,am50_5p0_1798,109.0,104.45744680851064
ASM Dataset,MetalTek C86300-5,415.0,397.5394736842105
ASM Dataset,ZK60A F-1,230.0,303.3355263157895
ASM Dataset,356-0-T6-2,152.0,161.9671052631579
ASM Dataset,C97600-3,140.0,175.60365853658536
Magnesium Dataset,am50_5p0_1782,109.0,105.39634146341463
ASM Dataset,1060 Hot Rolled-2,400.0,358.0208333333333
Magnesium Dataset,am70_5p0_f_e_1570,127.0,132.43055555555554
Magnesium Dataset,am70_2p5_f_1596,127.0,117.69117647058823
Magnesium Dataset,am60_2p5_1688,120.0,116.12162162162163
ASM Dataset,N30002-1,275.0,225.11184210526315
ASM Dataset,304 Annealed-2,230.0,233.30978260869566
ASM Dataset,4140 A Furnace Cooled-1,415.0,416.31410256410254
Magnesium Dataset,am70_5p0_f_e_1561,127.0,128.8546511627907
ASM Dataset,440A Annealed-1,448.0,491.1341463414634
Magnesium Dataset,am50_5p0_1791,109.0,109.54054054054055
ASM Dataset,C26000 A-10,140.0,156.45689655172413
Magnesium Dataset,am60_2p5_1676,120.0,108.25
ASM Dataset,C97600-5,140.0,129.78977272727272
ASM Dataset,301 Full Hard-1,1080.0,1074.638888888889
Magnesium Dataset,am40_2p5_1758,107.0,105.03378378378379
ASM Dataset,C85700-1,110.0,229.55555555555554
ASM Dataset,718 HTA-5,1000.0,756.8333333333334
ASM Dataset,Discaloy STA-1,730.0,562.2265625
Magnesium Dataset,am40_2p5_1768,107.0,107.53571428571429
Magnesium Dataset,am60_5p0_1651,120.0,114.74468085106383
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240.0,976.189393939394
Magnesium Dataset,am50_2p5_1820,109.0,113.43452380952381
ASM Dataset,ASTM A285 Grade C-1,205.0,226.80555555555554
Magnesium Dataset,am50_5p0_1784,109.0,105.48214285714286
Magnesium Dataset,am60_5p0_edge_1623,120.0,116.2125
Magnesium Dataset,am50_5p0_1771,109.0,109.14285714285714
ASM Dataset,356-0-3,100.0,180.1
ASM Dataset,AZ91A F-1,160.0,280.5853658536585
ASM Dataset,718 HTA-3,1000.0,887.609756097561
Magnesium Dataset,am40_2p5_1751,107.0,111.85
Magnesium Dataset,am50_2p5_1817,109.0,115.11224489795919
ASM Dataset,ASTM A 542 class 2 QT-1,690.0,547.0089285714286
ASM Dataset,CA15 Tempered at 1200F-4,690.0,630.3111111111111
ASM Dataset,1100-O-1,34.5,308.61875
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896.0,965.9411764705883
Magnesium Dataset,am40_2p5_1738,107.0,115.05232558139535
ASM Dataset,ASTM A27 Annealed-2,205.0,227.86486486486487
ASM Dataset,430 Annealed-1,260.0,248.9268292682927
ASM Dataset,R54810 HT-2,1070.0,1016.1691176470588
Magnesium Dataset,am50_5p0_1790,109.0,108.6474358974359
Magnesium Dataset,am50_5p0_1795,109.0,109.74324324324324
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-E,896.0,865.4848484848485
ASM Dataset,2024 T3-1,290.0,261.7865853658537
Magnesium Dataset,am70_5p0_f_1558,127.0,129.765
ASM Dataset,2014-T4-1,290.0,250.00531914893617
Magnesium Dataset,am60_5p0_edge_1631,120.0,115.0
ASM Dataset,2014-T6-1,483.0,339.07758620689657
Magnesium Dataset,am70_5p0_f_1556,127.0,128.9313725490196
ASM Dataset,718 HTA-4,1000.0,211.77551020408163
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-250x,896.0,884.4736842105264
Magnesium Dataset,am60_2p5_1662,120.0,115.875
ASM Dataset,C83600-1,95.0,241.85
Magnesium Dataset,am60_5p0_1650,120.0,118.95
Magnesium Dataset,am40_2p5_1735,107.0,110.53571428571429
Magnesium Dataset,am40_2p5_1760,107.0,108.88194444444444
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-2000x,896.0,792.0106382978723
ASM Dataset,MetalTek C86300-4,415.0,576.2318181818182
ASM Dataset,4130 Normalized-1,435.0,380.29787234042556
Magnesium Dataset,am60_5p0_1646,120.0,124.51282051282051
ASM Dataset,R54620-5,910.0,946.3181818181819
Magnesium Dataset,am50_2p5_1815,109.0,114.51923076923077
ASM Dataset,ASTM A537 Grade B QT-1,415.0,563.025641025641
ASM Dataset,N07750 HTA-1,655.0,612.0170454545455
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-1000x,896.0,811.0523255813954
ASM Dataset,2024 T851-1,400.0,314.0056818181818
ASM Dataset,CA15 As Cast-1,450.0,539.7239583333334
ASM Dataset,1050 QT480-2,580.0,556.1220930232558
Magnesium Dataset,am40_2p5_1756,107.0,103.9375
Magnesium Dataset,am60_2p5_1682,120.0,119.15972222222223
ASM Dataset,C26000 A-9,140.0,136.6625
ASM Dataset,17-7 PH Annealed-2,430.0,501.15
ASM Dataset,5086 H34-1,255.0,334.4825581395349
Magnesium Dataset,am70_5p0_f_e_1584,127.0,132.73026315789474
ASM Dataset,A356-0-2,83.0,90.1554054054054
ASM Dataset,356-0-7,100.0,152.0872093023256
ASM Dataset,5083 H112-1,190.0,215.78571428571428
Magnesium Dataset,am70_5p0_f_1553,127.0,134.85714285714286
Magnesium Dataset,am50_5p0_1774,109.0,108.96969696969697
Magnesium Dataset,am70_2p5_f_1610,127.0,132.94078947368422
ASM Dataset,AZ91C T6-1,130.0,326.9102564102564
ASM Dataset,440C Temper 1-1,1900.0,1362.2302631578948
ASM Dataset,J92500-1,205.0,162.98529411764707
Magnesium Dataset,am70_5p0_f_e_1581,127.0,126.53289473684211
Magnesium Dataset,am70_2p5_f_1615,127.0,126.93617021276596
ASM Dataset,C14200 H55-1,230.0,196.58139534883722
Magnesium Dataset,am40_2p5_1759,107.0,116.06521739130434
ASM Dataset,2024 T3-3,290.0,262.1829268292683
ASM Dataset,718 HTA-1,1000.0,711.0914634146342
ASM Dataset,C26000 A-8,140.0,168.66666666666666
Magnesium Dataset,am70_5p0_f_e_1572,127.0,133.6219512195122
Magnesium Dataset,am70_2p5_f_1619,127.0,130.21212121212122
ASM Dataset,AZ80A T5-1,230.0,289.781914893617
Magnesium Dataset,am60_5p0_1637,120.0,110.28571428571429
ASM Dataset,C11000 A-1,69.0,200.15625
Magnesium Dataset,am40_2p5_1742,107.0,112.58125
Magnesium Dataset,am70_5p0_f_e_1586,127.0,122.47916666666667
ASM Dataset,MetalTek C86300-1,415.0,526.0337837837837
ASM Dataset,1060 Hot Rolled-1,400.0,409.4390243902439
Magnesium Dataset,am40_2p5_1749,107.0,117.50675675675676
ASM Dataset,G3000 As Cast-1,150.0,270.4817073170732
ASM Dataset,O6 Annealed-1,410.0,291.75
